test0,test1,test2,test3,test4,test5,test6,test7,test8,test9
"{'NDCG@5': 0.348441936592603, 'HR@5': 0.48498713182728054}","{'NDCG@5': 0.32040267710907594, 'HR@5': 0.4471762414800389}","{'NDCG@5': 0.2918992458033182, 'HR@5': 0.41429436705027256}","{'NDCG@5': 0.2702390044445328, 'HR@5': 0.3865644274045674}","{'NDCG@5': 0.23775015753645407, 'HR@5': 0.3474465867639395}","{'NDCG@5': 0.20998297159235488, 'HR@5': 0.3116908591604551}","{'NDCG@5': 0.1797526514802518, 'HR@5': 0.2783454647256439}","{'NDCG@5': 0.1616305405074, 'HR@5': 0.25333515769309706}","{'NDCG@5': 0.13815366272647872, 'HR@5': 0.2194722847208018}","{'NDCG@5': 0.10758026553097774, 'HR@5': 0.17566094303624966}"
"{'NDCG@5': 0.34874170357079365, 'HR@5': 0.48412925364598225}","{'NDCG@5': 0.3216177278237063, 'HR@5': 0.4481499513145083}","{'NDCG@5': 0.2918312194763376, 'HR@5': 0.4122753886533414}","{'NDCG@5': 0.27411454058028784, 'HR@5': 0.38689781630271713}","{'NDCG@5': 0.23837973761466918, 'HR@5': 0.34966128191766543}","{'NDCG@5': 0.2098195290035264, 'HR@5': 0.3109062377402903}","{'NDCG@5': 0.17992894953685415, 'HR@5': 0.278065509518477}","{'NDCG@5': 0.1622339195013779, 'HR@5': 0.2543613600602039}","{'NDCG@5': 0.1381977319525643, 'HR@5': 0.21940410445217154}","{'NDCG@5': 0.10762186364847878, 'HR@5': 0.17545652766421369}"
"{'NDCG@5': 0.3528880697331492, 'HR@5': 0.48870460394623966}","{'NDCG@5': 0.32239977933329805, 'HR@5': 0.4496105160662123}","{'NDCG@5': 0.2931628657502217, 'HR@5': 0.4175247324853624}","{'NDCG@5': 0.2742389309886502, 'HR@5': 0.3903983997332889}","{'NDCG@5': 0.24067770021342202, 'HR@5': 0.3513548723293382}","{'NDCG@5': 0.21258471668659426, 'HR@5': 0.3160062769713613}","{'NDCG@5': 0.18297305710340936, 'HR@5': 0.2823348264277716}","{'NDCG@5': 0.16245240218590098, 'HR@5': 0.25292467674625435}","{'NDCG@5': 0.13946652060299033, 'HR@5': 0.2214495125110793}","{'NDCG@5': 0.10928719367500185, 'HR@5': 0.17756881984191877}"
"{'NDCG@5': 0.3525315482530191, 'HR@5': 0.48784672576494137}","{'NDCG@5': 0.32503896200218, 'HR@5': 0.45399221032132425}","{'NDCG@5': 0.2923463026857046, 'HR@5': 0.4177266303250555}","{'NDCG@5': 0.2739157210307278, 'HR@5': 0.39006501083513917}","{'NDCG@5': 0.24032613656384316, 'HR@5': 0.35278791036998436}","{'NDCG@5': 0.21188678507148978, 'HR@5': 0.3148293448411142}","{'NDCG@5': 0.18334437253691727, 'HR@5': 0.28184490481522956}","{'NDCG@5': 0.1639770363684481, 'HR@5': 0.2554559759184511}","{'NDCG@5': 0.13971650873616154, 'HR@5': 0.2204268084816254}","{'NDCG@5': 0.11064324822889003, 'HR@5': 0.18063505042245845}"
"{'NDCG@5': 0.3552746140114599, 'HR@5': 0.49185015727766657}","{'NDCG@5': 0.3298502763551016, 'HR@5': 0.4581304771178189}","{'NDCG@5': 0.294068718011668, 'HR@5': 0.41934181304260043}","{'NDCG@5': 0.2756973420738769, 'HR@5': 0.39456576096016005}","{'NDCG@5': 0.24143187748923034, 'HR@5': 0.3538301198540907}","{'NDCG@5': 0.21441504742295456, 'HR@5': 0.32041977245978814}","{'NDCG@5': 0.1853627328163574, 'HR@5': 0.2856942889137738}","{'NDCG@5': 0.16377254305290348, 'HR@5': 0.25627693781213656}","{'NDCG@5': 0.14054285412128578, 'HR@5': 0.22281311788368446}","{'NDCG@5': 0.11109571859107499, 'HR@5': 0.17988552739165986}"
"{'NDCG@5': 0.36015577747015204, 'HR@5': 0.4995710609093509}","{'NDCG@5': 0.33054104762488395, 'HR@5': 0.45934761441090555}","{'NDCG@5': 0.2970823394899899, 'HR@5': 0.4229759741570765}","{'NDCG@5': 0.278457726404118, 'HR@5': 0.39456576096016005}","{'NDCG@5': 0.24430178747220402, 'HR@5': 0.35448150078165713}","{'NDCG@5': 0.216067084733495, 'HR@5': 0.32336210278540606}","{'NDCG@5': 0.18856426805203713, 'HR@5': 0.29003359462486}","{'NDCG@5': 0.16545724636826079, 'HR@5': 0.2585345830197715}","{'NDCG@5': 0.1425156357535728, 'HR@5': 0.2245176245994409}","{'NDCG@5': 0.11272757024631007, 'HR@5': 0.181384573453257}"
"{'NDCG@5': 0.3595584334241434, 'HR@5': 0.49985702030311696}","{'NDCG@5': 0.33100192946756896, 'HR@5': 0.4617818889970789}","{'NDCG@5': 0.299823634663679, 'HR@5': 0.4253987482333939}","{'NDCG@5': 0.2798790588301404, 'HR@5': 0.398899816636106}","{'NDCG@5': 0.24566501640227956, 'HR@5': 0.3579989577905159}","{'NDCG@5': 0.21579102912442635, 'HR@5': 0.3201255394272264}","{'NDCG@5': 0.18825834144319725, 'HR@5': 0.29073348264277715}","{'NDCG@5': 0.16771083734370343, 'HR@5': 0.2625709789970582}","{'NDCG@5': 0.14464418430807321, 'HR@5': 0.22860844071725642}","{'NDCG@5': 0.11364083054684516, 'HR@5': 0.1839738348323794}"
"{'NDCG@5': 0.36472279488699044, 'HR@5': 0.5058621675722047}","{'NDCG@5': 0.33120790693457247, 'HR@5': 0.46543330087633883}","{'NDCG@5': 0.3012562883292708, 'HR@5': 0.42620633959216636}","{'NDCG@5': 0.2830150197820168, 'HR@5': 0.4050675112518753}","{'NDCG@5': 0.24940053551327343, 'HR@5': 0.3637311099531006}","{'NDCG@5': 0.21821491413359456, 'HR@5': 0.32375441349548845}","{'NDCG@5': 0.19080153471916622, 'HR@5': 0.29388297872340424}","{'NDCG@5': 0.1700078930611951, 'HR@5': 0.26455497024013136}","{'NDCG@5': 0.14746974348895467, 'HR@5': 0.23147201199972728}","{'NDCG@5': 0.11470266887027711, 'HR@5': 0.18492777323521395}"
"{'NDCG@5': 0.36677952367177385, 'HR@5': 0.5061481269659708}","{'NDCG@5': 0.33657497148034415, 'HR@5': 0.46470301850048684}","{'NDCG@5': 0.3065917208935029, 'HR@5': 0.43226327478295984}","{'NDCG@5': 0.2842636231262921, 'HR@5': 0.40590098349724957}","{'NDCG@5': 0.251292603865919, 'HR@5': 0.3662063574778531}","{'NDCG@5': 0.2204479822224321, 'HR@5': 0.32826598666143586}","{'NDCG@5': 0.19288443207006808, 'HR@5': 0.2966125419932811}","{'NDCG@5': 0.17102466485949558, 'HR@5': 0.26619689402750224}","{'NDCG@5': 0.1474541791899154, 'HR@5': 0.23194927388013908}","{'NDCG@5': 0.11715294841004636, 'HR@5': 0.18942491142000545}"
"{'NDCG@5': 0.37092516084089383, 'HR@5': 0.5121532742350586}","{'NDCG@5': 0.339626051657788, 'HR@5': 0.4710321324245375}","{'NDCG@5': 0.30542341561689373, 'HR@5': 0.4332727639814254}","{'NDCG@5': 0.2846418936576662, 'HR@5': 0.407567927987998}","{'NDCG@5': 0.2532613458565049, 'HR@5': 0.3701146430432517}","{'NDCG@5': 0.22312099238781574, 'HR@5': 0.33130639466457434}","{'NDCG@5': 0.19626502554466213, 'HR@5': 0.2999720044792833}","{'NDCG@5': 0.1733177811566055, 'HR@5': 0.26852295272627763}","{'NDCG@5': 0.14968879606770313, 'HR@5': 0.2356991886548033}","{'NDCG@5': 0.11939530317868724, 'HR@5': 0.1929681112019624}"
"{'NDCG@5': 0.375206825792416, 'HR@5': 0.5155847869602517}","{'NDCG@5': 0.34021910306171843, 'HR@5': 0.4720058422590068}","{'NDCG@5': 0.3102004995874434, 'HR@5': 0.43932969917221887}","{'NDCG@5': 0.2878291498043132, 'HR@5': 0.4100683447241207}","{'NDCG@5': 0.2547451582531566, 'HR@5': 0.36985409067222513}","{'NDCG@5': 0.22470536180324008, 'HR@5': 0.33316987053746566}","{'NDCG@5': 0.20019309263270824, 'HR@5': 0.3051511758118701}","{'NDCG@5': 0.1764336337134665, 'HR@5': 0.27180680030101934}","{'NDCG@5': 0.15150823742776284, 'HR@5': 0.2369946137587782}","{'NDCG@5': 0.12047478406128165, 'HR@5': 0.193308803488689}"
"{'NDCG@5': 0.37922191042840425, 'HR@5': 0.5193022590792108}","{'NDCG@5': 0.34489047096240394, 'HR@5': 0.47370983446932813}","{'NDCG@5': 0.3103755773563296, 'HR@5': 0.4407429840500707}","{'NDCG@5': 0.29113891920623214, 'HR@5': 0.41240206701116855}","{'NDCG@5': 0.25757642067011094, 'HR@5': 0.37376237623762376}","{'NDCG@5': 0.22695067876195277, 'HR@5': 0.3357198901530012}","{'NDCG@5': 0.2014117693969354, 'HR@5': 0.30599104143337064}","{'NDCG@5': 0.17792378394953332, 'HR@5': 0.2726277621947048}","{'NDCG@5': 0.15416544836476703, 'HR@5': 0.2384945796686439}","{'NDCG@5': 0.1211672214467033, 'HR@5': 0.19364949577541565}"
"{'NDCG@5': 0.38012378957200826, 'HR@5': 0.5210180154418073}","{'NDCG@5': 0.34755386022448825, 'HR@5': 0.4763875365141188}","{'NDCG@5': 0.30957034603232825, 'HR@5': 0.4409448818897638}","{'NDCG@5': 0.2935690940536454, 'HR@5': 0.4190698449741624}","{'NDCG@5': 0.25890127332829843, 'HR@5': 0.37584679520583636}","{'NDCG@5': 0.22672085513234483, 'HR@5': 0.3353275794429188}","{'NDCG@5': 0.2035420473311656, 'HR@5': 0.3080907054871221}","{'NDCG@5': 0.17955277394794397, 'HR@5': 0.27570636929602516}","{'NDCG@5': 0.15408145907115622, 'HR@5': 0.23869912047453468}","{'NDCG@5': 0.12219323545457605, 'HR@5': 0.1946034341782502}"
"{'NDCG@5': 0.38244738498880065, 'HR@5': 0.5253074063482985}","{'NDCG@5': 0.34699567304134615, 'HR@5': 0.47663096397273613}","{'NDCG@5': 0.31299826862081237, 'HR@5': 0.44316575812638803}","{'NDCG@5': 0.29529885148846485, 'HR@5': 0.4190698449741624}","{'NDCG@5': 0.25920056981794615, 'HR@5': 0.3746743095362168}","{'NDCG@5': 0.2294924193338945, 'HR@5': 0.3407218517065516}","{'NDCG@5': 0.20449433878001647, 'HR@5': 0.3090005599104143}","{'NDCG@5': 0.17959261534981108, 'HR@5': 0.2755011288226038}","{'NDCG@5': 0.15544342995575094, 'HR@5': 0.24135815095111474}","{'NDCG@5': 0.12349527726056092, 'HR@5': 0.19664758789860998}"
"{'NDCG@5': 0.3849206475638517, 'HR@5': 0.5264512439233628}","{'NDCG@5': 0.3511647175441034, 'HR@5': 0.4802823758519961}","{'NDCG@5': 0.31533650785553596, 'HR@5': 0.44740561275994345}","{'NDCG@5': 0.29751483878140067, 'HR@5': 0.4222370395065844}","{'NDCG@5': 0.26207142708325265, 'HR@5': 0.38014590932777487}","{'NDCG@5': 0.23157572324028822, 'HR@5': 0.34170262848175753}","{'NDCG@5': 0.2095220046913352, 'HR@5': 0.3155795072788354}","{'NDCG@5': 0.18253096493091384, 'HR@5': 0.2787165629062051}","{'NDCG@5': 0.15853201400013298, 'HR@5': 0.24347173927865276}","{'NDCG@5': 0.1252156406050667, 'HR@5': 0.1978059416734805}"
"{'NDCG@5': 0.3836756771791727, 'HR@5': 0.5238776093794681}","{'NDCG@5': 0.35280038661261065, 'HR@5': 0.48490749756572543}","{'NDCG@5': 0.31451361790609517, 'HR@5': 0.4463961235614779}","{'NDCG@5': 0.29993128771846644, 'HR@5': 0.42573762293715617}","{'NDCG@5': 0.2619847873498979, 'HR@5': 0.3800156331422616}","{'NDCG@5': 0.2326345046338915, 'HR@5': 0.34425264809729306}","{'NDCG@5': 0.2094721925406311, 'HR@5': 0.3161394176931691}","{'NDCG@5': 0.18404412158384575, 'HR@5': 0.28179517000752546}","{'NDCG@5': 0.15896047728521934, 'HR@5': 0.2438808208904343}","{'NDCG@5': 0.12607603388805258, 'HR@5': 0.19875988007631507}"
"{'NDCG@5': 0.38725105344119437, 'HR@5': 0.5284529596797255}","{'NDCG@5': 0.3567121261507378, 'HR@5': 0.4880720545277507}","{'NDCG@5': 0.31788239321169137, 'HR@5': 0.4482132041187159}","{'NDCG@5': 0.3005323933361612, 'HR@5': 0.4272378729788298}","{'NDCG@5': 0.26676136260311417, 'HR@5': 0.3867899947889526}","{'NDCG@5': 0.23555579164609025, 'HR@5': 0.34631227932522557}","{'NDCG@5': 0.21154348636212636, 'HR@5': 0.3178191489361702}","{'NDCG@5': 0.1869559221322556, 'HR@5': 0.2852158445645481}","{'NDCG@5': 0.16126017534271295, 'HR@5': 0.24715347378468672}","{'NDCG@5': 0.12854658144729594, 'HR@5': 0.20209866448623603}"
"{'NDCG@5': 0.3905360592512766, 'HR@5': 0.5327423505862168}","{'NDCG@5': 0.3562387169206053, 'HR@5': 0.4878286270691334}","{'NDCG@5': 0.32095438679138527, 'HR@5': 0.44881889763779526}","{'NDCG@5': 0.30341106226384223, 'HR@5': 0.4279046507751292}","{'NDCG@5': 0.26941935898931124, 'HR@5': 0.3871808233454924}","{'NDCG@5': 0.2395918553347331, 'HR@5': 0.3486661435857199}","{'NDCG@5': 0.21635567109928613, 'HR@5': 0.3223684210526316}","{'NDCG@5': 0.18932121092574783, 'HR@5': 0.2880207977013067}","{'NDCG@5': 0.16217890580061556, 'HR@5': 0.24756255539646826}","{'NDCG@5': 0.12970903681454404, 'HR@5': 0.20182611065685474}"
"{'NDCG@5': 0.39138750183469484, 'HR@5': 0.5338861881612811}","{'NDCG@5': 0.3607083299041853, 'HR@5': 0.49269717624148}","{'NDCG@5': 0.3245023248177372, 'HR@5': 0.45487583282858873}","{'NDCG@5': 0.3045146086480944, 'HR@5': 0.4290715119186531}","{'NDCG@5': 0.2730224273286713, 'HR@5': 0.3918707660239708}","{'NDCG@5': 0.24016699746152462, 'HR@5': 0.3496469203609259}","{'NDCG@5': 0.2201078368980041, 'HR@5': 0.3271276595744681}","{'NDCG@5': 0.19178972562416585, 'HR@5': 0.29089416432920573}","{'NDCG@5': 0.16517623887750704, 'HR@5': 0.25063066748482987}","{'NDCG@5': 0.13269424001709623, 'HR@5': 0.20666394112837286}"
"{'NDCG@5': 0.39410306814597845, 'HR@5': 0.5361738633114098}","{'NDCG@5': 0.36178821714709186, 'HR@5': 0.48953261927945474}","{'NDCG@5': 0.32510491776560285, 'HR@5': 0.4542701393095094}","{'NDCG@5': 0.30614589137368714, 'HR@5': 0.4334055675945991}","{'NDCG@5': 0.2742562957736817, 'HR@5': 0.3948671182907764}","{'NDCG@5': 0.24232061784401715, 'HR@5': 0.3543546488819145}","{'NDCG@5': 0.2220186275888577, 'HR@5': 0.32964725643896975}","{'NDCG@5': 0.19158042656641125, 'HR@5': 0.2901416159266607}","{'NDCG@5': 0.16589971943826395, 'HR@5': 0.2526078952751074}","{'NDCG@5': 0.13349917255551896, 'HR@5': 0.20816298718997}"
"{'NDCG@5': 0.3946743598830634, 'HR@5': 0.5393194166428367}","{'NDCG@5': 0.3625020194120949, 'HR@5': 0.49221032132424536}","{'NDCG@5': 0.32832534104854394, 'HR@5': 0.4554815263476681}","{'NDCG@5': 0.3089190147048922, 'HR@5': 0.43540590098349724}","{'NDCG@5': 0.2760775831901668, 'HR@5': 0.39473684210526316}","{'NDCG@5': 0.24675115697994457, 'HR@5': 0.36023930953315025}","{'NDCG@5': 0.2245178612465879, 'HR@5': 0.3313269876819709}","{'NDCG@5': 0.19453247533542373, 'HR@5': 0.29417801190394743}","{'NDCG@5': 0.16828271535883788, 'HR@5': 0.255403286288948}","{'NDCG@5': 0.1348965580021718, 'HR@5': 0.21013900245298447}"
"{'NDCG@5': 0.3956570918495178, 'HR@5': 0.5390334572490706}","{'NDCG@5': 0.36201042150825274, 'HR@5': 0.4936708860759494}","{'NDCG@5': 0.3290951855556113, 'HR@5': 0.46012517666060976}","{'NDCG@5': 0.31012023769619895, 'HR@5': 0.4370728454742457}","{'NDCG@5': 0.278514877005898, 'HR@5': 0.3987754038561751}","{'NDCG@5': 0.24878390081501942, 'HR@5': 0.361514319340918}","{'NDCG@5': 0.22687555941158424, 'HR@5': 0.3340565509518477}","{'NDCG@5': 0.19742706530963772, 'HR@5': 0.29869330231921737}","{'NDCG@5': 0.17051500412909287, 'HR@5': 0.25642599031840185}","{'NDCG@5': 0.13795476258660586, 'HR@5': 0.2128645407467975}"
"{'NDCG@5': 0.4004869697781037, 'HR@5': 0.5421790105804976}","{'NDCG@5': 0.36187817152601526, 'HR@5': 0.4961051606621227}","{'NDCG@5': 0.3302439125727227, 'HR@5': 0.4627498485766202}","{'NDCG@5': 0.31332507280383604, 'HR@5': 0.43857309551591933}","{'NDCG@5': 0.27997205445744605, 'HR@5': 0.400078165711308}","{'NDCG@5': 0.2508558846241259, 'HR@5': 0.3641624166339741}","{'NDCG@5': 0.2305694782072776, 'HR@5': 0.33888577827547595}","{'NDCG@5': 0.20181089853153258, 'HR@5': 0.3022508038585209}","{'NDCG@5': 0.17389144982834312, 'HR@5': 0.26222131315197383}","{'NDCG@5': 0.13986500487882225, 'HR@5': 0.2147042790951213}"
"{'NDCG@5': 0.401834593491753, 'HR@5': 0.5427509293680297}","{'NDCG@5': 0.36683512379413696, 'HR@5': 0.500730282375852}","{'NDCG@5': 0.3297984619359577, 'HR@5': 0.45931758530183725}","{'NDCG@5': 0.31374331383015835, 'HR@5': 0.4384064010668445}","{'NDCG@5': 0.2816175691291515, 'HR@5': 0.40242313705054716}","{'NDCG@5': 0.2529673750909512, 'HR@5': 0.3645547273440565}","{'NDCG@5': 0.23187904352286154, 'HR@5': 0.3393756998880179}","{'NDCG@5': 0.2029164178271244, 'HR@5': 0.30156666894711637}","{'NDCG@5': 0.1756933838467447, 'HR@5': 0.2626303947637554}","{'NDCG@5': 0.14135890339788487, 'HR@5': 0.21811120196238756}"
"{'NDCG@5': 0.4037029753964373, 'HR@5': 0.5461824420932228}","{'NDCG@5': 0.36582310928891676, 'HR@5': 0.5017039922103214}","{'NDCG@5': 0.33290554506472836, 'HR@5': 0.4645669291338583}","{'NDCG@5': 0.31437655603495557, 'HR@5': 0.4419069844974162}","{'NDCG@5': 0.28459413152706153, 'HR@5': 0.40450755601875976}","{'NDCG@5': 0.2562362455251809, 'HR@5': 0.36798744605727735}","{'NDCG@5': 0.23453500949322234, 'HR@5': 0.3414053751399776}","{'NDCG@5': 0.20515232049160337, 'HR@5': 0.3035506601901895}","{'NDCG@5': 0.17733948591765922, 'HR@5': 0.2646758028226631}","{'NDCG@5': 0.14320187762182576, 'HR@5': 0.2181793404197329}"
"{'NDCG@5': 0.4047130726336012, 'HR@5': 0.5413211323991993}","{'NDCG@5': 0.3713329215583211, 'HR@5': 0.5046251217137293}","{'NDCG@5': 0.3332828178293803, 'HR@5': 0.4645669291338583}","{'NDCG@5': 0.31701492856725194, 'HR@5': 0.4414069011501917}","{'NDCG@5': 0.28628309222966175, 'HR@5': 0.40581031787389266}","{'NDCG@5': 0.2589100537180998, 'HR@5': 0.371224009415457}","{'NDCG@5': 0.23652036804726942, 'HR@5': 0.342525195968645}","{'NDCG@5': 0.20712019260042794, 'HR@5': 0.3060135458712458}","{'NDCG@5': 0.17912379899608372, 'HR@5': 0.26788027544828524}","{'NDCG@5': 0.14556009351315186, 'HR@5': 0.22015535568274736}"
"{'NDCG@5': 0.40679243750164545, 'HR@5': 0.5456105233056906}","{'NDCG@5': 0.37235479399530425, 'HR@5': 0.5068159688412853}","{'NDCG@5': 0.3353005400151708, 'HR@5': 0.467595396729255}","{'NDCG@5': 0.31829132033245316, 'HR@5': 0.4429071511918653}","{'NDCG@5': 0.2871268213386316, 'HR@5': 0.40476810838978633}","{'NDCG@5': 0.2595499578817531, 'HR@5': 0.3703413103177717}","{'NDCG@5': 0.23890414380782884, 'HR@5': 0.345954647256439}","{'NDCG@5': 0.20788662327918309, 'HR@5': 0.30567147841554354}","{'NDCG@5': 0.17958922367515134, 'HR@5': 0.26767573464239447}","{'NDCG@5': 0.14522614001101639, 'HR@5': 0.22219950940310712}"
"{'NDCG@5': 0.4045699608877669, 'HR@5': 0.5427509293680297}","{'NDCG@5': 0.3729407013010683, 'HR@5': 0.5068159688412853}","{'NDCG@5': 0.33559845682448364, 'HR@5': 0.46820109024833434}","{'NDCG@5': 0.32025459496174574, 'HR@5': 0.44674112352058676}","{'NDCG@5': 0.28725324703115046, 'HR@5': 0.40476810838978633}","{'NDCG@5': 0.25867022543506396, 'HR@5': 0.3687720674774421}","{'NDCG@5': 0.23817622675042233, 'HR@5': 0.3436450167973124}","{'NDCG@5': 0.20752890514437242, 'HR@5': 0.30512417048641993}","{'NDCG@5': 0.17891275296474485, 'HR@5': 0.26822117679143653}","{'NDCG@5': 0.14515728068594838, 'HR@5': 0.22070046334150994}"
"{'NDCG@5': 0.40913821862659616, 'HR@5': 0.5490420360308836}","{'NDCG@5': 0.37750475032286157, 'HR@5': 0.5111976630963972}","{'NDCG@5': 0.33890251379874425, 'HR@5': 0.47062386432465175}","{'NDCG@5': 0.32258723639498393, 'HR@5': 0.44857476246041006}","{'NDCG@5': 0.2885855807224895, 'HR@5': 0.4054194893173528}","{'NDCG@5': 0.2637845213761335, 'HR@5': 0.3730874852883484}","{'NDCG@5': 0.24061126083292914, 'HR@5': 0.34658454647256437}","{'NDCG@5': 0.21027686701587683, 'HR@5': 0.309365806937128}","{'NDCG@5': 0.17997328083537625, 'HR@5': 0.2679484557169155}","{'NDCG@5': 0.14587066704707366, 'HR@5': 0.2224039247751431}"
"{'NDCG@5': 0.4076052069958632, 'HR@5': 0.5498999142121819}","{'NDCG@5': 0.3745984349342886, 'HR@5': 0.5070593962999026}","{'NDCG@5': 0.3413482416489334, 'HR@5': 0.47203714920250356}","{'NDCG@5': 0.321451007479611, 'HR@5': 0.44857476246041006}","{'NDCG@5': 0.2904061726411399, 'HR@5': 0.4106305367378843}","{'NDCG@5': 0.2652917161496562, 'HR@5': 0.3747548058061985}","{'NDCG@5': 0.24319110848067932, 'HR@5': 0.3508538633818589}","{'NDCG@5': 0.21303004245798968, 'HR@5': 0.3140179243346788}","{'NDCG@5': 0.18183318130976436, 'HR@5': 0.2703347651189746}","{'NDCG@5': 0.14774080096430445, 'HR@5': 0.22363041700735894}"
"{'NDCG@5': 0.41046874977212583, 'HR@5': 0.5516156705747783}","{'NDCG@5': 0.37817474454163025, 'HR@5': 0.5102239532619279}","{'NDCG@5': 0.34026139826640484, 'HR@5': 0.46961437512618615}","{'NDCG@5': 0.3242191352277461, 'HR@5': 0.44890815135855977}","{'NDCG@5': 0.29105473001363763, 'HR@5': 0.407764460656592}","{'NDCG@5': 0.2671338257268149, 'HR@5': 0.3753432718713221}","{'NDCG@5': 0.24594092246545055, 'HR@5': 0.3528135498320269}","{'NDCG@5': 0.2149109264984055, 'HR@5': 0.31367585687897653}","{'NDCG@5': 0.18476420602315247, 'HR@5': 0.27394831935637826}","{'NDCG@5': 0.14936546690563549, 'HR@5': 0.22512946306895612}"
"{'NDCG@5': 0.41181804885184065, 'HR@5': 0.5521875893623106}","{'NDCG@5': 0.37884548643043586, 'HR@5': 0.5138753651411879}","{'NDCG@5': 0.33932088403733845, 'HR@5': 0.4702200686452655}","{'NDCG@5': 0.3235176040225069, 'HR@5': 0.45074179029838307}","{'NDCG@5': 0.29371451789887415, 'HR@5': 0.4106305367378843}","{'NDCG@5': 0.2664058580689098, 'HR@5': 0.3752451941938015}","{'NDCG@5': 0.24670373701372983, 'HR@5': 0.3550531914893617}","{'NDCG@5': 0.21565220452531034, 'HR@5': 0.3154546076486283}","{'NDCG@5': 0.1846131256004241, 'HR@5': 0.27251653371514284}","{'NDCG@5': 0.15021532631232057, 'HR@5': 0.22567457072771874}"
"{'NDCG@5': 0.4110120999644794, 'HR@5': 0.5507577923934801}","{'NDCG@5': 0.378056611412828, 'HR@5': 0.5126582278481012}","{'NDCG@5': 0.3409910349221591, 'HR@5': 0.47102766000403795}","{'NDCG@5': 0.3252108049630886, 'HR@5': 0.4520753458909818}","{'NDCG@5': 0.29465370288404186, 'HR@5': 0.41349661281917666}","{'NDCG@5': 0.2673904163418819, 'HR@5': 0.37848175755198116}","{'NDCG@5': 0.2478257580204885, 'HR@5': 0.35547312430011196}","{'NDCG@5': 0.21710227883597072, 'HR@5': 0.3180543203119655}","{'NDCG@5': 0.18682796907651297, 'HR@5': 0.2743574009681598}","{'NDCG@5': 0.15109575732558192, 'HR@5': 0.22751430907604253}"
"{'NDCG@5': 0.4110957262492074, 'HR@5': 0.5516156705747783}","{'NDCG@5': 0.379891465606354, 'HR@5': 0.5158227848101266}","{'NDCG@5': 0.34251172643909183, 'HR@5': 0.47203714920250356}","{'NDCG@5': 0.3261680430251226, 'HR@5': 0.4534089014835806}","{'NDCG@5': 0.2954054349973207, 'HR@5': 0.4132360604481501}","{'NDCG@5': 0.2694995372442296, 'HR@5': 0.37916830129462537}","{'NDCG@5': 0.25099828704902777, 'HR@5': 0.3593225083986562}","{'NDCG@5': 0.2182297083942287, 'HR@5': 0.3179174933296846}","{'NDCG@5': 0.18825239621888445, 'HR@5': 0.276266448489807}","{'NDCG@5': 0.15226784934171883, 'HR@5': 0.22805941673480512}"
"{'NDCG@5': 0.41276023482054625, 'HR@5': 0.5524735487560767}","{'NDCG@5': 0.3807496246585998, 'HR@5': 0.5165530671859786}","{'NDCG@5': 0.34319526383163146, 'HR@5': 0.47486371895820717}","{'NDCG@5': 0.3278111235669462, 'HR@5': 0.4547424570761794}","{'NDCG@5': 0.2976725248600808, 'HR@5': 0.416362688900469}","{'NDCG@5': 0.27119813998532205, 'HR@5': 0.38132601020007845}","{'NDCG@5': 0.25309034576187656, 'HR@5': 0.35995240761478164}","{'NDCG@5': 0.22023920981351483, 'HR@5': 0.32044879250188135}","{'NDCG@5': 0.18876891799009157, 'HR@5': 0.27742551305652147}","{'NDCG@5': 0.15451793400936834, 'HR@5': 0.23058053965658218}"
"{'NDCG@5': 0.41105001314729783, 'HR@5': 0.5481841578495854}","{'NDCG@5': 0.38078771073322704, 'HR@5': 0.5111976630963972}","{'NDCG@5': 0.3409938654375966, 'HR@5': 0.472844740561276}","{'NDCG@5': 0.3290990404383402, 'HR@5': 0.4565760960160027}","{'NDCG@5': 0.29623571108167107, 'HR@5': 0.4140177175612298}","{'NDCG@5': 0.272383933658905, 'HR@5': 0.38260102000784624}","{'NDCG@5': 0.25393096453875375, 'HR@5': 0.3614221724524076}","{'NDCG@5': 0.22081427604736242, 'HR@5': 0.3220223027981118}","{'NDCG@5': 0.1891757856311969, 'HR@5': 0.277561873593782}","{'NDCG@5': 0.15447097782414776, 'HR@5': 0.2309212319433088}"
"{'NDCG@5': 0.41536375092140554, 'HR@5': 0.5544752645124392}","{'NDCG@5': 0.3817269217816894, 'HR@5': 0.5160662122687439}","{'NDCG@5': 0.34542804620611695, 'HR@5': 0.4776902887139108}","{'NDCG@5': 0.3268416023901568, 'HR@5': 0.45407567927987996}","{'NDCG@5': 0.2979049552615985, 'HR@5': 0.4162324127149557}","{'NDCG@5': 0.2741629478986377, 'HR@5': 0.3847587289132993}","{'NDCG@5': 0.2540749796888175, 'HR@5': 0.3607922732362822}","{'NDCG@5': 0.2219304600891702, 'HR@5': 0.3216802353424095}","{'NDCG@5': 0.19101250546817009, 'HR@5': 0.27940274084679895}","{'NDCG@5': 0.1564641111781204, 'HR@5': 0.23323793949304988}"
