test0,test1,test2,test3,test4,test5,test6,test7,test8,test9
"{'NDCG@5': 0.4229336620364976, 'HR@5': 0.5519016299685444}","{'NDCG@5': 0.39138302492454513, 'HR@5': 0.51460564751704}","{'NDCG@5': 0.3706464510628174, 'HR@5': 0.49162123965273574}","{'NDCG@5': 0.3542820912884045, 'HR@5': 0.47457909651608604}","{'NDCG@5': 0.32554229861144945, 'HR@5': 0.43746743095362167}","{'NDCG@5': 0.305065431871736, 'HR@5': 0.4060415849352687}","{'NDCG@5': 0.29059841440316897, 'HR@5': 0.3854283314669653}","{'NDCG@5': 0.2851582612826198, 'HR@5': 0.3785318464801259}","{'NDCG@5': 0.2658971070131445, 'HR@5': 0.35351469284788983}","{'NDCG@5': 0.2279031812083077, 'HR@5': 0.30185336603979285}"
"{'NDCG@5': 0.4218555613397948, 'HR@5': 0.5510437517872462}","{'NDCG@5': 0.39362302065642263, 'HR@5': 0.5175267770204479}","{'NDCG@5': 0.3710691305916215, 'HR@5': 0.49040985261457704}","{'NDCG@5': 0.35437723921871506, 'HR@5': 0.4730788464744124}","{'NDCG@5': 0.3258564058542804, 'HR@5': 0.4373371547681084}","{'NDCG@5': 0.30598842873976856, 'HR@5': 0.4073165947430365}","{'NDCG@5': 0.29103616134962607, 'HR@5': 0.385498320268757}","{'NDCG@5': 0.2857359429065938, 'HR@5': 0.37942122186495175}","{'NDCG@5': 0.2659460593675763, 'HR@5': 0.35331015204199906}","{'NDCG@5': 0.2285508885859228, 'HR@5': 0.30219405832651947}"
"{'NDCG@5': 0.422706819163402, 'HR@5': 0.5516156705747783}","{'NDCG@5': 0.39366670406810017, 'HR@5': 0.5167964946445959}","{'NDCG@5': 0.37151397193518143, 'HR@5': 0.49182313749242884}","{'NDCG@5': 0.35463009511845106, 'HR@5': 0.47424570761793633}","{'NDCG@5': 0.32662732358138524, 'HR@5': 0.4381188118811881}","{'NDCG@5': 0.30627403054482855, 'HR@5': 0.4063358179678305}","{'NDCG@5': 0.291236404378971, 'HR@5': 0.38556830907054873}","{'NDCG@5': 0.2861085780452961, 'HR@5': 0.3801053567763563}","{'NDCG@5': 0.2659693858173005, 'HR@5': 0.35412831526556215}","{'NDCG@5': 0.2295219592817432, 'HR@5': 0.3045789043336059}"
"{'NDCG@5': 0.4227459726682114, 'HR@5': 0.550185873605948}","{'NDCG@5': 0.39440813871555297, 'HR@5': 0.5182570593963}","{'NDCG@5': 0.37088660140335944, 'HR@5': 0.49020795477488394}","{'NDCG@5': 0.35520169024048953, 'HR@5': 0.4744124020670112}","{'NDCG@5': 0.3263330813004114, 'HR@5': 0.438509640437728}","{'NDCG@5': 0.3063333916406119, 'HR@5': 0.4072185170655159}","{'NDCG@5': 0.29189616986121864, 'HR@5': 0.38689809630459127}","{'NDCG@5': 0.2857623735991289, 'HR@5': 0.3805842512143395}","{'NDCG@5': 0.2656357590388165, 'HR@5': 0.35433285607145293}","{'NDCG@5': 0.22968267516696225, 'HR@5': 0.30464704279095123}"
"{'NDCG@5': 0.42210143180539733, 'HR@5': 0.5498999142121819}","{'NDCG@5': 0.39336587195585326, 'HR@5': 0.5172833495618305}","{'NDCG@5': 0.37129623818696944, 'HR@5': 0.4896022612558046}","{'NDCG@5': 0.3552296244291769, 'HR@5': 0.47541256876146026}","{'NDCG@5': 0.32656137229833476, 'HR@5': 0.4381188118811881}","{'NDCG@5': 0.3060666159543644, 'HR@5': 0.4071204393879953}","{'NDCG@5': 0.29141227395477615, 'HR@5': 0.386478163493841}","{'NDCG@5': 0.28608886268012135, 'HR@5': 0.3808579051789013}","{'NDCG@5': 0.26630884435620095, 'HR@5': 0.35494647848912525}","{'NDCG@5': 0.2292174183653811, 'HR@5': 0.3041700735895339}"
"{'NDCG@5': 0.4225986165901181, 'HR@5': 0.550471832999714}","{'NDCG@5': 0.394339443615191, 'HR@5': 0.5177702044790652}","{'NDCG@5': 0.3708308718525106, 'HR@5': 0.49081364829396323}","{'NDCG@5': 0.3556078383119921, 'HR@5': 0.4762460410068345}","{'NDCG@5': 0.325741576378894, 'HR@5': 0.43694632621156854}","{'NDCG@5': 0.30688085077680843, 'HR@5': 0.4077089054531189}","{'NDCG@5': 0.2920795356272648, 'HR@5': 0.3865481522956327}","{'NDCG@5': 0.28587032841236865, 'HR@5': 0.3801053567763563}","{'NDCG@5': 0.2671908060629604, 'HR@5': 0.35590100224994886}","{'NDCG@5': 0.23009970822082623, 'HR@5': 0.3051921504497138}"
"{'NDCG@5': 0.4241389928989913, 'HR@5': 0.5524735487560767}","{'NDCG@5': 0.3934968150174386, 'HR@5': 0.5170399221032133}","{'NDCG@5': 0.37167761240847313, 'HR@5': 0.4914193418130426}","{'NDCG@5': 0.35622889181465206, 'HR@5': 0.4759126521086848}","{'NDCG@5': 0.32651101431407775, 'HR@5': 0.43785825951016155}","{'NDCG@5': 0.30753456344325125, 'HR@5': 0.41025892506865436}","{'NDCG@5': 0.2927784466117192, 'HR@5': 0.3875279955207167}","{'NDCG@5': 0.286628821596553, 'HR@5': 0.38147362659916534}","{'NDCG@5': 0.267397278817512, 'HR@5': 0.35562828117542783}","{'NDCG@5': 0.2301203419260884, 'HR@5': 0.3049195966203325}"
"{'NDCG@5': 0.4238437941462427, 'HR@5': 0.5539033457249071}","{'NDCG@5': 0.39419089673253666, 'HR@5': 0.5182570593963}","{'NDCG@5': 0.371303955889733, 'HR@5': 0.49303452453058755}","{'NDCG@5': 0.3570909911061593, 'HR@5': 0.4774129021503584}","{'NDCG@5': 0.3263304144562539, 'HR@5': 0.43772798332464824}","{'NDCG@5': 0.3079581787175662, 'HR@5': 0.4105531581012162}","{'NDCG@5': 0.29311628624090097, 'HR@5': 0.3883678611422172}","{'NDCG@5': 0.287607853493577, 'HR@5': 0.38249982896627216}","{'NDCG@5': 0.2680678918655088, 'HR@5': 0.3559691825185791}","{'NDCG@5': 0.23034389611291078, 'HR@5': 0.30505587353502317}"
"{'NDCG@5': 0.4241619018712128, 'HR@5': 0.5547612239062053}","{'NDCG@5': 0.3951813499805847, 'HR@5': 0.5197176241480039}","{'NDCG@5': 0.37251628061242514, 'HR@5': 0.49384211588936}","{'NDCG@5': 0.3567919468436173, 'HR@5': 0.47691281880313385}","{'NDCG@5': 0.3269788770946327, 'HR@5': 0.4389004689942678}","{'NDCG@5': 0.30839075223389895, 'HR@5': 0.41065123577873675}","{'NDCG@5': 0.29357114300590054, 'HR@5': 0.38892777155655095}","{'NDCG@5': 0.28749262100968453, 'HR@5': 0.38208934801942945}","{'NDCG@5': 0.26750764945915234, 'HR@5': 0.35556010090679757}","{'NDCG@5': 0.2299942717868904, 'HR@5': 0.3048514581629872}"
"{'NDCG@5': 0.42594338764162587, 'HR@5': 0.5544752645124392}","{'NDCG@5': 0.3955397187265202, 'HR@5': 0.5185004868549172}","{'NDCG@5': 0.3736338991156502, 'HR@5': 0.49626488996567736}","{'NDCG@5': 0.3576315542739568, 'HR@5': 0.47724620770128356}","{'NDCG@5': 0.3274643448598095, 'HR@5': 0.438509640437728}","{'NDCG@5': 0.30931001618591647, 'HR@5': 0.41114162416633976}","{'NDCG@5': 0.2943480267427225, 'HR@5': 0.3897676371780515}","{'NDCG@5': 0.28844909107863376, 'HR@5': 0.3832523773688171}","{'NDCG@5': 0.26844744620243516, 'HR@5': 0.35692370627940273}","{'NDCG@5': 0.23046156004616758, 'HR@5': 0.3051921504497138}"
"{'NDCG@5': 0.4260003052330685, 'HR@5': 0.5544752645124392}","{'NDCG@5': 0.39742907466326916, 'HR@5': 0.5214216163583252}","{'NDCG@5': 0.3749244433226575, 'HR@5': 0.4968705834847567}","{'NDCG@5': 0.3580436786802132, 'HR@5': 0.4780796799466578}","{'NDCG@5': 0.32723710933011474, 'HR@5': 0.4379885356956748}","{'NDCG@5': 0.30935613635817977, 'HR@5': 0.41074931345625737}","{'NDCG@5': 0.29475560418490654, 'HR@5': 0.3902575587905935}","{'NDCG@5': 0.2888961498689877, 'HR@5': 0.3838680987890812}","{'NDCG@5': 0.26863903243101817, 'HR@5': 0.357264607622554}","{'NDCG@5': 0.2310023224042837, 'HR@5': 0.30628236576723905}"
"{'NDCG@5': 0.42646078073862626, 'HR@5': 0.5573348584501001}","{'NDCG@5': 0.3962319727818845, 'HR@5': 0.5206913339824732}","{'NDCG@5': 0.37487327893275685, 'HR@5': 0.49606299212598426}","{'NDCG@5': 0.35830090923062613, 'HR@5': 0.4794132355392565}","{'NDCG@5': 0.32673339164627263, 'HR@5': 0.43642522146951535}","{'NDCG@5': 0.31005251188654215, 'HR@5': 0.41133777952138095}","{'NDCG@5': 0.29591051842885957, 'HR@5': 0.3916573348264278}","{'NDCG@5': 0.28941839180978707, 'HR@5': 0.3837312718068003}","{'NDCG@5': 0.2690390658100068, 'HR@5': 0.35801459057748686}","{'NDCG@5': 0.23177645674510575, 'HR@5': 0.3073044426274189}"
"{'NDCG@5': 0.42749568404048827, 'HR@5': 0.5587646554189305}","{'NDCG@5': 0.3980957959621732, 'HR@5': 0.5219084712755598}","{'NDCG@5': 0.3756146252843503, 'HR@5': 0.4982838683626085}","{'NDCG@5': 0.35858639694554023, 'HR@5': 0.4804134022337056}","{'NDCG@5': 0.3270586112557395, 'HR@5': 0.4361646690984888}","{'NDCG@5': 0.3111918389256651, 'HR@5': 0.41271086700666926}","{'NDCG@5': 0.2964875389376805, 'HR@5': 0.39221724524076146}","{'NDCG@5': 0.2901801961444116, 'HR@5': 0.3843469932270644}","{'NDCG@5': 0.26917361041607274, 'HR@5': 0.3574691484284448}","{'NDCG@5': 0.23227039658787868, 'HR@5': 0.3076451349141455}"
"{'NDCG@5': 0.427792278348062, 'HR@5': 0.557048899056334}","{'NDCG@5': 0.3985886438279414, 'HR@5': 0.5221518987341772}","{'NDCG@5': 0.3762179586323495, 'HR@5': 0.4994952554007672}","{'NDCG@5': 0.359510844567268, 'HR@5': 0.4794132355392565}","{'NDCG@5': 0.327170519126493, 'HR@5': 0.4360343929129755}","{'NDCG@5': 0.311203533690888, 'HR@5': 0.41329933307179284}","{'NDCG@5': 0.2967300973595297, 'HR@5': 0.39221724524076146}","{'NDCG@5': 0.2904237433542234, 'HR@5': 0.38427857973592394}","{'NDCG@5': 0.27007187029222274, 'HR@5': 0.3595145564873526}","{'NDCG@5': 0.23305600066339616, 'HR@5': 0.30866721177432543}"
"{'NDCG@5': 0.42758817485245004, 'HR@5': 0.5564769802688019}","{'NDCG@5': 0.3988774502135637, 'HR@5': 0.5236124634858812}","{'NDCG@5': 0.37584071726378654, 'HR@5': 0.5001009489198466}","{'NDCG@5': 0.35919266414635037, 'HR@5': 0.47907984664110687}","{'NDCG@5': 0.3265946187711583, 'HR@5': 0.4359041167274622}","{'NDCG@5': 0.3110894451040119, 'HR@5': 0.41378972145939585}","{'NDCG@5': 0.2971437454916717, 'HR@5': 0.393057110862262}","{'NDCG@5': 0.29114449352539334, 'HR@5': 0.38578367654101386}","{'NDCG@5': 0.2701320195937852, 'HR@5': 0.3595145564873526}","{'NDCG@5': 0.2332201409298493, 'HR@5': 0.30866721177432543}"
"{'NDCG@5': 0.4284691091890727, 'HR@5': 0.5584786960251644}","{'NDCG@5': 0.39840288465437773, 'HR@5': 0.5231256085686465}","{'NDCG@5': 0.37501862413901416, 'HR@5': 0.4980819705229154}","{'NDCG@5': 0.3598906112926606, 'HR@5': 0.4799133188864811}","{'NDCG@5': 0.3280143651345949, 'HR@5': 0.43903074517978113}","{'NDCG@5': 0.311694451269318, 'HR@5': 0.41320125539427227}","{'NDCG@5': 0.2970398010928692, 'HR@5': 0.39361702127659576}","{'NDCG@5': 0.2912293614817178, 'HR@5': 0.3865362249435589}","{'NDCG@5': 0.2702871152464218, 'HR@5': 0.35958273675598285}","{'NDCG@5': 0.23312425168353834, 'HR@5': 0.3083265194875988}"
"{'NDCG@5': 0.42961291704409826, 'HR@5': 0.5607663711752932}","{'NDCG@5': 0.39797920189072156, 'HR@5': 0.5231256085686465}","{'NDCG@5': 0.3769849521857756, 'HR@5': 0.5023218251564708}","{'NDCG@5': 0.3606539655305031, 'HR@5': 0.48158026337722953}","{'NDCG@5': 0.3277814011244661, 'HR@5': 0.43877019280875457}","{'NDCG@5': 0.31206481062300406, 'HR@5': 0.41447626520204}","{'NDCG@5': 0.2977226803798177, 'HR@5': 0.39466685330347145}","{'NDCG@5': 0.29172559316903085, 'HR@5': 0.38728877334610384}","{'NDCG@5': 0.2711146242554904, 'HR@5': 0.3612872434717393}","{'NDCG@5': 0.23372277502608646, 'HR@5': 0.3088034886890161}"
"{'NDCG@5': 0.429710949629829, 'HR@5': 0.5616242493565914}","{'NDCG@5': 0.39718849937772704, 'HR@5': 0.5211781888997079}","{'NDCG@5': 0.37824477865347617, 'HR@5': 0.502725620835857}","{'NDCG@5': 0.3608129373206268, 'HR@5': 0.4814135689281547}","{'NDCG@5': 0.3290924876718192, 'HR@5': 0.44124544033350704}","{'NDCG@5': 0.3123878471368871, 'HR@5': 0.4150647312671636}","{'NDCG@5': 0.2977466867912845, 'HR@5': 0.39361702127659576}","{'NDCG@5': 0.2914955077040033, 'HR@5': 0.3866730519258398}","{'NDCG@5': 0.27101906351444677, 'HR@5': 0.3612872434717393}","{'NDCG@5': 0.23349489110579355, 'HR@5': 0.30812210411556284}"
"{'NDCG@5': 0.43179498543835176, 'HR@5': 0.5636259651129539}","{'NDCG@5': 0.39758668756776244, 'HR@5': 0.5209347614410905}","{'NDCG@5': 0.37752508846749483, 'HR@5': 0.5023218251564708}","{'NDCG@5': 0.3605621430263843, 'HR@5': 0.48274712452075347}","{'NDCG@5': 0.3290867116035707, 'HR@5': 0.43981240229286084}","{'NDCG@5': 0.3124953967308363, 'HR@5': 0.41614358571989013}","{'NDCG@5': 0.298687160825084, 'HR@5': 0.3950867861142217}","{'NDCG@5': 0.29153534516182616, 'HR@5': 0.3876308408018061}","{'NDCG@5': 0.2708788562610161, 'HR@5': 0.3612872434717393}","{'NDCG@5': 0.23353264463609386, 'HR@5': 0.30873535023167076}"
"{'NDCG@5': 0.43214802513363093, 'HR@5': 0.5641978839004861}","{'NDCG@5': 0.3981297785574532, 'HR@5': 0.5214216163583252}","{'NDCG@5': 0.3777023337378275, 'HR@5': 0.502725620835857}","{'NDCG@5': 0.3608403300326461, 'HR@5': 0.4822470411735289}","{'NDCG@5': 0.32909410514917464, 'HR@5': 0.43981240229286084}","{'NDCG@5': 0.3125064433979916, 'HR@5': 0.41594743036484894}","{'NDCG@5': 0.298683226754057, 'HR@5': 0.39501679731243}","{'NDCG@5': 0.29171866519675105, 'HR@5': 0.38756242731066565}","{'NDCG@5': 0.27144861708224877, 'HR@5': 0.3616281448148906}","{'NDCG@5': 0.23426001651428793, 'HR@5': 0.3100981193785773}"
"{'NDCG@5': 0.43108739415735514, 'HR@5': 0.5624821275378896}","{'NDCG@5': 0.40014601242362685, 'HR@5': 0.5226387536514119}","{'NDCG@5': 0.37779469588226994, 'HR@5': 0.5021199273167777}","{'NDCG@5': 0.3607344779770326, 'HR@5': 0.483247207867978}","{'NDCG@5': 0.32963734390946103, 'HR@5': 0.44007295466388746}","{'NDCG@5': 0.3130720265838585, 'HR@5': 0.4171243624950961}","{'NDCG@5': 0.29998084468364367, 'HR@5': 0.396486562150056}","{'NDCG@5': 0.29199882018562656, 'HR@5': 0.38783608127522745}","{'NDCG@5': 0.2716544215762913, 'HR@5': 0.36149178427763007}","{'NDCG@5': 0.2347643231421094, 'HR@5': 0.31084764240937585}"
"{'NDCG@5': 0.43103489780131343, 'HR@5': 0.5630540463254218}","{'NDCG@5': 0.3996634797462102, 'HR@5': 0.5240993184031159}","{'NDCG@5': 0.37953355140809575, 'HR@5': 0.5045427013930951}","{'NDCG@5': 0.36054033529502044, 'HR@5': 0.48424737456242706}","{'NDCG@5': 0.3303088718006439, 'HR@5': 0.44111516414799373}","{'NDCG@5': 0.31371021731078447, 'HR@5': 0.4171243624950961}","{'NDCG@5': 0.3000527409300222, 'HR@5': 0.3962765957446808}","{'NDCG@5': 0.29278407798383205, 'HR@5': 0.3894095915714579}","{'NDCG@5': 0.2722875374770398, 'HR@5': 0.36217358696393265}","{'NDCG@5': 0.235382217184714, 'HR@5': 0.31139275006813844}"
"{'NDCG@5': 0.4330355646937928, 'HR@5': 0.5656276808693166}","{'NDCG@5': 0.3996340516917938, 'HR@5': 0.5228821811100293}","{'NDCG@5': 0.3798837593253966, 'HR@5': 0.5039370078740157}","{'NDCG@5': 0.36097820404848463, 'HR@5': 0.483247207867978}","{'NDCG@5': 0.33104887332680105, 'HR@5': 0.4415059927045336}","{'NDCG@5': 0.3138954022445192, 'HR@5': 0.4173205178501373}","{'NDCG@5': 0.30025622612473335, 'HR@5': 0.3965565509518477}","{'NDCG@5': 0.29307396381434586, 'HR@5': 0.3881097352397893}","{'NDCG@5': 0.27207767018515344, 'HR@5': 0.36183268562078136}","{'NDCG@5': 0.23510318805130082, 'HR@5': 0.31050695012264923}"
"{'NDCG@5': 0.4336410124262641, 'HR@5': 0.5650557620817844}","{'NDCG@5': 0.3995511208054707, 'HR@5': 0.5211781888997079}","{'NDCG@5': 0.3801293909827451, 'HR@5': 0.5049464970724813}","{'NDCG@5': 0.3622586486161899, 'HR@5': 0.4850808468078013}","{'NDCG@5': 0.3304695600780324, 'HR@5': 0.44111516414799373}","{'NDCG@5': 0.31403401326511243, 'HR@5': 0.4178109062377403}","{'NDCG@5': 0.3000873902922987, 'HR@5': 0.39683650615901456}","{'NDCG@5': 0.2929227625523366, 'HR@5': 0.38817814873092976}","{'NDCG@5': 0.27212742312432303, 'HR@5': 0.36169632508352084}","{'NDCG@5': 0.23462411556247628, 'HR@5': 0.3098937040065413}"
"{'NDCG@5': 0.43440809776636297, 'HR@5': 0.5644838432942522}","{'NDCG@5': 0.40028893014581096, 'HR@5': 0.5238558909444986}","{'NDCG@5': 0.3801497342618955, 'HR@5': 0.5049464970724813}","{'NDCG@5': 0.361873250436466, 'HR@5': 0.48374729121520255}","{'NDCG@5': 0.3310326671156212, 'HR@5': 0.4416362688900469}","{'NDCG@5': 0.3139432133800877, 'HR@5': 0.4182032169478227}","{'NDCG@5': 0.3002872394060612, 'HR@5': 0.3973964165733483}","{'NDCG@5': 0.293527365177473, 'HR@5': 0.3891359376068961}","{'NDCG@5': 0.2730167175660464, 'HR@5': 0.36251448830708394}","{'NDCG@5': 0.23509744790902498, 'HR@5': 0.309825565549196}"
"{'NDCG@5': 0.4353019184638189, 'HR@5': 0.5653417214755505}","{'NDCG@5': 0.4008735809658823, 'HR@5': 0.5245861733203505}","{'NDCG@5': 0.3813316022541894, 'HR@5': 0.505955986270947}","{'NDCG@5': 0.3613943683053617, 'HR@5': 0.48274712452075347}","{'NDCG@5': 0.3314292957542025, 'HR@5': 0.44293903074517976}","{'NDCG@5': 0.31424313157442046, 'HR@5': 0.4185955276579051}","{'NDCG@5': 0.30086689086600504, 'HR@5': 0.3973964165733483}","{'NDCG@5': 0.2934863887725979, 'HR@5': 0.3895464185537388}","{'NDCG@5': 0.2726160490996177, 'HR@5': 0.3627190291129747}","{'NDCG@5': 0.23463476186356533, 'HR@5': 0.31057508857999455}"
"{'NDCG@5': 0.4358778962755343, 'HR@5': 0.567057477838147}","{'NDCG@5': 0.4014721851646039, 'HR@5': 0.5245861733203505}","{'NDCG@5': 0.38103173077864966, 'HR@5': 0.5043408035534019}","{'NDCG@5': 0.36178916297824965, 'HR@5': 0.48191365227537925}","{'NDCG@5': 0.3317542426028729, 'HR@5': 0.44293903074517976}","{'NDCG@5': 0.3148415887521389, 'HR@5': 0.4185955276579051}","{'NDCG@5': 0.30085846460390603, 'HR@5': 0.39683650615901456}","{'NDCG@5': 0.2940852495017933, 'HR@5': 0.3907094479031265}","{'NDCG@5': 0.27342481709650235, 'HR@5': 0.3634008317992773}","{'NDCG@5': 0.2352223924957067, 'HR@5': 0.3109839193240665}"
"{'NDCG@5': 0.43639184207158466, 'HR@5': 0.5676293966256791}","{'NDCG@5': 0.4023830244954113, 'HR@5': 0.5267770204479065}","{'NDCG@5': 0.3818610822197134, 'HR@5': 0.5065616797900262}","{'NDCG@5': 0.3625876879954389, 'HR@5': 0.4847474579096516}","{'NDCG@5': 0.33163626950349484, 'HR@5': 0.4426784783741532}","{'NDCG@5': 0.31497784362726094, 'HR@5': 0.4189878383679874}","{'NDCG@5': 0.3016388218481264, 'HR@5': 0.3980963045912654}","{'NDCG@5': 0.2947408173698062, 'HR@5': 0.39118834234110966}","{'NDCG@5': 0.2740502102312877, 'HR@5': 0.36380991341105884}","{'NDCG@5': 0.2356870040954593, 'HR@5': 0.31118833469610246}"
"{'NDCG@5': 0.43720215414043895, 'HR@5': 0.5687732342007435}","{'NDCG@5': 0.40330203715042806, 'HR@5': 0.5265335929892891}","{'NDCG@5': 0.3829713740673723, 'HR@5': 0.5073692711487987}","{'NDCG@5': 0.3630695682221127, 'HR@5': 0.4840806801133522}","{'NDCG@5': 0.3327020889545838, 'HR@5': 0.44463262115685254}","{'NDCG@5': 0.3153143164164012, 'HR@5': 0.4198705374656728}","{'NDCG@5': 0.3019474292319614, 'HR@5': 0.39886618141097424}","{'NDCG@5': 0.2943150776641985, 'HR@5': 0.39050420742970515}","{'NDCG@5': 0.27443285602518663, 'HR@5': 0.3644917160973614}","{'NDCG@5': 0.23557712545726175, 'HR@5': 0.31084764240937585}"
"{'NDCG@5': 0.43727410489026924, 'HR@5': 0.567343437231913}","{'NDCG@5': 0.402287238969699, 'HR@5': 0.5253164556962026}","{'NDCG@5': 0.38198092012714807, 'HR@5': 0.5069654754694125}","{'NDCG@5': 0.36331389654851676, 'HR@5': 0.48608101350225036}","{'NDCG@5': 0.33206745921623926, 'HR@5': 0.4430693069306931}","{'NDCG@5': 0.31557659691909484, 'HR@5': 0.4203609258532758}","{'NDCG@5': 0.30224844281338514, 'HR@5': 0.3992161254199328}","{'NDCG@5': 0.2939480397276605, 'HR@5': 0.3896832455360197}","{'NDCG@5': 0.2737809044376033, 'HR@5': 0.36360537260516806}","{'NDCG@5': 0.2351693551956712, 'HR@5': 0.3107795039520305}"
"{'NDCG@5': 0.4377623600094276, 'HR@5': 0.5687732342007435}","{'NDCG@5': 0.4024307218088766, 'HR@5': 0.5275073028237586}","{'NDCG@5': 0.38282644114253805, 'HR@5': 0.5081768625075712}","{'NDCG@5': 0.36338398405436484, 'HR@5': 0.48608101350225036}","{'NDCG@5': 0.33272995242248715, 'HR@5': 0.44463262115685254}","{'NDCG@5': 0.31642498195211727, 'HR@5': 0.4214397803060024}","{'NDCG@5': 0.3030046059878172, 'HR@5': 0.40012597984322507}","{'NDCG@5': 0.29468718805119165, 'HR@5': 0.3908462748854074}","{'NDCG@5': 0.27459091336780744, 'HR@5': 0.3648326174405127}","{'NDCG@5': 0.23576055016201813, 'HR@5': 0.3116653038975198}"
"{'NDCG@5': 0.43923908856970995, 'HR@5': 0.5707749499571061}","{'NDCG@5': 0.4036654823299852, 'HR@5': 0.5282375851996105}","{'NDCG@5': 0.3831589425333284, 'HR@5': 0.5077730668281849}","{'NDCG@5': 0.3632791434772023, 'HR@5': 0.4849141523587265}","{'NDCG@5': 0.33346463510702695, 'HR@5': 0.4450234497133924}","{'NDCG@5': 0.31683059208400216, 'HR@5': 0.4222244017261671}","{'NDCG@5': 0.3032835714022504, 'HR@5': 0.40096584546472563}","{'NDCG@5': 0.294481094690386, 'HR@5': 0.3899568995005815}","{'NDCG@5': 0.27500774813233625, 'HR@5': 0.3650371582464035}","{'NDCG@5': 0.2359318879193712, 'HR@5': 0.31214227309893705}"
"{'NDCG@5': 0.4394020991274657, 'HR@5': 0.57048899056334}","{'NDCG@5': 0.4044199841822258, 'HR@5': 0.5294547224926972}","{'NDCG@5': 0.38296339144700287, 'HR@5': 0.5079749646678781}","{'NDCG@5': 0.3635324504761964, 'HR@5': 0.48641440240040007}","{'NDCG@5': 0.3342964476502537, 'HR@5': 0.44554455445544555}","{'NDCG@5': 0.31746890697506025, 'HR@5': 0.4227147901137701}","{'NDCG@5': 0.30310598565734026, 'HR@5': 0.40040593505039196}","{'NDCG@5': 0.29437373179499526, 'HR@5': 0.39023055346514335}","{'NDCG@5': 0.2744037530609646, 'HR@5': 0.36524169905229426}","{'NDCG@5': 0.23648363984550652, 'HR@5': 0.3128236576723903}"
"{'NDCG@5': 0.43907768054516266, 'HR@5': 0.5722047469259365}","{'NDCG@5': 0.40582013515620674, 'HR@5': 0.5314021421616358}","{'NDCG@5': 0.3838547100011246, 'HR@5': 0.5099939430648092}","{'NDCG@5': 0.3638134549357493, 'HR@5': 0.4859143190531755}","{'NDCG@5': 0.33401790692783645, 'HR@5': 0.44632621156852526}","{'NDCG@5': 0.3181262979470929, 'HR@5': 0.4236955668889761}","{'NDCG@5': 0.3034293694167173, 'HR@5': 0.39998600223964165}","{'NDCG@5': 0.2949614160073368, 'HR@5': 0.3899568995005815}","{'NDCG@5': 0.27486341849874807, 'HR@5': 0.3650371582464035}","{'NDCG@5': 0.23651834733232, 'HR@5': 0.3128236576723903}"
"{'NDCG@5': 0.44004940810910903, 'HR@5': 0.5724907063197026}","{'NDCG@5': 0.40576591582029464, 'HR@5': 0.5314021421616358}","{'NDCG@5': 0.3836560429072429, 'HR@5': 0.5097920452251161}","{'NDCG@5': 0.363721482628661, 'HR@5': 0.4862477079513252}","{'NDCG@5': 0.334172095868394, 'HR@5': 0.4458051068264721}","{'NDCG@5': 0.31820677557509447, 'HR@5': 0.42340133385641426}","{'NDCG@5': 0.3031818076292863, 'HR@5': 0.3995660694288914}","{'NDCG@5': 0.2955986484360976, 'HR@5': 0.39214613121707603}","{'NDCG@5': 0.27511904597854175, 'HR@5': 0.3656507806640758}","{'NDCG@5': 0.2366895393741505, 'HR@5': 0.3135731807031889}"
"{'NDCG@5': 0.44014900603746454, 'HR@5': 0.5730626251072348}","{'NDCG@5': 0.4044844694515288, 'HR@5': 0.5323758519961052}","{'NDCG@5': 0.38377353146517373, 'HR@5': 0.5099939430648092}","{'NDCG@5': 0.363431649524571, 'HR@5': 0.4865810968494749}","{'NDCG@5': 0.33537972461601634, 'HR@5': 0.4481500781657113}","{'NDCG@5': 0.318925342704132, 'HR@5': 0.4247744213417026}","{'NDCG@5': 0.30312134914687294, 'HR@5': 0.39907614781634937}","{'NDCG@5': 0.2957170698315042, 'HR@5': 0.3919408907436546}","{'NDCG@5': 0.2754581259475385, 'HR@5': 0.3666053044248994}","{'NDCG@5': 0.23655620808516867, 'HR@5': 0.3128917961297356}"
"{'NDCG@5': 0.4402059010242104, 'HR@5': 0.5716328281384043}","{'NDCG@5': 0.40406739581942536, 'HR@5': 0.5311587147030185}","{'NDCG@5': 0.3837849119491384, 'HR@5': 0.511407227942661}","{'NDCG@5': 0.36368106703862274, 'HR@5': 0.4869144857476246}","{'NDCG@5': 0.3355172839909375, 'HR@5': 0.4484106305367379}","{'NDCG@5': 0.3193914759029265, 'HR@5': 0.425166732051785}","{'NDCG@5': 0.3037278919622196, 'HR@5': 0.4005459126539754}","{'NDCG@5': 0.29591134020211746, 'HR@5': 0.3924881986727783}","{'NDCG@5': 0.2762560476455905, 'HR@5': 0.3669462057680507}","{'NDCG@5': 0.23719469190043918, 'HR@5': 0.3138457345325702}"
