test0,test1,test2,test3,test4,test5,test6,test7,test8,test9
"{'NDCG@5': 0.3601849618776024, 'HR@5': 0.4655418930511867}","{'NDCG@5': 0.3264042164955233, 'HR@5': 0.4323271665043817}","{'NDCG@5': 0.2934281184518004, 'HR@5': 0.3985463355542096}","{'NDCG@5': 0.26444586316350716, 'HR@5': 0.3647274545757626}","{'NDCG@5': 0.23096645075898298, 'HR@5': 0.320088587806149}","{'NDCG@5': 0.20950109351532029, 'HR@5': 0.29560612004707726}","{'NDCG@5': 0.18232492543659748, 'HR@5': 0.258048712206047}","{'NDCG@5': 0.15779188383875986, 'HR@5': 0.22850106040911267}","{'NDCG@5': 0.1306437393798109, 'HR@5': 0.19397286425308516}","{'NDCG@5': 0.09605185405198446, 'HR@5': 0.1449986372308531}"
"{'NDCG@5': 0.3596604836897189, 'HR@5': 0.4675436088075493}","{'NDCG@5': 0.32817903311585683, 'HR@5': 0.43476144109055503}","{'NDCG@5': 0.2936038374552163, 'HR@5': 0.3971330506763578}","{'NDCG@5': 0.26568749335483566, 'HR@5': 0.36539423237206203}","{'NDCG@5': 0.2307368552819647, 'HR@5': 0.3215216258467952}","{'NDCG@5': 0.20971660568146724, 'HR@5': 0.2967830521773244}","{'NDCG@5': 0.18141588026389596, 'HR@5': 0.2557390817469205}","{'NDCG@5': 0.15772030683476243, 'HR@5': 0.22850106040911267}","{'NDCG@5': 0.13067157212312172, 'HR@5': 0.19431376559623645}","{'NDCG@5': 0.09661748463329518, 'HR@5': 0.14656582174979557}"
"{'NDCG@5': 0.3583739759181296, 'HR@5': 0.4655418930511867}","{'NDCG@5': 0.3276542180733288, 'HR@5': 0.43184031158714703}","{'NDCG@5': 0.29393196080759504, 'HR@5': 0.39814253987482334}","{'NDCG@5': 0.26456311263401106, 'HR@5': 0.36406067677946324}","{'NDCG@5': 0.23079902409431977, 'HR@5': 0.32073996873371546}","{'NDCG@5': 0.20983902149639239, 'HR@5': 0.29629266378972147}","{'NDCG@5': 0.18034675803740127, 'HR@5': 0.2557390817469205}","{'NDCG@5': 0.15723622655875835, 'HR@5': 0.22726961756858452}","{'NDCG@5': 0.12959331322758355, 'HR@5': 0.19322288129815232}","{'NDCG@5': 0.09509736538684227, 'HR@5': 0.14384028345598254}"
"{'NDCG@5': 0.3588876568749505, 'HR@5': 0.4641120960823563}","{'NDCG@5': 0.32901150150086356, 'HR@5': 0.43476144109055503}","{'NDCG@5': 0.2924724041379568, 'HR@5': 0.39571976579850593}","{'NDCG@5': 0.2643682290610944, 'HR@5': 0.36272712118686445}","{'NDCG@5': 0.23047143423937622, 'HR@5': 0.32100052110474203}","{'NDCG@5': 0.20858418138021415, 'HR@5': 0.29295802275402116}","{'NDCG@5': 0.18091530298095757, 'HR@5': 0.2553191489361702}","{'NDCG@5': 0.15717938709756177, 'HR@5': 0.2268591366217418}","{'NDCG@5': 0.13037657869208288, 'HR@5': 0.19267743914911026}","{'NDCG@5': 0.09523657719337403, 'HR@5': 0.1441809757427092}"
"{'NDCG@5': 0.3610896244672495, 'HR@5': 0.4641120960823563}","{'NDCG@5': 0.32849479158735073, 'HR@5': 0.4345180136319377}","{'NDCG@5': 0.294090510602351, 'HR@5': 0.3961235614778922}","{'NDCG@5': 0.2651395565382341, 'HR@5': 0.36256042673778965}","{'NDCG@5': 0.23045308286774716, 'HR@5': 0.3196977592496092}","{'NDCG@5': 0.20767278508534137, 'HR@5': 0.2904080031384857}","{'NDCG@5': 0.18037936483057684, 'HR@5': 0.25496920492721165}","{'NDCG@5': 0.15688464526699067, 'HR@5': 0.22665389614832046}","{'NDCG@5': 0.13141649575798736, 'HR@5': 0.19363196290993387}","{'NDCG@5': 0.09507241446206009, 'HR@5': 0.1434314527119106}"
"{'NDCG@5': 0.3613624903287368, 'HR@5': 0.4675436088075493}","{'NDCG@5': 0.32898326795834026, 'HR@5': 0.4345180136319377}","{'NDCG@5': 0.2942497991588408, 'HR@5': 0.3971330506763578}","{'NDCG@5': 0.2647616440642493, 'HR@5': 0.36272712118686445}","{'NDCG@5': 0.23163591101684186, 'HR@5': 0.3208702449192288}","{'NDCG@5': 0.20818471690933604, 'HR@5': 0.29413495488426833}","{'NDCG@5': 0.18138653623732048, 'HR@5': 0.25699888017917133}","{'NDCG@5': 0.15726090859869218, 'HR@5': 0.22795375247998906}","{'NDCG@5': 0.1319189121257582, 'HR@5': 0.19506374855116929}","{'NDCG@5': 0.09532234062433202, 'HR@5': 0.1441809757427092}"
"{'NDCG@5': 0.3612793732452675, 'HR@5': 0.4672576494137832}","{'NDCG@5': 0.3280665165930329, 'HR@5': 0.4330574488802337}","{'NDCG@5': 0.2943135431350748, 'HR@5': 0.39672925499697154}","{'NDCG@5': 0.26266249198603614, 'HR@5': 0.3598933155525921}","{'NDCG@5': 0.23129922543737244, 'HR@5': 0.31982803543512245}","{'NDCG@5': 0.2081274210355842, 'HR@5': 0.29354648881914475}","{'NDCG@5': 0.1818928413392857, 'HR@5': 0.2573488241881299}","{'NDCG@5': 0.1569279276606685, 'HR@5': 0.22726961756858452}","{'NDCG@5': 0.1304712173953348, 'HR@5': 0.19267743914911026}","{'NDCG@5': 0.09499069280168747, 'HR@5': 0.1445216680294358}"
"{'NDCG@5': 0.36281383062806444, 'HR@5': 0.46782956820131544}","{'NDCG@5': 0.32763181956856025, 'HR@5': 0.4342745861733204}","{'NDCG@5': 0.29568977947999875, 'HR@5': 0.3977387441954371}","{'NDCG@5': 0.26308925277863093, 'HR@5': 0.361060176696116}","{'NDCG@5': 0.23206980074054542, 'HR@5': 0.32217300677436167}","{'NDCG@5': 0.20677466250254614, 'HR@5': 0.2908003138485681}","{'NDCG@5': 0.18211624343313462, 'HR@5': 0.25755879059350506}","{'NDCG@5': 0.15723716559328452, 'HR@5': 0.2277485120065677}","{'NDCG@5': 0.13129733957408482, 'HR@5': 0.19322288129815232}","{'NDCG@5': 0.09516373121775414, 'HR@5': 0.14493049877350778}"
"{'NDCG@5': 0.3611775836651669, 'HR@5': 0.4672576494137832}","{'NDCG@5': 0.3274540206607662, 'HR@5': 0.4345180136319377}","{'NDCG@5': 0.2944042005280047, 'HR@5': 0.3977387441954371}","{'NDCG@5': 0.26338025129386616, 'HR@5': 0.36256042673778965}","{'NDCG@5': 0.23190749524966464, 'HR@5': 0.32191245440333505}","{'NDCG@5': 0.2073966684713711, 'HR@5': 0.292271479011377}","{'NDCG@5': 0.18218123373940032, 'HR@5': 0.2588885778275476}","{'NDCG@5': 0.15775474066196116, 'HR@5': 0.229458849285079}","{'NDCG@5': 0.13053998381748355, 'HR@5': 0.19220017726869845}","{'NDCG@5': 0.0959725414501004, 'HR@5': 0.145816298718997}"
"{'NDCG@5': 0.35831101520832837, 'HR@5': 0.4635401772948241}","{'NDCG@5': 0.32653539692911887, 'HR@5': 0.43378773125608566}","{'NDCG@5': 0.2942028966814831, 'HR@5': 0.39935392691298205}","{'NDCG@5': 0.26335549674558417, 'HR@5': 0.36039339889981664}","{'NDCG@5': 0.23025152851766748, 'HR@5': 0.32113079729025534}","{'NDCG@5': 0.207790614539786, 'HR@5': 0.292271479011377}","{'NDCG@5': 0.181207743763897, 'HR@5': 0.25727883538633817}","{'NDCG@5': 0.15721099097127883, 'HR@5': 0.22856947390025312}","{'NDCG@5': 0.1296079575388203, 'HR@5': 0.1911092929706143}","{'NDCG@5': 0.09535884320243974, 'HR@5': 0.145611883346961}"
"{'NDCG@5': 0.3613645943995972, 'HR@5': 0.4701172433514441}","{'NDCG@5': 0.32806316094806964, 'HR@5': 0.43476144109055503}","{'NDCG@5': 0.29370282643435675, 'HR@5': 0.39814253987482334}","{'NDCG@5': 0.26445274338712677, 'HR@5': 0.3617269544924154}","{'NDCG@5': 0.23109310931256485, 'HR@5': 0.32217300677436167}","{'NDCG@5': 0.2091254010500314, 'HR@5': 0.29315417810906236}","{'NDCG@5': 0.18206655426288457, 'HR@5': 0.2590985442329227}","{'NDCG@5': 0.1572016241252445, 'HR@5': 0.22822740644455086}","{'NDCG@5': 0.13079634517500094, 'HR@5': 0.19288197995500103}","{'NDCG@5': 0.09517313077176515, 'HR@5': 0.14513491414554375}"
"{'NDCG@5': 0.3601441861037112, 'HR@5': 0.46582785244495284}","{'NDCG@5': 0.32611643870487783, 'HR@5': 0.43135345666991237}","{'NDCG@5': 0.29456541735649383, 'HR@5': 0.39975772259236825}","{'NDCG@5': 0.2637381851741437, 'HR@5': 0.3592265377562927}","{'NDCG@5': 0.23057565302303554, 'HR@5': 0.3213913496612819}","{'NDCG@5': 0.20916957221284174, 'HR@5': 0.29295802275402116}","{'NDCG@5': 0.1818460224855945, 'HR@5': 0.25846864501679734}","{'NDCG@5': 0.1577305490230317, 'HR@5': 0.2290483683382363}","{'NDCG@5': 0.1291123034673163, 'HR@5': 0.1902911297470512}","{'NDCG@5': 0.0943731151720262, 'HR@5': 0.14363586808394657}"
"{'NDCG@5': 0.36107626648186536, 'HR@5': 0.46582785244495284}","{'NDCG@5': 0.3267476627995, 'HR@5': 0.4330574488802337}","{'NDCG@5': 0.29436732843234614, 'HR@5': 0.3987482333939027}","{'NDCG@5': 0.26356231018084236, 'HR@5': 0.35855975995999334}","{'NDCG@5': 0.22948522845686647, 'HR@5': 0.3196977592496092}","{'NDCG@5': 0.2090316367557657, 'HR@5': 0.29315417810906236}","{'NDCG@5': 0.18161751397597956, 'HR@5': 0.25699888017917133}","{'NDCG@5': 0.1580661381947124, 'HR@5': 0.2293220223027981}","{'NDCG@5': 0.12887623124927677, 'HR@5': 0.19022294947842094}","{'NDCG@5': 0.09502258138898169, 'HR@5': 0.14363586808394657}"
"{'NDCG@5': 0.3614887691956948, 'HR@5': 0.4675436088075493}","{'NDCG@5': 0.3271678900902481, 'HR@5': 0.43476144109055503}","{'NDCG@5': 0.2940713396224149, 'HR@5': 0.3989501312335958}","{'NDCG@5': 0.2649483141049474, 'HR@5': 0.36189364894149023}","{'NDCG@5': 0.23024586726620516, 'HR@5': 0.3204794163626889}","{'NDCG@5': 0.20939669020904014, 'HR@5': 0.2934484111416242}","{'NDCG@5': 0.18146440247260123, 'HR@5': 0.2579087346024636}","{'NDCG@5': 0.15827892877925626, 'HR@5': 0.2299377437230622}","{'NDCG@5': 0.12894030064487624, 'HR@5': 0.19042749028431172}","{'NDCG@5': 0.09489296065666829, 'HR@5': 0.14377214499863722}"
"{'NDCG@5': 0.36072920550794296, 'HR@5': 0.46897340577637975}","{'NDCG@5': 0.3288903661004288, 'HR@5': 0.436952288218111}","{'NDCG@5': 0.29583879274193636, 'HR@5': 0.4013729053099132}","{'NDCG@5': 0.26431122990398287, 'HR@5': 0.3613935655942657}","{'NDCG@5': 0.23047385224857606, 'HR@5': 0.32100052110474203}","{'NDCG@5': 0.20929557758622794, 'HR@5': 0.2949195763044331}","{'NDCG@5': 0.18171062427511095, 'HR@5': 0.25951847704367303}","{'NDCG@5': 0.15943397002262794, 'HR@5': 0.23205856194841623}","{'NDCG@5': 0.12895132130822376, 'HR@5': 0.19179109565691688}","{'NDCG@5': 0.09530441175172658, 'HR@5': 0.14384028345598254}"
"{'NDCG@5': 0.3603444300829786, 'HR@5': 0.46525593365742063}","{'NDCG@5': 0.32758225005310215, 'HR@5': 0.4352482960077897}","{'NDCG@5': 0.2953390874203976, 'HR@5': 0.3987482333939027}","{'NDCG@5': 0.26367619009633686, 'HR@5': 0.36122687114519086}","{'NDCG@5': 0.2320205698261244, 'HR@5': 0.32321521625846794}","{'NDCG@5': 0.20948554409974823, 'HR@5': 0.2954099646920361}","{'NDCG@5': 0.18086507971154675, 'HR@5': 0.25727883538633817}","{'NDCG@5': 0.15908022074216263, 'HR@5': 0.23144284052815214}","{'NDCG@5': 0.12922344229557986, 'HR@5': 0.19233653780595897}","{'NDCG@5': 0.09566261598833162, 'HR@5': 0.14486236031616245}"
"{'NDCG@5': 0.3610231733436801, 'HR@5': 0.4643980554761224}","{'NDCG@5': 0.32696892586545945, 'HR@5': 0.43111002921129504}","{'NDCG@5': 0.29473100760862847, 'HR@5': 0.3977387441954371}","{'NDCG@5': 0.2626783505446205, 'HR@5': 0.3577262877146191}","{'NDCG@5': 0.2317975306167555, 'HR@5': 0.3217821782178218}","{'NDCG@5': 0.20995476573948377, 'HR@5': 0.2945272655943507}","{'NDCG@5': 0.18009126492770614, 'HR@5': 0.2556690929451288}","{'NDCG@5': 0.1598018502153196, 'HR@5': 0.23027981117876445}","{'NDCG@5': 0.1295000333943858, 'HR@5': 0.1922683575373287}","{'NDCG@5': 0.09548699772434988, 'HR@5': 0.14486236031616245}"
"{'NDCG@5': 0.3606698967569166, 'HR@5': 0.4701172433514441}","{'NDCG@5': 0.3280536748368298, 'HR@5': 0.43378773125608566}","{'NDCG@5': 0.29363532185257535, 'HR@5': 0.39571976579850593}","{'NDCG@5': 0.26350382486908847, 'HR@5': 0.3587264544090682}","{'NDCG@5': 0.23295716873583744, 'HR@5': 0.3234757686294945}","{'NDCG@5': 0.21116478437554756, 'HR@5': 0.29658689682228323}","{'NDCG@5': 0.18084867258775755, 'HR@5': 0.2568589025755879}","{'NDCG@5': 0.1605929592596979, 'HR@5': 0.2315112540192926}","{'NDCG@5': 0.1305698558364564, 'HR@5': 0.19431376559623645}","{'NDCG@5': 0.09614746734242045, 'HR@5': 0.1445216680294358}"
"{'NDCG@5': 0.36006268436704375, 'HR@5': 0.4684014869888476}","{'NDCG@5': 0.32702688927666285, 'HR@5': 0.43184031158714703}","{'NDCG@5': 0.29515012827291054, 'HR@5': 0.397536846355744}","{'NDCG@5': 0.26338416703822554, 'HR@5': 0.3597266211035173}","{'NDCG@5': 0.2329994233576847, 'HR@5': 0.3239968733715477}","{'NDCG@5': 0.21059671825163143, 'HR@5': 0.2954099646920361}","{'NDCG@5': 0.18046466294961344, 'HR@5': 0.2557390817469205}","{'NDCG@5': 0.1595393274255931, 'HR@5': 0.22986933023192174}","{'NDCG@5': 0.12998916953377856, 'HR@5': 0.19288197995500103}","{'NDCG@5': 0.09535862387712313, 'HR@5': 0.1434314527119106}"
"{'NDCG@5': 0.35860462083284783, 'HR@5': 0.46382613668859024}","{'NDCG@5': 0.32806334432284884, 'HR@5': 0.43111002921129504}","{'NDCG@5': 0.29510171510128735, 'HR@5': 0.3959216636381991}","{'NDCG@5': 0.26210148581773945, 'HR@5': 0.35755959326554426}","{'NDCG@5': 0.23222508235103817, 'HR@5': 0.32217300677436167}","{'NDCG@5': 0.21024759670098597, 'HR@5': 0.2952138093369949}","{'NDCG@5': 0.18002459264710136, 'HR@5': 0.2551791713325868}","{'NDCG@5': 0.15894500032145778, 'HR@5': 0.2293220223027981}","{'NDCG@5': 0.12941549693244347, 'HR@5': 0.1912456535078748}","{'NDCG@5': 0.09494340409077251, 'HR@5': 0.14247751430907604}"
"{'NDCG@5': 0.3623860797277327, 'HR@5': 0.4692593651701458}","{'NDCG@5': 0.32979993685777054, 'HR@5': 0.43476144109055503}","{'NDCG@5': 0.29543027199114646, 'HR@5': 0.397536846355744}","{'NDCG@5': 0.26171956286717674, 'HR@5': 0.3580596766127688}","{'NDCG@5': 0.23205994597056304, 'HR@5': 0.32334549244398125}","{'NDCG@5': 0.2101185565147401, 'HR@5': 0.29423303256178895}","{'NDCG@5': 0.18016594672468053, 'HR@5': 0.25706886898096304}","{'NDCG@5': 0.1590203267562303, 'HR@5': 0.22925360881165766}","{'NDCG@5': 0.1300767764403776, 'HR@5': 0.19274561941774052}","{'NDCG@5': 0.09484213728874553, 'HR@5': 0.14363586808394657}"
"{'NDCG@5': 0.35993021445729706, 'HR@5': 0.46582785244495284}","{'NDCG@5': 0.3261922083901882, 'HR@5': 0.42964946445959107}","{'NDCG@5': 0.2936757050479937, 'HR@5': 0.3947102766000404}","{'NDCG@5': 0.26016687744588024, 'HR@5': 0.3558926487747958}","{'NDCG@5': 0.22970428203983606, 'HR@5': 0.31995831162063576}","{'NDCG@5': 0.20884951535975207, 'HR@5': 0.29178109062377405}","{'NDCG@5': 0.17880919608885895, 'HR@5': 0.2544092945128779}","{'NDCG@5': 0.1575850363409645, 'HR@5': 0.22754327153314632}","{'NDCG@5': 0.1285887884620817, 'HR@5': 0.19056385082157223}","{'NDCG@5': 0.09436702332334357, 'HR@5': 0.1420686835650041}"
"{'NDCG@5': 0.36014941090657715, 'HR@5': 0.4655418930511867}","{'NDCG@5': 0.3282368454687424, 'HR@5': 0.4330574488802337}","{'NDCG@5': 0.294342100013196, 'HR@5': 0.3959216636381991}","{'NDCG@5': 0.260953821045943, 'HR@5': 0.3540590098349725}","{'NDCG@5': 0.2306630088663559, 'HR@5': 0.3217821782178218}","{'NDCG@5': 0.21030640915826185, 'HR@5': 0.29442918791683015}","{'NDCG@5': 0.18026250694316312, 'HR@5': 0.2565789473684211}","{'NDCG@5': 0.15886458364853007, 'HR@5': 0.2289115413559554}","{'NDCG@5': 0.1295611783960751, 'HR@5': 0.19104111270198404}","{'NDCG@5': 0.0956864129105393, 'HR@5': 0.14479422185881713}"
"{'NDCG@5': 0.35975837694901547, 'HR@5': 0.46496997426365455}","{'NDCG@5': 0.3279312196325566, 'HR@5': 0.433300876338851}","{'NDCG@5': 0.2950701377451344, 'HR@5': 0.3977387441954371}","{'NDCG@5': 0.26180653257192793, 'HR@5': 0.354559093182197}","{'NDCG@5': 0.23126631222138522, 'HR@5': 0.32126107347576865}","{'NDCG@5': 0.21023179915579776, 'HR@5': 0.29482149862691254}","{'NDCG@5': 0.18043304073984964, 'HR@5': 0.2568589025755879}","{'NDCG@5': 0.15875415035913948, 'HR@5': 0.22911678182937675}","{'NDCG@5': 0.12909389382625858, 'HR@5': 0.1911092929706143}","{'NDCG@5': 0.09572542579387391, 'HR@5': 0.14479422185881713}"
"{'NDCG@5': 0.36111770630372536, 'HR@5': 0.46582785244495284}","{'NDCG@5': 0.3266462734129708, 'HR@5': 0.432570593962999}","{'NDCG@5': 0.29387155381379587, 'HR@5': 0.39571976579850593}","{'NDCG@5': 0.26159592551158667, 'HR@5': 0.3562260376729455}","{'NDCG@5': 0.2306438538092591, 'HR@5': 0.320088587806149}","{'NDCG@5': 0.2095836371612532, 'HR@5': 0.29393879952922713}","{'NDCG@5': 0.18012891120415567, 'HR@5': 0.25503919372900336}","{'NDCG@5': 0.1592332776183735, 'HR@5': 0.23027981117876445}","{'NDCG@5': 0.12942076511004927, 'HR@5': 0.19179109565691688}","{'NDCG@5': 0.09482846740903046, 'HR@5': 0.14329517579721995}"
"{'NDCG@5': 0.3597820526842423, 'HR@5': 0.46582785244495284}","{'NDCG@5': 0.3267868730773889, 'HR@5': 0.42964946445959107}","{'NDCG@5': 0.2940623269039537, 'HR@5': 0.3943064809206541}","{'NDCG@5': 0.2616249700406683, 'HR@5': 0.35672612102017004}","{'NDCG@5': 0.23055813518823068, 'HR@5': 0.31995831162063576}","{'NDCG@5': 0.20903630982026758, 'HR@5': 0.29158493526873286}","{'NDCG@5': 0.1795457965051992, 'HR@5': 0.2544092945128779}","{'NDCG@5': 0.159540965756178, 'HR@5': 0.229458849285079}","{'NDCG@5': 0.12957711901525018, 'HR@5': 0.1911092929706143}","{'NDCG@5': 0.09558863678692096, 'HR@5': 0.14411283728536387}"
"{'NDCG@5': 0.3603329666764507, 'HR@5': 0.4695453245639119}","{'NDCG@5': 0.3287531842191208, 'HR@5': 0.4352482960077897}","{'NDCG@5': 0.2946139477226255, 'HR@5': 0.3947102766000404}","{'NDCG@5': 0.2640703651895562, 'HR@5': 0.3587264544090682}","{'NDCG@5': 0.2317184121540164, 'HR@5': 0.32243355914538824}","{'NDCG@5': 0.210368643033453, 'HR@5': 0.29393879952922713}","{'NDCG@5': 0.17938973162110086, 'HR@5': 0.2544792833146697}","{'NDCG@5': 0.15964608065422578, 'HR@5': 0.23027981117876445}","{'NDCG@5': 0.12973412938936502, 'HR@5': 0.19274561941774052}","{'NDCG@5': 0.09623282037940464, 'HR@5': 0.14438539111474516}"
"{'NDCG@5': 0.3613946835141314, 'HR@5': 0.46868744638261367}","{'NDCG@5': 0.32829688808333085, 'HR@5': 0.43281402142161635}","{'NDCG@5': 0.29453203906288167, 'HR@5': 0.3963254593175853}","{'NDCG@5': 0.2634748664571253, 'HR@5': 0.36006001000166693}","{'NDCG@5': 0.23215121567685348, 'HR@5': 0.3234757686294945}","{'NDCG@5': 0.20988951125282712, 'HR@5': 0.2934484111416242}","{'NDCG@5': 0.17843429940915304, 'HR@5': 0.25272956326987683}","{'NDCG@5': 0.159154406442615, 'HR@5': 0.2295956762673599}","{'NDCG@5': 0.12999760164145802, 'HR@5': 0.19254107861184974}","{'NDCG@5': 0.09549976667757001, 'HR@5': 0.14254565276642137}"
"{'NDCG@5': 0.36011038272150114, 'HR@5': 0.4643980554761224}","{'NDCG@5': 0.327153050702082, 'HR@5': 0.4308666017526777}","{'NDCG@5': 0.2936746633104722, 'HR@5': 0.3947102766000404}","{'NDCG@5': 0.26192138931643993, 'HR@5': 0.3568928154692449}","{'NDCG@5': 0.22943242619136164, 'HR@5': 0.31891610213652943}","{'NDCG@5': 0.20937258469544082, 'HR@5': 0.2920753236563358}","{'NDCG@5': 0.17797811096500765, 'HR@5': 0.25286954087346025}","{'NDCG@5': 0.15873853122549492, 'HR@5': 0.22836423342683176}","{'NDCG@5': 0.12934728988541042, 'HR@5': 0.19138201404513533}","{'NDCG@5': 0.09505198301087302, 'HR@5': 0.14179612973562278}"
"{'NDCG@5': 0.35901584584104074, 'HR@5': 0.4635401772948241}","{'NDCG@5': 0.32834410284055415, 'HR@5': 0.4330574488802337}","{'NDCG@5': 0.2943035128896844, 'HR@5': 0.394104583080961}","{'NDCG@5': 0.26184654340581737, 'HR@5': 0.35639273212202033}","{'NDCG@5': 0.23067105522407969, 'HR@5': 0.32113079729025534}","{'NDCG@5': 0.20887288089119221, 'HR@5': 0.2924676343664182}","{'NDCG@5': 0.179084104357307, 'HR@5': 0.2548292273236282}","{'NDCG@5': 0.15934767715935796, 'HR@5': 0.22795375247998906}","{'NDCG@5': 0.13055041709941986, 'HR@5': 0.1922683575373287}","{'NDCG@5': 0.09557283800970671, 'HR@5': 0.142681929681112}"
"{'NDCG@5': 0.3584740311091325, 'HR@5': 0.4606805833571633}","{'NDCG@5': 0.3284083737333938, 'HR@5': 0.433300876338851}","{'NDCG@5': 0.2939795314371141, 'HR@5': 0.39652735715727844}","{'NDCG@5': 0.2627107598237361, 'HR@5': 0.3562260376729455}","{'NDCG@5': 0.2299279171445933, 'HR@5': 0.31982803543512245}","{'NDCG@5': 0.20887133466667898, 'HR@5': 0.29178109062377405}","{'NDCG@5': 0.1779974644875265, 'HR@5': 0.2526595744680851}","{'NDCG@5': 0.1585187254185771, 'HR@5': 0.22699596360402272}","{'NDCG@5': 0.1300317887848817, 'HR@5': 0.19104111270198404}","{'NDCG@5': 0.09487128250440599, 'HR@5': 0.14111474516216954}"
