test0,test1,test2,test3,test4,test5,test6,test7,test8,test9
"{'NDCG@5': 0.35971317188999224, 'HR@5': 0.4724049185015728}","{'NDCG@5': 0.32937562516593394, 'HR@5': 0.439143135345667}","{'NDCG@5': 0.2939574624448433, 'HR@5': 0.39814253987482334}","{'NDCG@5': 0.2681313575657548, 'HR@5': 0.3683947324554092}","{'NDCG@5': 0.23350117711942145, 'HR@5': 0.325951016154247}","{'NDCG@5': 0.21051253366999984, 'HR@5': 0.29688112985484505}","{'NDCG@5': 0.18217814311466346, 'HR@5': 0.26182810750279956}","{'NDCG@5': 0.15608449847552486, 'HR@5': 0.22843264691797222}","{'NDCG@5': 0.12999445918492042, 'HR@5': 0.19363196290993387}","{'NDCG@5': 0.09552841358897005, 'HR@5': 0.14697465249386754}"
"{'NDCG@5': 0.3591838962487894, 'HR@5': 0.4741206748641693}","{'NDCG@5': 0.3296834065711837, 'HR@5': 0.436222005842259}","{'NDCG@5': 0.294172517495368, 'HR@5': 0.39794064203513024}","{'NDCG@5': 0.26845007510853225, 'HR@5': 0.36722787131188533}","{'NDCG@5': 0.23299610144315244, 'HR@5': 0.3234757686294945}","{'NDCG@5': 0.21095474375274562, 'HR@5': 0.29707728520988624}","{'NDCG@5': 0.18277739955086864, 'HR@5': 0.26280795072788354}","{'NDCG@5': 0.15689714916509065, 'HR@5': 0.22870630088253405}","{'NDCG@5': 0.13050378736262036, 'HR@5': 0.19410922479034567}","{'NDCG@5': 0.09609755809650769, 'HR@5': 0.1476560370673208}"
"{'NDCG@5': 0.35483626751158676, 'HR@5': 0.46868744638261367}","{'NDCG@5': 0.32664571432670264, 'HR@5': 0.4323271665043817}","{'NDCG@5': 0.2938488587507201, 'HR@5': 0.39652735715727844}","{'NDCG@5': 0.2664710518780638, 'HR@5': 0.36406067677946324}","{'NDCG@5': 0.23292518343897578, 'HR@5': 0.3256904637832204}","{'NDCG@5': 0.21064768994247926, 'HR@5': 0.29707728520988624}","{'NDCG@5': 0.18147051317428964, 'HR@5': 0.2621080627099664}","{'NDCG@5': 0.15595706845958487, 'HR@5': 0.2280221659711295}","{'NDCG@5': 0.12935599184697968, 'HR@5': 0.1934274221040431}","{'NDCG@5': 0.09580421041429972, 'HR@5': 0.1474516216952848}"
"{'NDCG@5': 0.3569591745309791, 'HR@5': 0.4695453245639119}","{'NDCG@5': 0.3257844084682732, 'HR@5': 0.43135345666991237}","{'NDCG@5': 0.29417807119645567, 'HR@5': 0.3987482333939027}","{'NDCG@5': 0.26694863050675405, 'HR@5': 0.36406067677946324}","{'NDCG@5': 0.2322332526785565, 'HR@5': 0.3239968733715477}","{'NDCG@5': 0.20931989496092981, 'HR@5': 0.2930561004315418}","{'NDCG@5': 0.18040277136971564, 'HR@5': 0.260498320268757}","{'NDCG@5': 0.15536096796116836, 'HR@5': 0.2278853389888486}","{'NDCG@5': 0.1293830977986086, 'HR@5': 0.19397286425308516}","{'NDCG@5': 0.09516043520478394, 'HR@5': 0.14506677568819842}"
"{'NDCG@5': 0.35652007273025943, 'HR@5': 0.46897340577637975}","{'NDCG@5': 0.3267627488805909, 'HR@5': 0.4308666017526777}","{'NDCG@5': 0.29568059138961755, 'HR@5': 0.39935392691298205}","{'NDCG@5': 0.26766626045095715, 'HR@5': 0.36456076012668776}","{'NDCG@5': 0.2332017841651264, 'HR@5': 0.3238665971860344}","{'NDCG@5': 0.21133198638601575, 'HR@5': 0.29580227540211845}","{'NDCG@5': 0.18198327630900435, 'HR@5': 0.26140817469204924}","{'NDCG@5': 0.15661908127888752, 'HR@5': 0.2287747143736745}","{'NDCG@5': 0.13027138594521656, 'HR@5': 0.19288197995500103}","{'NDCG@5': 0.09508844230133334, 'HR@5': 0.1441809757427092}"
"{'NDCG@5': 0.3584242576316053, 'HR@5': 0.4684014869888476}","{'NDCG@5': 0.3271605907141037, 'HR@5': 0.4315968841285297}","{'NDCG@5': 0.29590336955369384, 'HR@5': 0.39935392691298205}","{'NDCG@5': 0.26886192894526717, 'HR@5': 0.3665610935155859}","{'NDCG@5': 0.23747940004986642, 'HR@5': 0.32881709223553934}","{'NDCG@5': 0.21255605132743643, 'HR@5': 0.2969792075323656}","{'NDCG@5': 0.183137284581352, 'HR@5': 0.26175811870100785}","{'NDCG@5': 0.15746287019966873, 'HR@5': 0.2291851953205172}","{'NDCG@5': 0.13117468887332975, 'HR@5': 0.19560919070021135}","{'NDCG@5': 0.09529126775136691, 'HR@5': 0.14377214499863722}"
"{'NDCG@5': 0.35737408373160623, 'HR@5': 0.4681155275950815}","{'NDCG@5': 0.32667342093507207, 'HR@5': 0.43281402142161635}","{'NDCG@5': 0.29470512970081236, 'HR@5': 0.3987482333939027}","{'NDCG@5': 0.2686432249895345, 'HR@5': 0.3678946491081847}","{'NDCG@5': 0.2357649596645707, 'HR@5': 0.32790515893694633}","{'NDCG@5': 0.21050586663728738, 'HR@5': 0.29560612004707726}","{'NDCG@5': 0.1820039373555964, 'HR@5': 0.26077827547592386}","{'NDCG@5': 0.15634223143109624, 'HR@5': 0.2287747143736745}","{'NDCG@5': 0.1303362328558764, 'HR@5': 0.19526828935706006}","{'NDCG@5': 0.0947142434701865, 'HR@5': 0.14356772962660125}"
"{'NDCG@5': 0.35364795483604516, 'HR@5': 0.4646840148698885}","{'NDCG@5': 0.32725443992426423, 'HR@5': 0.435491723466407}","{'NDCG@5': 0.29509169297043397, 'HR@5': 0.3985463355542096}","{'NDCG@5': 0.2680815077365182, 'HR@5': 0.36772795465910985}","{'NDCG@5': 0.23390628647370915, 'HR@5': 0.3269932256383533}","{'NDCG@5': 0.20937810770324133, 'HR@5': 0.29501765398195373}","{'NDCG@5': 0.18136437596590457, 'HR@5': 0.26077827547592386}","{'NDCG@5': 0.15536534831082507, 'HR@5': 0.22781692549770816}","{'NDCG@5': 0.1287480565279898, 'HR@5': 0.19288197995500103}","{'NDCG@5': 0.0949691532372485, 'HR@5': 0.14486236031616245}"
"{'NDCG@5': 0.3529952585412189, 'HR@5': 0.46382613668859024}","{'NDCG@5': 0.32562110228975066, 'HR@5': 0.4342745861733204}","{'NDCG@5': 0.2939321948988719, 'HR@5': 0.3977387441954371}","{'NDCG@5': 0.26574219196625676, 'HR@5': 0.36406067677946324}","{'NDCG@5': 0.2323661752737426, 'HR@5': 0.32412714955706096}","{'NDCG@5': 0.2094751776782688, 'HR@5': 0.2943311102393095}","{'NDCG@5': 0.18004292156690987, 'HR@5': 0.2579787234042553}","{'NDCG@5': 0.15519460948660455, 'HR@5': 0.2280221659711295}","{'NDCG@5': 0.1288628417129438, 'HR@5': 0.19220017726869845}","{'NDCG@5': 0.09409010774290003, 'HR@5': 0.14349959116925592}"
"{'NDCG@5': 0.35659351602077893, 'HR@5': 0.46668573062625107}","{'NDCG@5': 0.32568021567058797, 'HR@5': 0.435491723466407}","{'NDCG@5': 0.29405130863853735, 'HR@5': 0.3963254593175853}","{'NDCG@5': 0.26690431627198963, 'HR@5': 0.36539423237206203}","{'NDCG@5': 0.23322553513298871, 'HR@5': 0.32582073996873373}","{'NDCG@5': 0.20923713711283115, 'HR@5': 0.2934484111416242}","{'NDCG@5': 0.1805000976918541, 'HR@5': 0.2599384098544233}","{'NDCG@5': 0.15473069508894194, 'HR@5': 0.2277485120065677}","{'NDCG@5': 0.12893922388889967, 'HR@5': 0.19117747323924456}","{'NDCG@5': 0.09439988617000086, 'HR@5': 0.14458980648678113}"
"{'NDCG@5': 0.35854165722330184, 'HR@5': 0.4672576494137832}","{'NDCG@5': 0.32801031231767447, 'HR@5': 0.43938656280428434}","{'NDCG@5': 0.2953816591007019, 'HR@5': 0.39935392691298205}","{'NDCG@5': 0.26598953695312977, 'HR@5': 0.3647274545757626}","{'NDCG@5': 0.23431624982876992, 'HR@5': 0.3281657113079729}","{'NDCG@5': 0.20896289630011997, 'HR@5': 0.29335033346410355}","{'NDCG@5': 0.18059623379609854, 'HR@5': 0.25937849944008956}","{'NDCG@5': 0.15507549906334658, 'HR@5': 0.2278853389888486}","{'NDCG@5': 0.1290796549940491, 'HR@5': 0.1919274561941774}","{'NDCG@5': 0.0954159152907379, 'HR@5': 0.1457481602616517}"
"{'NDCG@5': 0.35812012766498375, 'HR@5': 0.4684014869888476}","{'NDCG@5': 0.32722936607111064, 'HR@5': 0.43865628042843235}","{'NDCG@5': 0.2941958464711679, 'HR@5': 0.4001615182717545}","{'NDCG@5': 0.2667920800288728, 'HR@5': 0.36556092682113683}","{'NDCG@5': 0.2339577290000484, 'HR@5': 0.3285565398645128}","{'NDCG@5': 0.20803316784830117, 'HR@5': 0.29384072185170657}","{'NDCG@5': 0.18042592894506357, 'HR@5': 0.25972844344904816}","{'NDCG@5': 0.15360062593631738, 'HR@5': 0.22658548265718}","{'NDCG@5': 0.1282390656548619, 'HR@5': 0.1919274561941774}","{'NDCG@5': 0.09425659916414089, 'HR@5': 0.1449986372308531}"
"{'NDCG@5': 0.3567718918419771, 'HR@5': 0.46668573062625107}","{'NDCG@5': 0.3268233874495099, 'HR@5': 0.43573515092502435}","{'NDCG@5': 0.29372557685332756, 'HR@5': 0.39652735715727844}","{'NDCG@5': 0.26698002363301004, 'HR@5': 0.3638939823303884}","{'NDCG@5': 0.23211409208716988, 'HR@5': 0.32529963522668054}","{'NDCG@5': 0.20730315401744112, 'HR@5': 0.29276186739897997}","{'NDCG@5': 0.18073333850530193, 'HR@5': 0.259028555431131}","{'NDCG@5': 0.1539258542553387, 'HR@5': 0.22583293425463502}","{'NDCG@5': 0.12799626106611933, 'HR@5': 0.19138201404513533}","{'NDCG@5': 0.09422419009111054, 'HR@5': 0.1442491142000545}"
"{'NDCG@5': 0.35620367791714147, 'HR@5': 0.4672576494137832}","{'NDCG@5': 0.3266139742452454, 'HR@5': 0.4352482960077897}","{'NDCG@5': 0.29264429812977183, 'HR@5': 0.39571976579850593}","{'NDCG@5': 0.2646961338504821, 'HR@5': 0.36272712118686445}","{'NDCG@5': 0.23191993566941668, 'HR@5': 0.3236060448150078}","{'NDCG@5': 0.2072160572750103, 'HR@5': 0.2923695566888976}","{'NDCG@5': 0.1803306417714422, 'HR@5': 0.2589585666293393}","{'NDCG@5': 0.1532364965062685, 'HR@5': 0.22480673188752823}","{'NDCG@5': 0.1283386033863153, 'HR@5': 0.19138201404513533}","{'NDCG@5': 0.092890179006341, 'HR@5': 0.14172799127827745}"
"{'NDCG@5': 0.35823912193321994, 'HR@5': 0.46868744638261367}","{'NDCG@5': 0.3253860373965, 'HR@5': 0.4323271665043817}","{'NDCG@5': 0.29285572597649956, 'HR@5': 0.3977387441954371}","{'NDCG@5': 0.2652702115132138, 'HR@5': 0.3617269544924154}","{'NDCG@5': 0.23271548575288556, 'HR@5': 0.32412714955706096}","{'NDCG@5': 0.20876556358996828, 'HR@5': 0.29413495488426833}","{'NDCG@5': 0.18106912097012176, 'HR@5': 0.2597984322508399}","{'NDCG@5': 0.15325104946005738, 'HR@5': 0.22419101046726414}","{'NDCG@5': 0.128428825211796, 'HR@5': 0.19172291538828662}","{'NDCG@5': 0.0937092602720097, 'HR@5': 0.142681929681112}"
"{'NDCG@5': 0.35927469713971993, 'HR@5': 0.46668573062625107}","{'NDCG@5': 0.3250393862035059, 'HR@5': 0.4330574488802337}","{'NDCG@5': 0.29381358167018, 'HR@5': 0.3991520290732889}","{'NDCG@5': 0.2659861679608293, 'HR@5': 0.3620603433905651}","{'NDCG@5': 0.23206502269606763, 'HR@5': 0.32464825429911415}","{'NDCG@5': 0.20817995551751986, 'HR@5': 0.29384072185170657}","{'NDCG@5': 0.1806083704004629, 'HR@5': 0.25937849944008956}","{'NDCG@5': 0.15424289689826085, 'HR@5': 0.2254224533077923}","{'NDCG@5': 0.12813298760562306, 'HR@5': 0.1914501943137656}","{'NDCG@5': 0.09391033574448208, 'HR@5': 0.1434314527119106}"
"{'NDCG@5': 0.35756542142225606, 'HR@5': 0.46668573062625107}","{'NDCG@5': 0.32385954831043445, 'HR@5': 0.43476144109055503}","{'NDCG@5': 0.2928641050548545, 'HR@5': 0.39834443771451644}","{'NDCG@5': 0.2660775436079566, 'HR@5': 0.3633938989831639}","{'NDCG@5': 0.23335758298465062, 'HR@5': 0.3260812923397603}","{'NDCG@5': 0.2081029662326946, 'HR@5': 0.29315417810906236}","{'NDCG@5': 0.18091566612235793, 'HR@5': 0.25972844344904816}","{'NDCG@5': 0.1549773077475591, 'HR@5': 0.22699596360402272}","{'NDCG@5': 0.1292558204944161, 'HR@5': 0.19329106156678258}","{'NDCG@5': 0.09431921398131593, 'HR@5': 0.14397656037067322}"
"{'NDCG@5': 0.3576014087926043, 'HR@5': 0.46525593365742063}","{'NDCG@5': 0.32433774570049967, 'HR@5': 0.43476144109055503}","{'NDCG@5': 0.2931260575590439, 'HR@5': 0.39955582475267515}","{'NDCG@5': 0.2663206714416398, 'HR@5': 0.3642273712285381}","{'NDCG@5': 0.23100520499984853, 'HR@5': 0.3213913496612819}","{'NDCG@5': 0.20777005796636355, 'HR@5': 0.2926637897214594}","{'NDCG@5': 0.18062992019946675, 'HR@5': 0.25811870100783874}","{'NDCG@5': 0.1551354819166823, 'HR@5': 0.2267223096394609}","{'NDCG@5': 0.12897355838827984, 'HR@5': 0.19254107861184974}","{'NDCG@5': 0.09388548354940082, 'HR@5': 0.1426137912237667}"
"{'NDCG@5': 0.3586551018611001, 'HR@5': 0.4684014869888476}","{'NDCG@5': 0.32506880153908324, 'HR@5': 0.43281402142161635}","{'NDCG@5': 0.2909145459863791, 'HR@5': 0.39571976579850593}","{'NDCG@5': 0.263804598581278, 'HR@5': 0.3598933155525921}","{'NDCG@5': 0.23092234764923483, 'HR@5': 0.32243355914538824}","{'NDCG@5': 0.20744729962038178, 'HR@5': 0.29168301294625343}","{'NDCG@5': 0.1801752837511466, 'HR@5': 0.2574188129899216}","{'NDCG@5': 0.15518239072348913, 'HR@5': 0.22638024218375863}","{'NDCG@5': 0.12919607607993994, 'HR@5': 0.19220017726869845}","{'NDCG@5': 0.09411205185412409, 'HR@5': 0.14336331425456528}"
"{'NDCG@5': 0.357229681466542, 'HR@5': 0.4655418930511867}","{'NDCG@5': 0.3253208800011033, 'HR@5': 0.434031158714703}","{'NDCG@5': 0.2909790139940734, 'HR@5': 0.3977387441954371}","{'NDCG@5': 0.2645691576666498, 'HR@5': 0.3623937322887148}","{'NDCG@5': 0.2307656170674134, 'HR@5': 0.3234757686294945}","{'NDCG@5': 0.2091204345223786, 'HR@5': 0.2951157316594743}","{'NDCG@5': 0.1808169134647416, 'HR@5': 0.25832866741321386}","{'NDCG@5': 0.15451285837616857, 'HR@5': 0.2268591366217418}","{'NDCG@5': 0.13008159755251797, 'HR@5': 0.1939046839844549}","{'NDCG@5': 0.09530536820289351, 'HR@5': 0.145611883346961}"
"{'NDCG@5': 0.3567937600000463, 'HR@5': 0.46697169002001715}","{'NDCG@5': 0.32500918517939925, 'HR@5': 0.4315968841285297}","{'NDCG@5': 0.29058047056390973, 'HR@5': 0.397536846355744}","{'NDCG@5': 0.2660099595142863, 'HR@5': 0.36489414902483747}","{'NDCG@5': 0.23026886860548262, 'HR@5': 0.32100052110474203}","{'NDCG@5': 0.20811931617181567, 'HR@5': 0.29384072185170657}","{'NDCG@5': 0.1809997879477972, 'HR@5': 0.2589585666293393}","{'NDCG@5': 0.15517779647168725, 'HR@5': 0.22720120407744407}","{'NDCG@5': 0.1299434525606464, 'HR@5': 0.19492738801390877}","{'NDCG@5': 0.09438930475493532, 'HR@5': 0.14493049877350778}"
"{'NDCG@5': 0.35615286401158625, 'HR@5': 0.46496997426365455}","{'NDCG@5': 0.3257364902545778, 'HR@5': 0.43135345666991237}","{'NDCG@5': 0.2903636335120389, 'HR@5': 0.39672925499697154}","{'NDCG@5': 0.26432129712490027, 'HR@5': 0.3642273712285381}","{'NDCG@5': 0.23089284312995487, 'HR@5': 0.32034914017717564}","{'NDCG@5': 0.20665084218676355, 'HR@5': 0.2898195370733621}","{'NDCG@5': 0.18030435296162628, 'HR@5': 0.25601903695408734}","{'NDCG@5': 0.1550714524883001, 'HR@5': 0.22610658821919682}","{'NDCG@5': 0.12929237379983724, 'HR@5': 0.19301834049226155}","{'NDCG@5': 0.09547579690983583, 'HR@5': 0.145611883346961}"
"{'NDCG@5': 0.3550649553454857, 'HR@5': 0.4626822991135259}","{'NDCG@5': 0.3260214969505286, 'HR@5': 0.4306231742940604}","{'NDCG@5': 0.29022910144158853, 'HR@5': 0.3949121744397335}","{'NDCG@5': 0.26507980727299196, 'HR@5': 0.36372728788131353}","{'NDCG@5': 0.23078341683011014, 'HR@5': 0.3204794163626889}","{'NDCG@5': 0.20822330689714327, 'HR@5': 0.2926637897214594}","{'NDCG@5': 0.18071432894237935, 'HR@5': 0.25762877939529677}","{'NDCG@5': 0.154739841485123, 'HR@5': 0.22569610727235412}","{'NDCG@5': 0.1290685735037298, 'HR@5': 0.19281379968637077}","{'NDCG@5': 0.09596057634220768, 'HR@5': 0.14629326792041428}"
"{'NDCG@5': 0.35596469516208007, 'HR@5': 0.46382613668859024}","{'NDCG@5': 0.3254095664639497, 'HR@5': 0.43135345666991237}","{'NDCG@5': 0.2902068512609734, 'HR@5': 0.3973349485160509}","{'NDCG@5': 0.26732487776162606, 'HR@5': 0.36622770461743626}","{'NDCG@5': 0.23211032682346835, 'HR@5': 0.3213913496612819}","{'NDCG@5': 0.20902091178001886, 'HR@5': 0.29295802275402116}","{'NDCG@5': 0.18216729485256827, 'HR@5': 0.2594484882418813}","{'NDCG@5': 0.1560185645625752, 'HR@5': 0.22781692549770816}","{'NDCG@5': 0.1295528266068386, 'HR@5': 0.19240471807458923}","{'NDCG@5': 0.09626799419979847, 'HR@5': 0.14588443717634234}"
"{'NDCG@5': 0.35514765254995345, 'HR@5': 0.46782956820131544}","{'NDCG@5': 0.3256338381609611, 'HR@5': 0.433300876338851}","{'NDCG@5': 0.2894181856966661, 'HR@5': 0.3963254593175853}","{'NDCG@5': 0.2660289062082251, 'HR@5': 0.3663943990665111}","{'NDCG@5': 0.2320025814747337, 'HR@5': 0.3215216258467952}","{'NDCG@5': 0.20905117314793376, 'HR@5': 0.2949195763044331}","{'NDCG@5': 0.18209333018778243, 'HR@5': 0.260008398656215}","{'NDCG@5': 0.15592861993370752, 'HR@5': 0.22843264691797222}","{'NDCG@5': 0.13017794522083953, 'HR@5': 0.19417740505897593}","{'NDCG@5': 0.09628108705522485, 'HR@5': 0.14622512946306895}"
"{'NDCG@5': 0.35759808642526375, 'HR@5': 0.4684014869888476}","{'NDCG@5': 0.32577326239174476, 'HR@5': 0.43573515092502435}","{'NDCG@5': 0.29056342691508136, 'HR@5': 0.39551786795881283}","{'NDCG@5': 0.2661322508164527, 'HR@5': 0.36589431571928654}","{'NDCG@5': 0.23190022253431894, 'HR@5': 0.31943720687858257}","{'NDCG@5': 0.21006964335218342, 'HR@5': 0.2954099646920361}","{'NDCG@5': 0.18160285190466732, 'HR@5': 0.2598684210526316}","{'NDCG@5': 0.15594863410036852, 'HR@5': 0.2281589929534104}","{'NDCG@5': 0.13059049703624923, 'HR@5': 0.19410922479034567}","{'NDCG@5': 0.09643320160812681, 'HR@5': 0.14588443717634234}"
"{'NDCG@5': 0.35861470877562684, 'HR@5': 0.46868744638261367}","{'NDCG@5': 0.3253641808488309, 'HR@5': 0.4342745861733204}","{'NDCG@5': 0.2909720626767443, 'HR@5': 0.3971330506763578}","{'NDCG@5': 0.2658355550385434, 'HR@5': 0.3652275379229872}","{'NDCG@5': 0.23267169851533354, 'HR@5': 0.32126107347576865}","{'NDCG@5': 0.20917571012094308, 'HR@5': 0.2945272655943507}","{'NDCG@5': 0.18157072242200015, 'HR@5': 0.25965845464725645}","{'NDCG@5': 0.15588967602982667, 'HR@5': 0.2290483683382363}","{'NDCG@5': 0.13005543324635194, 'HR@5': 0.19376832344719438}","{'NDCG@5': 0.09589007604220974, 'HR@5': 0.1445216680294358}"
"{'NDCG@5': 0.35873968675306533, 'HR@5': 0.46668573062625107}","{'NDCG@5': 0.32645308924262306, 'HR@5': 0.43208373904576436}","{'NDCG@5': 0.2927140661514509, 'HR@5': 0.39672925499697154}","{'NDCG@5': 0.26442042491756335, 'HR@5': 0.36122687114519086}","{'NDCG@5': 0.23246582083937592, 'HR@5': 0.3223032829598749}","{'NDCG@5': 0.2083344381642162, 'HR@5': 0.29384072185170657}","{'NDCG@5': 0.18113757827431656, 'HR@5': 0.2576987681970885}","{'NDCG@5': 0.15540066067071584, 'HR@5': 0.2268591366217418}","{'NDCG@5': 0.13024633138397165, 'HR@5': 0.19370014317856413}","{'NDCG@5': 0.09526059143927965, 'HR@5': 0.14411283728536387}"
"{'NDCG@5': 0.35700092636681785, 'HR@5': 0.46525593365742063}","{'NDCG@5': 0.3250491744577036, 'HR@5': 0.4330574488802337}","{'NDCG@5': 0.2930021923537473, 'HR@5': 0.39814253987482334}","{'NDCG@5': 0.2646470492741588, 'HR@5': 0.3623937322887148}","{'NDCG@5': 0.23117166952139423, 'HR@5': 0.3206096925482022}","{'NDCG@5': 0.20826432611809706, 'HR@5': 0.2952138093369949}","{'NDCG@5': 0.18020808669742755, 'HR@5': 0.2569288913773796}","{'NDCG@5': 0.1556493404801313, 'HR@5': 0.2286378873913936}","{'NDCG@5': 0.12871366879493099, 'HR@5': 0.19179109565691688}","{'NDCG@5': 0.09521168106569651, 'HR@5': 0.14445352957209048}"
"{'NDCG@5': 0.3574573355707095, 'HR@5': 0.4661138118387189}","{'NDCG@5': 0.32696472206512583, 'HR@5': 0.43500486854917236}","{'NDCG@5': 0.2933538120723275, 'HR@5': 0.3961235614778922}","{'NDCG@5': 0.2645577048433829, 'HR@5': 0.3623937322887148}","{'NDCG@5': 0.2308265848621159, 'HR@5': 0.3217821782178218}","{'NDCG@5': 0.20816397530991715, 'HR@5': 0.29442918791683015}","{'NDCG@5': 0.1809608629512782, 'HR@5': 0.25811870100783874}","{'NDCG@5': 0.15513258295529417, 'HR@5': 0.22679072313060136}","{'NDCG@5': 0.12902744860972507, 'HR@5': 0.19185927592554713}","{'NDCG@5': 0.0940921639984828, 'HR@5': 0.1437040065412919}"
"{'NDCG@5': 0.3579394275948242, 'HR@5': 0.4635401772948241}","{'NDCG@5': 0.3264890623150331, 'HR@5': 0.4330574488802337}","{'NDCG@5': 0.29340374260030877, 'HR@5': 0.3961235614778922}","{'NDCG@5': 0.264472150115024, 'HR@5': 0.3638939823303884}","{'NDCG@5': 0.23116460477203676, 'HR@5': 0.32034914017717564}","{'NDCG@5': 0.20663833730193476, 'HR@5': 0.2909964692036093}","{'NDCG@5': 0.17984069342714712, 'HR@5': 0.25608902575587905}","{'NDCG@5': 0.15483469136223224, 'HR@5': 0.22706437709516317}","{'NDCG@5': 0.12898631776550898, 'HR@5': 0.19165473511965636}","{'NDCG@5': 0.09424968296936427, 'HR@5': 0.1439084219133279}"
"{'NDCG@5': 0.35646255165837665, 'HR@5': 0.4661138118387189}","{'NDCG@5': 0.3256978010444648, 'HR@5': 0.432570593962999}","{'NDCG@5': 0.2924137576386601, 'HR@5': 0.39511407227942663}","{'NDCG@5': 0.2648553028198085, 'HR@5': 0.36556092682113683}","{'NDCG@5': 0.23229530074860785, 'HR@5': 0.3229546638874414}","{'NDCG@5': 0.20773716865674358, 'HR@5': 0.2928599450765006}","{'NDCG@5': 0.17981376647475858, 'HR@5': 0.25622900335946247}","{'NDCG@5': 0.1557337831445897, 'HR@5': 0.22870630088253405}","{'NDCG@5': 0.12946778358917937, 'HR@5': 0.19315470102952206}","{'NDCG@5': 0.09458281873879679, 'HR@5': 0.14384028345598254}"
"{'NDCG@5': 0.35998398619841676, 'HR@5': 0.466399771232485}","{'NDCG@5': 0.3294296676771558, 'HR@5': 0.436222005842259}","{'NDCG@5': 0.29288130784323874, 'HR@5': 0.3959216636381991}","{'NDCG@5': 0.2652832079067323, 'HR@5': 0.3647274545757626}","{'NDCG@5': 0.23300240869993538, 'HR@5': 0.32204273058884836}","{'NDCG@5': 0.20852665512441246, 'HR@5': 0.293252255786583}","{'NDCG@5': 0.18128573144322366, 'HR@5': 0.2576987681970885}","{'NDCG@5': 0.1562344329211334, 'HR@5': 0.22754327153314632}","{'NDCG@5': 0.13074572447548655, 'HR@5': 0.19410922479034567}","{'NDCG@5': 0.09519831568392019, 'HR@5': 0.14486236031616245}"
"{'NDCG@5': 0.3616594683247739, 'HR@5': 0.46782956820131544}","{'NDCG@5': 0.3297345399506043, 'HR@5': 0.43476144109055503}","{'NDCG@5': 0.2939954136083044, 'HR@5': 0.39935392691298205}","{'NDCG@5': 0.2659954348472578, 'HR@5': 0.36489414902483747}","{'NDCG@5': 0.23327925152811183, 'HR@5': 0.3230849400729547}","{'NDCG@5': 0.20972666265855966, 'HR@5': 0.2952138093369949}","{'NDCG@5': 0.1814079579968063, 'HR@5': 0.25601903695408734}","{'NDCG@5': 0.15664890098021705, 'HR@5': 0.22665389614832046}","{'NDCG@5': 0.1315845621179425, 'HR@5': 0.19479102747664825}","{'NDCG@5': 0.09521211885721301, 'HR@5': 0.1441809757427092}"
"{'NDCG@5': 0.360906428008849, 'HR@5': 0.4672576494137832}","{'NDCG@5': 0.32849562718822917, 'HR@5': 0.43208373904576436}","{'NDCG@5': 0.2942412849040268, 'HR@5': 0.39935392691298205}","{'NDCG@5': 0.26515761297044105, 'HR@5': 0.3638939823303884}","{'NDCG@5': 0.23201307840686516, 'HR@5': 0.3204794163626889}","{'NDCG@5': 0.20993011558485705, 'HR@5': 0.2943311102393095}","{'NDCG@5': 0.1813697826802601, 'HR@5': 0.25615901455767076}","{'NDCG@5': 0.156351653711115, 'HR@5': 0.22569610727235412}","{'NDCG@5': 0.1312087241769155, 'HR@5': 0.19458648667075748}","{'NDCG@5': 0.09534654757158183, 'HR@5': 0.14411283728536387}"
"{'NDCG@5': 0.363284741153467, 'HR@5': 0.47068916213897627}","{'NDCG@5': 0.3264778292937459, 'HR@5': 0.4315968841285297}","{'NDCG@5': 0.29431196435232065, 'HR@5': 0.39794064203513024}","{'NDCG@5': 0.26715912059264296, 'HR@5': 0.36722787131188533}","{'NDCG@5': 0.23198633074140845, 'HR@5': 0.32034914017717564}","{'NDCG@5': 0.21123964447260585, 'HR@5': 0.2976657512750098}","{'NDCG@5': 0.18098503756331794, 'HR@5': 0.2558790593505039}","{'NDCG@5': 0.15743307994912556, 'HR@5': 0.22726961756858452}","{'NDCG@5': 0.13122069009410722, 'HR@5': 0.19526828935706006}","{'NDCG@5': 0.09575548009858006, 'HR@5': 0.14506677568819842}"
"{'NDCG@5': 0.36173046793791197, 'HR@5': 0.46983128395767804}","{'NDCG@5': 0.32653531634377975, 'HR@5': 0.433300876338851}","{'NDCG@5': 0.29483421739764226, 'HR@5': 0.39955582475267515}","{'NDCG@5': 0.26460164805084985, 'HR@5': 0.36556092682113683}","{'NDCG@5': 0.23124760724638949, 'HR@5': 0.32034914017717564}","{'NDCG@5': 0.21038397994697342, 'HR@5': 0.2967830521773244}","{'NDCG@5': 0.18113993361776523, 'HR@5': 0.2564389697648376}","{'NDCG@5': 0.15767105622541247, 'HR@5': 0.2286378873913936}","{'NDCG@5': 0.13035395102774502, 'HR@5': 0.19322288129815232}","{'NDCG@5': 0.09564830437494788, 'HR@5': 0.1452711910602344}"
