test0,test1,test2,test3,test4,test5,test6,test7,test8,test9
"{'NDCG@5': 0.38643738728962385, 'HR@5': 0.483271375464684}","{'NDCG@5': 0.35408789272891433, 'HR@5': 0.44182083739045763}","{'NDCG@5': 0.33398475065238387, 'HR@5': 0.42176458711891784}","{'NDCG@5': 0.3045582044772968, 'HR@5': 0.3948991498583097}","{'NDCG@5': 0.2702324567294582, 'HR@5': 0.3560448150078166}","{'NDCG@5': 0.24372709836269518, 'HR@5': 0.32924676343664183}","{'NDCG@5': 0.20904252977278848, 'HR@5': 0.2903135498320269}","{'NDCG@5': 0.188655655159415, 'HR@5': 0.2669494424300472}","{'NDCG@5': 0.16408773854511394, 'HR@5': 0.23590372946069407}","{'NDCG@5': 0.1284329941863678, 'HR@5': 0.18969746524938674}"
"{'NDCG@5': 0.38367953041426606, 'HR@5': 0.4812696597083214}","{'NDCG@5': 0.3521413207223047, 'HR@5': 0.4459591041869523}","{'NDCG@5': 0.3300917426067934, 'HR@5': 0.42035130224106604}","{'NDCG@5': 0.3047166263062191, 'HR@5': 0.3915652608768128}","{'NDCG@5': 0.2659675544650386, 'HR@5': 0.34640437727983325}","{'NDCG@5': 0.23748643090433844, 'HR@5': 0.32247940368772066}","{'NDCG@5': 0.20566393740609293, 'HR@5': 0.28541433370660696}","{'NDCG@5': 0.18510068548155523, 'HR@5': 0.26311828692618183}","{'NDCG@5': 0.16024008104993726, 'HR@5': 0.23065384877616418}","{'NDCG@5': 0.12449807229793984, 'HR@5': 0.18336058871627145}"
"{'NDCG@5': 0.38434022020997366, 'HR@5': 0.47669430940806407}","{'NDCG@5': 0.36182971568738354, 'HR@5': 0.4544790652385589}","{'NDCG@5': 0.33520510521497193, 'HR@5': 0.4294367050272562}","{'NDCG@5': 0.30982023552296595, 'HR@5': 0.39873312218703116}","{'NDCG@5': 0.27134203688045055, 'HR@5': 0.3535695674830641}","{'NDCG@5': 0.24440242624907843, 'HR@5': 0.32846214201647705}","{'NDCG@5': 0.21279787850458728, 'HR@5': 0.2923432250839866}","{'NDCG@5': 0.1914909622313018, 'HR@5': 0.2691386741465417}","{'NDCG@5': 0.16595229153230526, 'HR@5': 0.23501738596850072}","{'NDCG@5': 0.13023983279113155, 'HR@5': 0.1884709730171709}"
"{'NDCG@5': 0.38355636712932734, 'HR@5': 0.4775521875893623}","{'NDCG@5': 0.3560819104790157, 'HR@5': 0.4508276533592989}","{'NDCG@5': 0.329844912256003, 'HR@5': 0.4197456087219867}","{'NDCG@5': 0.3063433746283661, 'HR@5': 0.39456576096016005}","{'NDCG@5': 0.2703323306955645, 'HR@5': 0.3568264721208963}","{'NDCG@5': 0.24077789014681672, 'HR@5': 0.3242448018830914}","{'NDCG@5': 0.2114489495774895, 'HR@5': 0.29171332586786114}","{'NDCG@5': 0.19076554198389417, 'HR@5': 0.26893343367312034}","{'NDCG@5': 0.16620740533168155, 'HR@5': 0.2356991886548033}","{'NDCG@5': 0.13058611178533422, 'HR@5': 0.18813028073044427}"
"{'NDCG@5': 0.3871522338354277, 'HR@5': 0.48069774092078926}","{'NDCG@5': 0.3567152025405547, 'HR@5': 0.4498539435248296}","{'NDCG@5': 0.3298635828612745, 'HR@5': 0.41893801736321423}","{'NDCG@5': 0.30695559980608916, 'HR@5': 0.39689948324720786}","{'NDCG@5': 0.2681413093343935, 'HR@5': 0.3538301198540907}","{'NDCG@5': 0.24055377172260398, 'HR@5': 0.3244409572381326}","{'NDCG@5': 0.20837676343201877, 'HR@5': 0.28716405375139975}","{'NDCG@5': 0.18701384829535483, 'HR@5': 0.2650338646781145}","{'NDCG@5': 0.16170112455033156, 'HR@5': 0.23147201199972728}","{'NDCG@5': 0.12818012418583782, 'HR@5': 0.18629054238212048}"
"{'NDCG@5': 0.3910029940174854, 'HR@5': 0.4792679439519588}","{'NDCG@5': 0.36133448008628405, 'HR@5': 0.44839337877312563}","{'NDCG@5': 0.33491040357881924, 'HR@5': 0.42640823743185946}","{'NDCG@5': 0.3082405702927071, 'HR@5': 0.3980663443907318}","{'NDCG@5': 0.272036593616058, 'HR@5': 0.3564356435643564}","{'NDCG@5': 0.2417895818435446, 'HR@5': 0.32326402510788543}","{'NDCG@5': 0.20679868663952206, 'HR@5': 0.2835946248600224}","{'NDCG@5': 0.1878451106616084, 'HR@5': 0.26441814325785046}","{'NDCG@5': 0.16027319444645216, 'HR@5': 0.2299720460898616}","{'NDCG@5': 0.12430213944268813, 'HR@5': 0.18063505042245845}"
"{'NDCG@5': 0.3833895340527486, 'HR@5': 0.47269087789533887}","{'NDCG@5': 0.3499255121766766, 'HR@5': 0.437682570593963}","{'NDCG@5': 0.32602544963707064, 'HR@5': 0.4134867756915001}","{'NDCG@5': 0.3026744062650404, 'HR@5': 0.3875645940990165}","{'NDCG@5': 0.2605339419169454, 'HR@5': 0.3439291297550808}","{'NDCG@5': 0.23132109404754206, 'HR@5': 0.31286779129070225}","{'NDCG@5': 0.19682406556760337, 'HR@5': 0.2735162374020157}","{'NDCG@5': 0.1807280928771047, 'HR@5': 0.25730314017924333}","{'NDCG@5': 0.1518462970982548, 'HR@5': 0.21954046498943205}","{'NDCG@5': 0.12033220461192624, 'HR@5': 0.1787271736167893}"
"{'NDCG@5': 0.39077517012551805, 'HR@5': 0.4795539033457249}","{'NDCG@5': 0.35003363598670395, 'HR@5': 0.4371957156767283}","{'NDCG@5': 0.33064315004501005, 'HR@5': 0.42075509792045224}","{'NDCG@5': 0.30616825191806957, 'HR@5': 0.39173195532588767}","{'NDCG@5': 0.26563244611137365, 'HR@5': 0.3482282438770193}","{'NDCG@5': 0.2352360160306632, 'HR@5': 0.3142408787759906}","{'NDCG@5': 0.2021509028133997, 'HR@5': 0.27869540873460247}","{'NDCG@5': 0.18544169005389394, 'HR@5': 0.2605869877539851}","{'NDCG@5': 0.15639084348966284, 'HR@5': 0.22165405331697008}","{'NDCG@5': 0.12282938913770322, 'HR@5': 0.18152085036794766}"
"{'NDCG@5': 0.3866816849420566, 'HR@5': 0.47669430940806407}","{'NDCG@5': 0.3522983722627458, 'HR@5': 0.44328140214216166}","{'NDCG@5': 0.3313939123469273, 'HR@5': 0.4211588935998385}","{'NDCG@5': 0.30767431863624495, 'HR@5': 0.3962327054509085}","{'NDCG@5': 0.2653955778310552, 'HR@5': 0.3492704533611256}","{'NDCG@5': 0.2373227239503991, 'HR@5': 0.31806590819929387}","{'NDCG@5': 0.20314132751088512, 'HR@5': 0.27869540873460247}","{'NDCG@5': 0.18617961292020774, 'HR@5': 0.2614079496476705}","{'NDCG@5': 0.15853478585588313, 'HR@5': 0.22608577077793687}","{'NDCG@5': 0.12553184941293696, 'HR@5': 0.1850640501499046}"
"{'NDCG@5': 0.3875078111011454, 'HR@5': 0.4812696597083214}","{'NDCG@5': 0.3485506245993784, 'HR@5': 0.43865628042843235}","{'NDCG@5': 0.3328337519445291, 'HR@5': 0.4199475065616798}","{'NDCG@5': 0.30594281510231164, 'HR@5': 0.3893982330388398}","{'NDCG@5': 0.2630542787822242, 'HR@5': 0.3461438249088067}","{'NDCG@5': 0.23455191920120785, 'HR@5': 0.3144370341310318}","{'NDCG@5': 0.20310758880240196, 'HR@5': 0.27925531914893614}","{'NDCG@5': 0.1831957495036912, 'HR@5': 0.2573715536703838}","{'NDCG@5': 0.15546766937558618, 'HR@5': 0.22165405331697008}","{'NDCG@5': 0.11960400094437808, 'HR@5': 0.17484328154810574}"
"{'NDCG@5': 0.37973764454462716, 'HR@5': 0.46897340577637975}","{'NDCG@5': 0.3458085048230905, 'HR@5': 0.43865628042843235}","{'NDCG@5': 0.32374836959654274, 'HR@5': 0.4120734908136483}","{'NDCG@5': 0.2989185581422316, 'HR@5': 0.3828971495249208}","{'NDCG@5': 0.2564959721883387, 'HR@5': 0.3405419489317353}","{'NDCG@5': 0.22969460660987348, 'HR@5': 0.3103177716751667}","{'NDCG@5': 0.19685307042734415, 'HR@5': 0.27246640537514}","{'NDCG@5': 0.1768367024479172, 'HR@5': 0.25087227201204076}","{'NDCG@5': 0.1513090356518164, 'HR@5': 0.21715415558737303}","{'NDCG@5': 0.11386122618832437, 'HR@5': 0.16877895884437177}"
"{'NDCG@5': 0.37872970118943855, 'HR@5': 0.4715470403202745}","{'NDCG@5': 0.34590910364404176, 'HR@5': 0.435491723466407}","{'NDCG@5': 0.327689671324426, 'HR@5': 0.41934181304260043}","{'NDCG@5': 0.29708851061822966, 'HR@5': 0.3847307884647441}","{'NDCG@5': 0.26089565864989134, 'HR@5': 0.3445805106826472}","{'NDCG@5': 0.23142572813316786, 'HR@5': 0.30963122793252257}","{'NDCG@5': 0.19663730584323183, 'HR@5': 0.2733762597984323}","{'NDCG@5': 0.17941149772287257, 'HR@5': 0.25470342751590613}","{'NDCG@5': 0.15458151267747477, 'HR@5': 0.2214495125110793}","{'NDCG@5': 0.11899846044460893, 'HR@5': 0.1747070046334151}"
"{'NDCG@5': 0.3896784268452848, 'HR@5': 0.476408350014298}","{'NDCG@5': 0.3544672693741072, 'HR@5': 0.4415774099318403}","{'NDCG@5': 0.3365309688564934, 'HR@5': 0.4284272158287906}","{'NDCG@5': 0.3075149161862057, 'HR@5': 0.3915652608768128}","{'NDCG@5': 0.2680639160071791, 'HR@5': 0.3536998436685774}","{'NDCG@5': 0.2378384404965494, 'HR@5': 0.31571204393879954}","{'NDCG@5': 0.20273240839711396, 'HR@5': 0.2789753639417693}","{'NDCG@5': 0.1853518108038982, 'HR@5': 0.2596976123691592}","{'NDCG@5': 0.15836076157690465, 'HR@5': 0.22465398513670143}","{'NDCG@5': 0.12333289923190795, 'HR@5': 0.18097574270918507}"
"{'NDCG@5': 0.3870783409767891, 'HR@5': 0.47269087789533887}","{'NDCG@5': 0.35196693260713496, 'HR@5': 0.43962999026290167}","{'NDCG@5': 0.3312027180429561, 'HR@5': 0.42176458711891784}","{'NDCG@5': 0.30238309616609194, 'HR@5': 0.38639773295549257}","{'NDCG@5': 0.2642770267468328, 'HR@5': 0.3456227201667535}","{'NDCG@5': 0.23300636765962682, 'HR@5': 0.31080816006276973}","{'NDCG@5': 0.19914676375193327, 'HR@5': 0.27435610302351626}","{'NDCG@5': 0.18108063975656696, 'HR@5': 0.2517616473968667}","{'NDCG@5': 0.1536949897460554, 'HR@5': 0.2181768596168269}","{'NDCG@5': 0.12119175880121533, 'HR@5': 0.1765467429817389}"
"{'NDCG@5': 0.39082710746918614, 'HR@5': 0.47869602516442666}","{'NDCG@5': 0.3556579131822569, 'HR@5': 0.4423076923076923}","{'NDCG@5': 0.3368189378302515, 'HR@5': 0.4253987482333939}","{'NDCG@5': 0.30400595232081273, 'HR@5': 0.38823137189531587}","{'NDCG@5': 0.2674149086546217, 'HR@5': 0.35057321521625845}","{'NDCG@5': 0.23699568535271306, 'HR@5': 0.3178697528442527}","{'NDCG@5': 0.20316572913808206, 'HR@5': 0.28058510638297873}","{'NDCG@5': 0.18317457745516447, 'HR@5': 0.25846616952863105}","{'NDCG@5': 0.15762559299796633, 'HR@5': 0.22547214836026455}","{'NDCG@5': 0.12062473388521544, 'HR@5': 0.17634232760970292}"
"{'NDCG@5': 0.38199309585493346, 'HR@5': 0.4692593651701458}","{'NDCG@5': 0.3436915803141582, 'HR@5': 0.4301363193768257}","{'NDCG@5': 0.31962175592972214, 'HR@5': 0.4066222491419342}","{'NDCG@5': 0.2925240962916477, 'HR@5': 0.37689614935822635}","{'NDCG@5': 0.25539588711662264, 'HR@5': 0.33572173006774364}","{'NDCG@5': 0.2220223150132718, 'HR@5': 0.29903883876029813}","{'NDCG@5': 0.18937012305983986, 'HR@5': 0.26070828667413215}","{'NDCG@5': 0.17029173345623708, 'HR@5': 0.24081548881439419}","{'NDCG@5': 0.14659211546873024, 'HR@5': 0.21019976818708666}","{'NDCG@5': 0.11226573341313958, 'HR@5': 0.16298718997001907}"
"{'NDCG@5': 0.38956431030284866, 'HR@5': 0.4778381469831284}","{'NDCG@5': 0.3572423403798727, 'HR@5': 0.4437682570593963}","{'NDCG@5': 0.32632790157702446, 'HR@5': 0.4120734908136483}","{'NDCG@5': 0.3021874922590951, 'HR@5': 0.38923153858976495}","{'NDCG@5': 0.2642856006117413, 'HR@5': 0.3487493486190724}","{'NDCG@5': 0.2321067139714388, 'HR@5': 0.31080816006276973}","{'NDCG@5': 0.19887302919075997, 'HR@5': 0.2732362821948488}","{'NDCG@5': 0.1787504774000584, 'HR@5': 0.2521721283437094}","{'NDCG@5': 0.152995859518197, 'HR@5': 0.21954046498943205}","{'NDCG@5': 0.1182470967018427, 'HR@5': 0.17225402016898336}"
"{'NDCG@5': 0.38784981651173694, 'HR@5': 0.4744066342579354}","{'NDCG@5': 0.34788407280598455, 'HR@5': 0.439143135345667}","{'NDCG@5': 0.3255484840274039, 'HR@5': 0.4136886735311932}","{'NDCG@5': 0.293259868897718, 'HR@5': 0.3807301216869478}","{'NDCG@5': 0.2552888339520149, 'HR@5': 0.3388483585200625}","{'NDCG@5': 0.22497467214526512, 'HR@5': 0.3054138877991369}","{'NDCG@5': 0.19145621037399851, 'HR@5': 0.26511758118701007}","{'NDCG@5': 0.17069143090009667, 'HR@5': 0.2430047205308887}","{'NDCG@5': 0.14793871227908784, 'HR@5': 0.21067703006749847}","{'NDCG@5': 0.11403255546019786, 'HR@5': 0.16796129735622786}"
"{'NDCG@5': 0.3946666420705892, 'HR@5': 0.48384329425221617}","{'NDCG@5': 0.3572682129690889, 'HR@5': 0.4452288218111003}","{'NDCG@5': 0.33077987141819987, 'HR@5': 0.4169190389662831}","{'NDCG@5': 0.30906253017671337, 'HR@5': 0.3953992332055343}","{'NDCG@5': 0.2665592968520832, 'HR@5': 0.3512245961438249}","{'NDCG@5': 0.23634226649241438, 'HR@5': 0.3167908983915261}","{'NDCG@5': 0.20009867559694994, 'HR@5': 0.2758258678611422}","{'NDCG@5': 0.18149870813009908, 'HR@5': 0.2537456386399398}","{'NDCG@5': 0.15935226811318348, 'HR@5': 0.22649485238971842}","{'NDCG@5': 0.12440050610903897, 'HR@5': 0.18022621967838648}"
"{'NDCG@5': 0.38189865105495924, 'HR@5': 0.46668573062625107}","{'NDCG@5': 0.35334300181313993, 'HR@5': 0.43476144109055503}","{'NDCG@5': 0.32006932791704673, 'HR@5': 0.408035534019786}","{'NDCG@5': 0.29793236870552664, 'HR@5': 0.3830638439739957}","{'NDCG@5': 0.2594999223135606, 'HR@5': 0.3401511203751954}","{'NDCG@5': 0.22982490302552447, 'HR@5': 0.30972930561004314}","{'NDCG@5': 0.19467488074925268, 'HR@5': 0.2693868980963046}","{'NDCG@5': 0.17559826373552548, 'HR@5': 0.2436888554422932}","{'NDCG@5': 0.1519138459412299, 'HR@5': 0.21613145155791913}","{'NDCG@5': 0.11986546685233894, 'HR@5': 0.17300354319978195}"
"{'NDCG@5': 0.3920461205963711, 'HR@5': 0.4792679439519588}","{'NDCG@5': 0.359390554073093, 'HR@5': 0.4430379746835443}","{'NDCG@5': 0.33099998684433535, 'HR@5': 0.4169190389662831}","{'NDCG@5': 0.30903966272638117, 'HR@5': 0.3962327054509085}","{'NDCG@5': 0.27211384585443826, 'HR@5': 0.3569567483064096}","{'NDCG@5': 0.24083180252627576, 'HR@5': 0.3214005492349941}","{'NDCG@5': 0.20488158266356618, 'HR@5': 0.2833846584546473}","{'NDCG@5': 0.18406921740634774, 'HR@5': 0.2571663131969624}","{'NDCG@5': 0.16266153664481733, 'HR@5': 0.22942660394081954}","{'NDCG@5': 0.12793945898975362, 'HR@5': 0.18356500408830745}"
"{'NDCG@5': 0.38742081321714794, 'HR@5': 0.47097512153274235}","{'NDCG@5': 0.3550376142639331, 'HR@5': 0.43962999026290167}","{'NDCG@5': 0.3251106452657059, 'HR@5': 0.4149000605693519}","{'NDCG@5': 0.3042570951750354, 'HR@5': 0.3903983997332889}","{'NDCG@5': 0.2644045425871688, 'HR@5': 0.3469254820218864}","{'NDCG@5': 0.23492772688612623, 'HR@5': 0.3154178109062377}","{'NDCG@5': 0.1973307962429207, 'HR@5': 0.2715565509518477}","{'NDCG@5': 0.17562277375090918, 'HR@5': 0.24615174112334953}","{'NDCG@5': 0.15178483933537337, 'HR@5': 0.21401786323038113}","{'NDCG@5': 0.1194370818288163, 'HR@5': 0.17416189697465248}"
"{'NDCG@5': 0.3917428767902538, 'HR@5': 0.47812410637689445}","{'NDCG@5': 0.3525422793759685, 'HR@5': 0.4425511197663096}","{'NDCG@5': 0.32801207481478833, 'HR@5': 0.4197456087219867}","{'NDCG@5': 0.30494590937843596, 'HR@5': 0.38923153858976495}","{'NDCG@5': 0.26607842598099485, 'HR@5': 0.3492704533611256}","{'NDCG@5': 0.23516410870208293, 'HR@5': 0.3154178109062377}","{'NDCG@5': 0.20240215524908683, 'HR@5': 0.27596584546472563}","{'NDCG@5': 0.18078712312087722, 'HR@5': 0.2505302045563385}","{'NDCG@5': 0.15846589122513818, 'HR@5': 0.22329037976409627}","{'NDCG@5': 0.1235985786500944, 'HR@5': 0.17804578904333607}"
"{'NDCG@5': 0.38558949456005137, 'HR@5': 0.4718329997140406}","{'NDCG@5': 0.350716937388749, 'HR@5': 0.437682570593963}","{'NDCG@5': 0.32604576070227864, 'HR@5': 0.4171209368059762}","{'NDCG@5': 0.30240474236476045, 'HR@5': 0.38556426071011834}","{'NDCG@5': 0.2607462143231467, 'HR@5': 0.3445805106826472}","{'NDCG@5': 0.22888337122698307, 'HR@5': 0.3057081208316987}","{'NDCG@5': 0.1976553316116144, 'HR@5': 0.2730963045912654}","{'NDCG@5': 0.17741696277718008, 'HR@5': 0.2492303482246699}","{'NDCG@5': 0.154868501780846, 'HR@5': 0.21640417263244016}","{'NDCG@5': 0.12311612448549243, 'HR@5': 0.17613791223766695}"
"{'NDCG@5': 0.3887266619110756, 'HR@5': 0.47669430940806407}","{'NDCG@5': 0.357492308143782, 'HR@5': 0.4462025316455696}","{'NDCG@5': 0.32759947722666577, 'HR@5': 0.415101958409045}","{'NDCG@5': 0.30093586823716784, 'HR@5': 0.38339723287214533}","{'NDCG@5': 0.2604938788243493, 'HR@5': 0.3418447107868682}","{'NDCG@5': 0.2299931498662086, 'HR@5': 0.30688505296194585}","{'NDCG@5': 0.19466348970213043, 'HR@5': 0.26721724524076146}","{'NDCG@5': 0.17554790961504516, 'HR@5': 0.24396250940685504}","{'NDCG@5': 0.15292060770842683, 'HR@5': 0.2146996659166837}","{'NDCG@5': 0.11853152806558602, 'HR@5': 0.16980103570455166}"
"{'NDCG@5': 0.38721377123572076, 'HR@5': 0.4718329997140406}","{'NDCG@5': 0.35751360609822436, 'HR@5': 0.4452288218111003}","{'NDCG@5': 0.32514753807218605, 'HR@5': 0.41409246921057946}","{'NDCG@5': 0.2997170401379959, 'HR@5': 0.3825637606267711}","{'NDCG@5': 0.2617835448375378, 'HR@5': 0.34340802501302764}","{'NDCG@5': 0.2325530033767857, 'HR@5': 0.3125735582581404}","{'NDCG@5': 0.19751675201202604, 'HR@5': 0.27274636058230683}","{'NDCG@5': 0.17651066901835022, 'HR@5': 0.24929876171581036}","{'NDCG@5': 0.1561439915030528, 'HR@5': 0.22172223358560034}","{'NDCG@5': 0.1202545411622588, 'HR@5': 0.17429817388934316}"
"{'NDCG@5': 0.39074620998520704, 'HR@5': 0.47669430940806407}","{'NDCG@5': 0.35811150684047394, 'HR@5': 0.4462025316455696}","{'NDCG@5': 0.3307865672518859, 'HR@5': 0.42196648495861094}","{'NDCG@5': 0.3052388737518471, 'HR@5': 0.3903983997332889}","{'NDCG@5': 0.2630574153355534, 'HR@5': 0.3474465867639395}","{'NDCG@5': 0.23338783598818816, 'HR@5': 0.31247548058061986}","{'NDCG@5': 0.20033506665393816, 'HR@5': 0.27624580067189247}","{'NDCG@5': 0.18140008330181456, 'HR@5': 0.2518984743791476}","{'NDCG@5': 0.15842078225468179, 'HR@5': 0.22315401922683575}","{'NDCG@5': 0.12351098148949147, 'HR@5': 0.1789315889888253}"
"{'NDCG@5': 0.39216790384676087, 'HR@5': 0.47898198455819274}","{'NDCG@5': 0.3596065450785317, 'HR@5': 0.44571567672833495}","{'NDCG@5': 0.3313117936920216, 'HR@5': 0.4183323238441349}","{'NDCG@5': 0.30532294869032217, 'HR@5': 0.3908984830805134}","{'NDCG@5': 0.2653285526537701, 'HR@5': 0.3500521104742053}","{'NDCG@5': 0.23535741677688016, 'HR@5': 0.31414280109847}","{'NDCG@5': 0.20138213009822228, 'HR@5': 0.2768756998880179}","{'NDCG@5': 0.18122360629475462, 'HR@5': 0.25183006088800713}","{'NDCG@5': 0.1583361225971692, 'HR@5': 0.22369946137587782}","{'NDCG@5': 0.1240544781808187, 'HR@5': 0.17838648133006269}"
"{'NDCG@5': 0.3946771591352085, 'HR@5': 0.4784100657706606}","{'NDCG@5': 0.359900848644565, 'HR@5': 0.44839337877312563}","{'NDCG@5': 0.3316135321494734, 'HR@5': 0.4171209368059762}","{'NDCG@5': 0.30758389012449194, 'HR@5': 0.39189864977496247}","{'NDCG@5': 0.2651102947163698, 'HR@5': 0.34861907243355916}","{'NDCG@5': 0.23580454494987307, 'HR@5': 0.3140447234209494}","{'NDCG@5': 0.20469419924162527, 'HR@5': 0.2800951847704367}","{'NDCG@5': 0.18305950000255014, 'HR@5': 0.25497708148046794}","{'NDCG@5': 0.16018939930915174, 'HR@5': 0.22642667212108816}","{'NDCG@5': 0.1269126178961031, 'HR@5': 0.18356500408830745}"
"{'NDCG@5': 0.3854944205821333, 'HR@5': 0.46697169002001715}","{'NDCG@5': 0.35168765703935867, 'HR@5': 0.437682570593963}","{'NDCG@5': 0.3245544756765907, 'HR@5': 0.4078336361800929}","{'NDCG@5': 0.297481972320144, 'HR@5': 0.37722953825637606}","{'NDCG@5': 0.2584436784184135, 'HR@5': 0.34210526315789475}","{'NDCG@5': 0.23062450444944577, 'HR@5': 0.30776775205963125}","{'NDCG@5': 0.19694978290373893, 'HR@5': 0.26861702127659576}","{'NDCG@5': 0.17502976234205306, 'HR@5': 0.24478347130054046}","{'NDCG@5': 0.15236105151979634, 'HR@5': 0.21579055021476784}","{'NDCG@5': 0.11803711183894879, 'HR@5': 0.17225402016898336}"
"{'NDCG@5': 0.3901951781438101, 'HR@5': 0.4712610809265084}","{'NDCG@5': 0.35721787588359954, 'HR@5': 0.4423076923076923}","{'NDCG@5': 0.3266688170783382, 'HR@5': 0.413284877851807}","{'NDCG@5': 0.30193102283187073, 'HR@5': 0.3847307884647441}","{'NDCG@5': 0.26265827090207117, 'HR@5': 0.34640437727983325}","{'NDCG@5': 0.23004235559670858, 'HR@5': 0.3055119654766575}","{'NDCG@5': 0.1941334696220553, 'HR@5': 0.26644736842105265}","{'NDCG@5': 0.17544140553141513, 'HR@5': 0.2448518847916809}","{'NDCG@5': 0.15383061728109226, 'HR@5': 0.21592691075202836}","{'NDCG@5': 0.12061687662243635, 'HR@5': 0.17436631234668848}"
"{'NDCG@5': 0.3934449052926415, 'HR@5': 0.4792679439519588}","{'NDCG@5': 0.35885851974671845, 'HR@5': 0.4423076923076923}","{'NDCG@5': 0.3322175106406997, 'HR@5': 0.4169190389662831}","{'NDCG@5': 0.30587978376992797, 'HR@5': 0.38773128854809136}","{'NDCG@5': 0.2698304312084949, 'HR@5': 0.3546117769671704}","{'NDCG@5': 0.23465644004569408, 'HR@5': 0.31041584935268735}","{'NDCG@5': 0.1986691866243609, 'HR@5': 0.27512597984322507}","{'NDCG@5': 0.1789911872680639, 'HR@5': 0.24998289662721487}","{'NDCG@5': 0.1567168564796393, 'HR@5': 0.22172223358560034}","{'NDCG@5': 0.1251912222036132, 'HR@5': 0.18015808122104116}"
"{'NDCG@5': 0.3952146930856009, 'HR@5': 0.48212753788961965}","{'NDCG@5': 0.35535277187772535, 'HR@5': 0.4408471275559883}","{'NDCG@5': 0.33386121870396807, 'HR@5': 0.4165152432868968}","{'NDCG@5': 0.31007313387919494, 'HR@5': 0.39289881646941155}","{'NDCG@5': 0.26956596908153313, 'HR@5': 0.35291818655549767}","{'NDCG@5': 0.238998848706498, 'HR@5': 0.3167908983915261}","{'NDCG@5': 0.20273751467019024, 'HR@5': 0.27652575587905937}","{'NDCG@5': 0.18087013045590933, 'HR@5': 0.2525826092905521}","{'NDCG@5': 0.15733086052231418, 'HR@5': 0.22219949546601214}","{'NDCG@5': 0.12624943655505882, 'HR@5': 0.18111201962387571}"
"{'NDCG@5': 0.3893762233050548, 'HR@5': 0.4744066342579354}","{'NDCG@5': 0.3516794458610039, 'HR@5': 0.43865628042843235}","{'NDCG@5': 0.3298999631057321, 'HR@5': 0.41267918433272766}","{'NDCG@5': 0.3039075391776621, 'HR@5': 0.38589764960826806}","{'NDCG@5': 0.2639665358148798, 'HR@5': 0.34679520583637313}","{'NDCG@5': 0.23425396803936352, 'HR@5': 0.31061200470772854}","{'NDCG@5': 0.19750341844403782, 'HR@5': 0.2721864501679731}","{'NDCG@5': 0.17745813065152022, 'HR@5': 0.24669904905247314}","{'NDCG@5': 0.15351619844825912, 'HR@5': 0.2168132542442217}","{'NDCG@5': 0.12301705759019409, 'HR@5': 0.17743254292722813}"
"{'NDCG@5': 0.3859804087339902, 'HR@5': 0.4712610809265084}","{'NDCG@5': 0.35292454034635073, 'HR@5': 0.4371957156767283}","{'NDCG@5': 0.3266888572672239, 'HR@5': 0.40985261457702404}","{'NDCG@5': 0.2994808941668761, 'HR@5': 0.38456409401566927}","{'NDCG@5': 0.262589971992416, 'HR@5': 0.34327774882751433}","{'NDCG@5': 0.23201705699495173, 'HR@5': 0.30894468418987836}","{'NDCG@5': 0.19306717662229927, 'HR@5': 0.26602743561030234}","{'NDCG@5': 0.1758613920549015, 'HR@5': 0.2441677498802764}","{'NDCG@5': 0.1532633337118964, 'HR@5': 0.21715415558737303}","{'NDCG@5': 0.12394399283376674, 'HR@5': 0.17913600436086127}"
"{'NDCG@5': 0.39142411708958125, 'HR@5': 0.4772662281955962}","{'NDCG@5': 0.35769271812174297, 'HR@5': 0.4459591041869523}","{'NDCG@5': 0.3311479559561616, 'HR@5': 0.41025641025641024}","{'NDCG@5': 0.3052984052860021, 'HR@5': 0.39006501083513917}","{'NDCG@5': 0.26576881809632763, 'HR@5': 0.3457529963522668}","{'NDCG@5': 0.23716805457759213, 'HR@5': 0.313162024323264}","{'NDCG@5': 0.19881546480952927, 'HR@5': 0.27183650615901456}","{'NDCG@5': 0.178628535420805, 'HR@5': 0.2469042895258945}","{'NDCG@5': 0.15386873128237713, 'HR@5': 0.21722233585600328}","{'NDCG@5': 0.12029664926164255, 'HR@5': 0.17348051240119924}"
"{'NDCG@5': 0.38950461944259057, 'HR@5': 0.47097512153274235}","{'NDCG@5': 0.3593467009915582, 'HR@5': 0.44668938656280427}","{'NDCG@5': 0.33166050714742135, 'HR@5': 0.4106602059357965}","{'NDCG@5': 0.3063662841975659, 'HR@5': 0.3897316219369895}","{'NDCG@5': 0.268110275089169, 'HR@5': 0.3501823866597186}","{'NDCG@5': 0.23683018371356448, 'HR@5': 0.3115927814829345}","{'NDCG@5': 0.19902074740908443, 'HR@5': 0.2720464725643897}","{'NDCG@5': 0.18097486609785018, 'HR@5': 0.25018813710063625}","{'NDCG@5': 0.1578993986445401, 'HR@5': 0.22417672325628962}","{'NDCG@5': 0.12358042674663018, 'HR@5': 0.178454619787408}"
