test0,test1,test2,test3,test4,test5,test6,test7,test8,test9
"{'NDCG@5': 0.3883034121634225, 'HR@5': 0.4772662281955962}","{'NDCG@5': 0.3559341026291945, 'HR@5': 0.44279454722492695}","{'NDCG@5': 0.3247464144502261, 'HR@5': 0.41126589945487585}","{'NDCG@5': 0.29858836440631265, 'HR@5': 0.3872312052008668}","{'NDCG@5': 0.2623296811007096, 'HR@5': 0.3474465867639395}","{'NDCG@5': 0.22799788393238418, 'HR@5': 0.31198509219301684}","{'NDCG@5': 0.19256168441906038, 'HR@5': 0.2737262038073908}","{'NDCG@5': 0.17379541755105407, 'HR@5': 0.25046179106519806}","{'NDCG@5': 0.15049749334985932, 'HR@5': 0.22219949546601214}","{'NDCG@5': 0.11180813458975875, 'HR@5': 0.17075497410738621}"
"{'NDCG@5': 0.38969038161223696, 'HR@5': 0.4761223906205319}","{'NDCG@5': 0.358652202446959, 'HR@5': 0.443524829600779}","{'NDCG@5': 0.327997378489969, 'HR@5': 0.41449626488996566}","{'NDCG@5': 0.30034536775226583, 'HR@5': 0.3878979829971662}","{'NDCG@5': 0.2655247697362262, 'HR@5': 0.34940072954663887}","{'NDCG@5': 0.230397585006565, 'HR@5': 0.31326010200078463}","{'NDCG@5': 0.19492219988578577, 'HR@5': 0.2756159014557671}","{'NDCG@5': 0.17564531012674053, 'HR@5': 0.2513511664500239}","{'NDCG@5': 0.15288627885984288, 'HR@5': 0.22444944433081065}","{'NDCG@5': 0.11383638728167264, 'HR@5': 0.17327609702916327}"
"{'NDCG@5': 0.39316929046901217, 'HR@5': 0.4784100657706606}","{'NDCG@5': 0.3621813800221759, 'HR@5': 0.4462025316455696}","{'NDCG@5': 0.3295561023507255, 'HR@5': 0.4138905713708863}","{'NDCG@5': 0.3034286259821654, 'HR@5': 0.390231705284214}","{'NDCG@5': 0.266976411650722, 'HR@5': 0.3504429390307452}","{'NDCG@5': 0.23232537366054917, 'HR@5': 0.31453511180855237}","{'NDCG@5': 0.19714053016264366, 'HR@5': 0.2779955207166853}","{'NDCG@5': 0.1777602926435558, 'HR@5': 0.2540192926045016}","{'NDCG@5': 0.15438439552735175, 'HR@5': 0.22574486943478558}","{'NDCG@5': 0.11508774600300313, 'HR@5': 0.1744344508040338}"
"{'NDCG@5': 0.3929352080444474, 'HR@5': 0.4804117815270232}","{'NDCG@5': 0.36349062630348944, 'HR@5': 0.44936708860759494}","{'NDCG@5': 0.3290794648597693, 'HR@5': 0.4138905713708863}","{'NDCG@5': 0.303520685552038, 'HR@5': 0.39006501083513917}","{'NDCG@5': 0.26738946843188766, 'HR@5': 0.3512245961438249}","{'NDCG@5': 0.23325492720285895, 'HR@5': 0.3163985876814437}","{'NDCG@5': 0.19753783871776576, 'HR@5': 0.2778555431131019}","{'NDCG@5': 0.17829811356042843, 'HR@5': 0.25347198467537796}","{'NDCG@5': 0.15501697457766142, 'HR@5': 0.22615395104656713}","{'NDCG@5': 0.11576615691562395, 'HR@5': 0.1751839738348324}"
"{'NDCG@5': 0.39514224559290234, 'HR@5': 0.4804117815270232}","{'NDCG@5': 0.36567718301464736, 'HR@5': 0.4491236611489776}","{'NDCG@5': 0.33277656757871393, 'HR@5': 0.4167171411265899}","{'NDCG@5': 0.3067227629695685, 'HR@5': 0.39273212202033675}","{'NDCG@5': 0.270225707794254, 'HR@5': 0.3526576341844711}","{'NDCG@5': 0.236062622693919, 'HR@5': 0.31796783052177324}","{'NDCG@5': 0.20015495313263548, 'HR@5': 0.2800951847704367}","{'NDCG@5': 0.18190243954666488, 'HR@5': 0.25757679414380513}","{'NDCG@5': 0.15775421207463997, 'HR@5': 0.22826753937410513}","{'NDCG@5': 0.11859454302568433, 'HR@5': 0.17797765058599074}"
"{'NDCG@5': 0.3956601327570095, 'HR@5': 0.479839862739491}","{'NDCG@5': 0.3642657543127729, 'HR@5': 0.44668938656280427}","{'NDCG@5': 0.33232439930697, 'HR@5': 0.41590954976781747}","{'NDCG@5': 0.3056631349041155, 'HR@5': 0.3908984830805134}","{'NDCG@5': 0.26925788254518146, 'HR@5': 0.3530484627410109}","{'NDCG@5': 0.2355822937132063, 'HR@5': 0.3188505296194586}","{'NDCG@5': 0.199088491836869, 'HR@5': 0.27953527435610304}","{'NDCG@5': 0.181343610355819, 'HR@5': 0.25791886159950744}","{'NDCG@5': 0.15680067044117305, 'HR@5': 0.2275175564191723}","{'NDCG@5': 0.11687686510219986, 'HR@5': 0.1770918506405015}"
"{'NDCG@5': 0.4007181519345898, 'HR@5': 0.48069774092078926}","{'NDCG@5': 0.36956204551455824, 'HR@5': 0.44741966893865626}","{'NDCG@5': 0.33848109027126516, 'HR@5': 0.4199475065616798}","{'NDCG@5': 0.31047311303688097, 'HR@5': 0.39456576096016005}","{'NDCG@5': 0.27368121818602525, 'HR@5': 0.35526315789473684}","{'NDCG@5': 0.24154193948774816, 'HR@5': 0.32287171439780304}","{'NDCG@5': 0.20464830277565463, 'HR@5': 0.2835946248600224}","{'NDCG@5': 0.18558346908947063, 'HR@5': 0.26106588219196825}","{'NDCG@5': 0.16119029302587728, 'HR@5': 0.2312674711938365}","{'NDCG@5': 0.1205507354110867, 'HR@5': 0.18049877350776777}"
"{'NDCG@5': 0.3990333627973006, 'HR@5': 0.48298541607091794}","{'NDCG@5': 0.3659642938849422, 'HR@5': 0.44668938656280427}","{'NDCG@5': 0.3351322207986417, 'HR@5': 0.41893801736321423}","{'NDCG@5': 0.30737660402299233, 'HR@5': 0.3930655109184864}","{'NDCG@5': 0.2713990875846921, 'HR@5': 0.3535695674830641}","{'NDCG@5': 0.23863554819316904, 'HR@5': 0.3214005492349941}","{'NDCG@5': 0.20245149674050822, 'HR@5': 0.282474804031355}","{'NDCG@5': 0.1821969128808105, 'HR@5': 0.2572347266881029}","{'NDCG@5': 0.15892463205314455, 'HR@5': 0.22922206313492874}","{'NDCG@5': 0.11896793285526674, 'HR@5': 0.17865903515944398}"
"{'NDCG@5': 0.40239594317575644, 'HR@5': 0.48470117243351446}","{'NDCG@5': 0.37066582495558914, 'HR@5': 0.44839337877312563}","{'NDCG@5': 0.34014361777789803, 'HR@5': 0.42216838279830404}","{'NDCG@5': 0.31124084316558304, 'HR@5': 0.39556592765460913}","{'NDCG@5': 0.2738745308567554, 'HR@5': 0.35539343408025015}","{'NDCG@5': 0.24302955751568245, 'HR@5': 0.3246371125931738}","{'NDCG@5': 0.20637977124327314, 'HR@5': 0.2857642777155655}","{'NDCG@5': 0.18667485568556816, 'HR@5': 0.26209208455907507}","{'NDCG@5': 0.16266625677859162, 'HR@5': 0.23331287925274424}","{'NDCG@5': 0.1209815114935224, 'HR@5': 0.18131643499591169}"
"{'NDCG@5': 0.4029231818188622, 'HR@5': 0.48470117243351446}","{'NDCG@5': 0.372550814110261, 'HR@5': 0.45009737098344693}","{'NDCG@5': 0.3424885635534065, 'HR@5': 0.4241873611952352}","{'NDCG@5': 0.31287054746443194, 'HR@5': 0.39656609434905815}","{'NDCG@5': 0.27663018174897547, 'HR@5': 0.356696195935383}","{'NDCG@5': 0.24436594902550082, 'HR@5': 0.32473519027069436}","{'NDCG@5': 0.2065391314493238, 'HR@5': 0.28387458006718924}","{'NDCG@5': 0.18842574888371724, 'HR@5': 0.263597181364165}","{'NDCG@5': 0.16370592243942025, 'HR@5': 0.23269925683507192}","{'NDCG@5': 0.12210777986664578, 'HR@5': 0.18179340419732898}"
"{'NDCG@5': 0.4029880551414162, 'HR@5': 0.4852730912210466}","{'NDCG@5': 0.37153382283501696, 'HR@5': 0.4505842259006816}","{'NDCG@5': 0.34104223172780584, 'HR@5': 0.42358166767615585}","{'NDCG@5': 0.3123604099607152, 'HR@5': 0.39789964994165694}","{'NDCG@5': 0.27690508449293094, 'HR@5': 0.35838978634705576}","{'NDCG@5': 0.2437077001480108, 'HR@5': 0.32551981169085914}","{'NDCG@5': 0.2067320364954186, 'HR@5': 0.28506438969764836}","{'NDCG@5': 0.18763195228337953, 'HR@5': 0.2625025655059178}","{'NDCG@5': 0.16401131341471345, 'HR@5': 0.23413104247630737}","{'NDCG@5': 0.1215281264187027, 'HR@5': 0.18227037339874624}"
"{'NDCG@5': 0.4056955176040962, 'HR@5': 0.4875607663711753}","{'NDCG@5': 0.3740244904446645, 'HR@5': 0.45326192794547226}","{'NDCG@5': 0.3440914229642831, 'HR@5': 0.425600646073087}","{'NDCG@5': 0.31554071752348284, 'HR@5': 0.39923320553425573}","{'NDCG@5': 0.27876462535665425, 'HR@5': 0.3590411672746222}","{'NDCG@5': 0.2460895529768405, 'HR@5': 0.32581404472342096}","{'NDCG@5': 0.20938379530800505, 'HR@5': 0.28625419932810753}","{'NDCG@5': 0.1897313137785951, 'HR@5': 0.26428131627556956}","{'NDCG@5': 0.1664032046844741, 'HR@5': 0.235358287311652}","{'NDCG@5': 0.1238095601452065, 'HR@5': 0.18376941946034342}"
"{'NDCG@5': 0.4027075428561135, 'HR@5': 0.48584501000857877}","{'NDCG@5': 0.3719837801587921, 'HR@5': 0.4496105160662123}","{'NDCG@5': 0.3420239731964855, 'HR@5': 0.425600646073087}","{'NDCG@5': 0.31354058623130476, 'HR@5': 0.398899816636106}","{'NDCG@5': 0.2775654058110853, 'HR@5': 0.3579989577905159}","{'NDCG@5': 0.24472876023791126, 'HR@5': 0.32591212240094153}","{'NDCG@5': 0.20817632309003642, 'HR@5': 0.28604423292273234}","{'NDCG@5': 0.18777686956543896, 'HR@5': 0.26325511390846273}","{'NDCG@5': 0.16529721357105276, 'HR@5': 0.23508556623713098}","{'NDCG@5': 0.12259339611305929, 'HR@5': 0.1824066503134369}"
"{'NDCG@5': 0.40862208165768865, 'HR@5': 0.48984844152130397}","{'NDCG@5': 0.3768578201521303, 'HR@5': 0.4537487828627069}","{'NDCG@5': 0.347027794971243, 'HR@5': 0.4272158287906319}","{'NDCG@5': 0.3175406593512241, 'HR@5': 0.4017336222703784}","{'NDCG@5': 0.280938246735564, 'HR@5': 0.3594319958311621}","{'NDCG@5': 0.24900294369736625, 'HR@5': 0.32787367595135347}","{'NDCG@5': 0.2121818431345363, 'HR@5': 0.2888437849944009}","{'NDCG@5': 0.1920648276823679, 'HR@5': 0.26688102893890675}","{'NDCG@5': 0.16812136348900097, 'HR@5': 0.23658553214699665}","{'NDCG@5': 0.12412889968503397, 'HR@5': 0.18376941946034342}"
"{'NDCG@5': 0.40577908622104036, 'HR@5': 0.4884186445524735}","{'NDCG@5': 0.3751347661417698, 'HR@5': 0.45180136319376824}","{'NDCG@5': 0.34442383639814084, 'HR@5': 0.4251968503937008}","{'NDCG@5': 0.3153636849463439, 'HR@5': 0.40056676112685446}","{'NDCG@5': 0.27851764684050534, 'HR@5': 0.3572173006774362}","{'NDCG@5': 0.24631362624364772, 'HR@5': 0.32659866614358574}","{'NDCG@5': 0.20954074369644266, 'HR@5': 0.2868840985442329}","{'NDCG@5': 0.18889055711245314, 'HR@5': 0.263597181364165}","{'NDCG@5': 0.16704575967939309, 'HR@5': 0.2365173518783664}","{'NDCG@5': 0.12393453637318032, 'HR@5': 0.18472335786317798}"
"{'NDCG@5': 0.40782008753116367, 'HR@5': 0.4892765227337718}","{'NDCG@5': 0.3785561321359557, 'HR@5': 0.4537487828627069}","{'NDCG@5': 0.34849372492478536, 'HR@5': 0.4272158287906319}","{'NDCG@5': 0.3188988196891354, 'HR@5': 0.4022337056176029}","{'NDCG@5': 0.2816739983401089, 'HR@5': 0.3600833767587285}","{'NDCG@5': 0.24969908634766486, 'HR@5': 0.3274813652412711}","{'NDCG@5': 0.21343546702242575, 'HR@5': 0.2894736842105263}","{'NDCG@5': 0.19303901971833234, 'HR@5': 0.267975644797154}","{'NDCG@5': 0.16872677161581157, 'HR@5': 0.23713097429603872}","{'NDCG@5': 0.12522948005352774, 'HR@5': 0.18445080403379668}"
"{'NDCG@5': 0.40996173450607465, 'HR@5': 0.4904203603088361}","{'NDCG@5': 0.37855342482612586, 'HR@5': 0.4544790652385589}","{'NDCG@5': 0.34894882599024624, 'HR@5': 0.4282253179890975}","{'NDCG@5': 0.31928148643816984, 'HR@5': 0.4014002333722287}","{'NDCG@5': 0.28201072713475694, 'HR@5': 0.3607347576862949}","{'NDCG@5': 0.24993556004771333, 'HR@5': 0.32865829737151825}","{'NDCG@5': 0.2133583291336949, 'HR@5': 0.2891237402015677}","{'NDCG@5': 0.19406045306574254, 'HR@5': 0.26893343367312034}","{'NDCG@5': 0.16973102560700365, 'HR@5': 0.23876730074316493}","{'NDCG@5': 0.12542305212601026, 'HR@5': 0.1850640501499046}"
"{'NDCG@5': 0.40913467675310466, 'HR@5': 0.48984844152130397}","{'NDCG@5': 0.3775230518129915, 'HR@5': 0.45472249269717624}","{'NDCG@5': 0.3481530578360953, 'HR@5': 0.42741772663032507}","{'NDCG@5': 0.31897288705733595, 'HR@5': 0.4020670111685281}","{'NDCG@5': 0.2815472691541557, 'HR@5': 0.3599531005732152}","{'NDCG@5': 0.2495129219727867, 'HR@5': 0.32806983130639467}","{'NDCG@5': 0.21331756695022727, 'HR@5': 0.2893337066069429}","{'NDCG@5': 0.1930274194659376, 'HR@5': 0.26790723130601357}","{'NDCG@5': 0.16940987481774733, 'HR@5': 0.23808549805686235}","{'NDCG@5': 0.12590168508923838, 'HR@5': 0.18513218860724992}"
"{'NDCG@5': 0.41147976336872083, 'HR@5': 0.49070631970260226}","{'NDCG@5': 0.37887165307109216, 'HR@5': 0.4537487828627069}","{'NDCG@5': 0.35112183541996544, 'HR@5': 0.42923480718756307}","{'NDCG@5': 0.3201634276028649, 'HR@5': 0.40123353892315383}","{'NDCG@5': 0.28268604465525216, 'HR@5': 0.3599531005732152}","{'NDCG@5': 0.2502017364162923, 'HR@5': 0.32816790898391524}","{'NDCG@5': 0.21417455134243926, 'HR@5': 0.2891237402015677}","{'NDCG@5': 0.195189360584609, 'HR@5': 0.268728193199699}","{'NDCG@5': 0.17050447030629878, 'HR@5': 0.23829003886275313}","{'NDCG@5': 0.1269964568618992, 'HR@5': 0.18676751158353774}"
"{'NDCG@5': 0.4121557308469862, 'HR@5': 0.49099227909636833}","{'NDCG@5': 0.38079414964282304, 'HR@5': 0.4561830574488802}","{'NDCG@5': 0.3521165315405977, 'HR@5': 0.4304461942257218}","{'NDCG@5': 0.32192586880898766, 'HR@5': 0.40340056676112684}","{'NDCG@5': 0.28584926864825644, 'HR@5': 0.3636008337675873}","{'NDCG@5': 0.2508577755210012, 'HR@5': 0.3285602196939976}","{'NDCG@5': 0.21624107961017053, 'HR@5': 0.2903835386338186}","{'NDCG@5': 0.19632738249970483, 'HR@5': 0.26893343367312034}","{'NDCG@5': 0.17166705081737074, 'HR@5': 0.23938092316083726}","{'NDCG@5': 0.12770491135272638, 'HR@5': 0.1866312346688471}"
"{'NDCG@5': 0.4128184579959938, 'HR@5': 0.49070631970260226}","{'NDCG@5': 0.3824106184074654, 'HR@5': 0.4574001947419669}","{'NDCG@5': 0.35327149639253613, 'HR@5': 0.4316575812638805}","{'NDCG@5': 0.323196796567144, 'HR@5': 0.4049008168028005}","{'NDCG@5': 0.28657132861751006, 'HR@5': 0.3633402813965607}","{'NDCG@5': 0.2519545947627374, 'HR@5': 0.32885445272655944}","{'NDCG@5': 0.21765341716125836, 'HR@5': 0.2909434490481523}","{'NDCG@5': 0.1972897958789476, 'HR@5': 0.26934391461996304}","{'NDCG@5': 0.17224989649015085, 'HR@5': 0.23972182450398855}","{'NDCG@5': 0.12837452539171967, 'HR@5': 0.1871763423276097}"
"{'NDCG@5': 0.41169100408688947, 'HR@5': 0.4915641978839005}","{'NDCG@5': 0.3807722550766616, 'HR@5': 0.45642648490749754}","{'NDCG@5': 0.3522710475117079, 'HR@5': 0.43125378558449423}","{'NDCG@5': 0.32231237297429755, 'HR@5': 0.40473412235372563}","{'NDCG@5': 0.2849518837422449, 'HR@5': 0.36164669098488794}","{'NDCG@5': 0.2506598608421433, 'HR@5': 0.3277755982738329}","{'NDCG@5': 0.21561813674752914, 'HR@5': 0.2894736842105263}","{'NDCG@5': 0.19700393355895585, 'HR@5': 0.2694123281111035}","{'NDCG@5': 0.17179750561703455, 'HR@5': 0.23999454557850958}","{'NDCG@5': 0.1275899502880321, 'HR@5': 0.18704006541291904}"
"{'NDCG@5': 0.41272852104699487, 'HR@5': 0.49099227909636833}","{'NDCG@5': 0.3838605152548756, 'HR@5': 0.4578870496592016}","{'NDCG@5': 0.3548374060489937, 'HR@5': 0.43226327478295984}","{'NDCG@5': 0.3242943140032916, 'HR@5': 0.40373395565927656}","{'NDCG@5': 0.2876485629594334, 'HR@5': 0.36503387180823343}","{'NDCG@5': 0.25279753724054144, 'HR@5': 0.3287563750490388}","{'NDCG@5': 0.21876144450125448, 'HR@5': 0.2926231802911534}","{'NDCG@5': 0.19845466709217077, 'HR@5': 0.2701648765136485}","{'NDCG@5': 0.1733678814810283, 'HR@5': 0.24128997068248448}","{'NDCG@5': 0.12964083763674603, 'HR@5': 0.18935677296266012}"
"{'NDCG@5': 0.41476760993742734, 'HR@5': 0.49099227909636833}","{'NDCG@5': 0.3823219201855404, 'HR@5': 0.45691333982473226}","{'NDCG@5': 0.3546097718210625, 'HR@5': 0.4330708661417323}","{'NDCG@5': 0.3245438479290869, 'HR@5': 0.40290048341390233}","{'NDCG@5': 0.28830378013489044, 'HR@5': 0.3649035956227202}","{'NDCG@5': 0.2533964624823587, 'HR@5': 0.3297371518242448}","{'NDCG@5': 0.21945823312277285, 'HR@5': 0.29248320268757}","{'NDCG@5': 0.19905226178257057, 'HR@5': 0.26995963604022716}","{'NDCG@5': 0.17373700295857997, 'HR@5': 0.24122179041385422}","{'NDCG@5': 0.1292451594318841, 'HR@5': 0.187448896156991}"
"{'NDCG@5': 0.4154027121264823, 'HR@5': 0.4915641978839005}","{'NDCG@5': 0.38497238058231587, 'HR@5': 0.4605647517039922}","{'NDCG@5': 0.3563896418875909, 'HR@5': 0.4334746618211185}","{'NDCG@5': 0.3263173676094945, 'HR@5': 0.4045674279046508}","{'NDCG@5': 0.2897610333668249, 'HR@5': 0.36594580510682645}","{'NDCG@5': 0.25476724423647285, 'HR@5': 0.33071792859945076}","{'NDCG@5': 0.2199394770109719, 'HR@5': 0.291013437849944}","{'NDCG@5': 0.2003654879722593, 'HR@5': 0.27050694396935077}","{'NDCG@5': 0.17455136876905253, 'HR@5': 0.24183541283152657}","{'NDCG@5': 0.13015321802945215, 'HR@5': 0.1885391114745162}"
"{'NDCG@5': 0.41948543820385387, 'HR@5': 0.4944237918215613}","{'NDCG@5': 0.3876601725312206, 'HR@5': 0.46153846153846156}","{'NDCG@5': 0.3582392483070916, 'HR@5': 0.4330708661417323}","{'NDCG@5': 0.32772835074043577, 'HR@5': 0.405400900150025}","{'NDCG@5': 0.2928588872872912, 'HR@5': 0.3677696717040125}","{'NDCG@5': 0.2573020407212687, 'HR@5': 0.3310121616320126}","{'NDCG@5': 0.22348406721263497, 'HR@5': 0.2936730123180291}","{'NDCG@5': 0.2024726575749603, 'HR@5': 0.2722172812478621}","{'NDCG@5': 0.1767038142957546, 'HR@5': 0.2438808208904343}","{'NDCG@5': 0.13217161228440275, 'HR@5': 0.1901062959934587}"
"{'NDCG@5': 0.41699028737965765, 'HR@5': 0.49299399485273093}","{'NDCG@5': 0.38648528627286677, 'HR@5': 0.46105160662122685}","{'NDCG@5': 0.35650495198619014, 'HR@5': 0.43246517262265294}","{'NDCG@5': 0.32681697348550215, 'HR@5': 0.4064010668444741}","{'NDCG@5': 0.290283287959408, 'HR@5': 0.36633663366336633}","{'NDCG@5': 0.25599427029522087, 'HR@5': 0.33052177324440957}","{'NDCG@5': 0.2226985307417373, 'HR@5': 0.294442889137738}","{'NDCG@5': 0.2016460331926157, 'HR@5': 0.27214886775672165}","{'NDCG@5': 0.17582619168879848, 'HR@5': 0.243267198472762}","{'NDCG@5': 0.13075990669288376, 'HR@5': 0.18894794221858818}"
"{'NDCG@5': 0.41761284262133835, 'HR@5': 0.4927080354589648}","{'NDCG@5': 0.3866863437642255, 'HR@5': 0.4608081791626095}","{'NDCG@5': 0.35860823574820444, 'HR@5': 0.4346860488592772}","{'NDCG@5': 0.3274521690287339, 'HR@5': 0.40590098349724957}","{'NDCG@5': 0.29089339675477505, 'HR@5': 0.36633663366336633}","{'NDCG@5': 0.25680686543077247, 'HR@5': 0.3303256178893684}","{'NDCG@5': 0.22378710738081492, 'HR@5': 0.29430291153415455}","{'NDCG@5': 0.20243090581033776, 'HR@5': 0.27324348361496886}","{'NDCG@5': 0.17672531726702218, 'HR@5': 0.24360809981591328}","{'NDCG@5': 0.13163940371983895, 'HR@5': 0.18949304987735077}"
"{'NDCG@5': 0.4169216721968854, 'HR@5': 0.4915641978839005}","{'NDCG@5': 0.38709402475361454, 'HR@5': 0.46105160662122685}","{'NDCG@5': 0.35737056054630134, 'HR@5': 0.4332727639814254}","{'NDCG@5': 0.32735181482155823, 'HR@5': 0.4044007334555759}","{'NDCG@5': 0.29164856891481744, 'HR@5': 0.36633663366336633}","{'NDCG@5': 0.2574639447722734, 'HR@5': 0.33169870537465673}","{'NDCG@5': 0.22363227605148728, 'HR@5': 0.2945828667413214}","{'NDCG@5': 0.2026496593799179, 'HR@5': 0.27255934870356435}","{'NDCG@5': 0.17731530896537387, 'HR@5': 0.24497170518851843}","{'NDCG@5': 0.1327491111619967, 'HR@5': 0.19051512673753065}"
"{'NDCG@5': 0.4173546779753247, 'HR@5': 0.4935659136402631}","{'NDCG@5': 0.38734693865216596, 'HR@5': 0.4612950340798442}","{'NDCG@5': 0.3580357144640877, 'HR@5': 0.43508984453866345}","{'NDCG@5': 0.3282844146345121, 'HR@5': 0.40590098349724957}","{'NDCG@5': 0.2920225051933014, 'HR@5': 0.3677696717040125}","{'NDCG@5': 0.2587773317347169, 'HR@5': 0.33424872499019226}","{'NDCG@5': 0.22492095963335085, 'HR@5': 0.2961926091825308}","{'NDCG@5': 0.20285868696067705, 'HR@5': 0.2735855510706711}","{'NDCG@5': 0.17737581001240615, 'HR@5': 0.2442217222335856}","{'NDCG@5': 0.13232728446611355, 'HR@5': 0.19051512673753065}"
"{'NDCG@5': 0.4176553236434747, 'HR@5': 0.4927080354589648}","{'NDCG@5': 0.3867107461223517, 'HR@5': 0.46105160662122685}","{'NDCG@5': 0.357681786247887, 'HR@5': 0.4348879466989703}","{'NDCG@5': 0.3279045532894428, 'HR@5': 0.405400900150025}","{'NDCG@5': 0.29181784468479993, 'HR@5': 0.3676393955184992}","{'NDCG@5': 0.25776615667192554, 'HR@5': 0.3326794821498627}","{'NDCG@5': 0.22411321443934298, 'HR@5': 0.29493281075027994}","{'NDCG@5': 0.20313807787598537, 'HR@5': 0.2739960320175139}","{'NDCG@5': 0.1778324434374375, 'HR@5': 0.2455171473375605}","{'NDCG@5': 0.13226732197151372, 'HR@5': 0.19017443445080404}"
"{'NDCG@5': 0.4168673964044932, 'HR@5': 0.4924220760651987}","{'NDCG@5': 0.38737522342506214, 'HR@5': 0.46007789678675753}","{'NDCG@5': 0.35797161151828993, 'HR@5': 0.43367655966081164}","{'NDCG@5': 0.3303602135137014, 'HR@5': 0.40740123353892316}","{'NDCG@5': 0.292914217492507, 'HR@5': 0.3677696717040125}","{'NDCG@5': 0.25881263312586084, 'HR@5': 0.3320910160847391}","{'NDCG@5': 0.2257613928562733, 'HR@5': 0.2961926091825308}","{'NDCG@5': 0.20381668793581276, 'HR@5': 0.27351713757953067}","{'NDCG@5': 0.178909364897799, 'HR@5': 0.24592622894934207}","{'NDCG@5': 0.13183667589113934, 'HR@5': 0.1877214499863723}"
"{'NDCG@5': 0.41811070658817984, 'HR@5': 0.49413783242779524}","{'NDCG@5': 0.3845677282883202, 'HR@5': 0.4574001947419669}","{'NDCG@5': 0.3572445113345761, 'HR@5': 0.4328689683020392}","{'NDCG@5': 0.32765967029137866, 'HR@5': 0.4069011501916986}","{'NDCG@5': 0.29186738152681896, 'HR@5': 0.36829077644606567}","{'NDCG@5': 0.25738271783091954, 'HR@5': 0.3318948607296979}","{'NDCG@5': 0.2251551112981019, 'HR@5': 0.29759238521836506}","{'NDCG@5': 0.20291226689993921, 'HR@5': 0.27365396456181157}","{'NDCG@5': 0.17761395710569639, 'HR@5': 0.24510806572577895}","{'NDCG@5': 0.13195280095532122, 'HR@5': 0.18915235759062415}"
"{'NDCG@5': 0.4192079669263408, 'HR@5': 0.4952816700028596}","{'NDCG@5': 0.38717218705130485, 'HR@5': 0.46153846153846156}","{'NDCG@5': 0.35978821227537605, 'HR@5': 0.43670502725620836}","{'NDCG@5': 0.3299867409360275, 'HR@5': 0.407567927987998}","{'NDCG@5': 0.2934550962175155, 'HR@5': 0.36855132881709224}","{'NDCG@5': 0.2588040342340101, 'HR@5': 0.3327775598273833}","{'NDCG@5': 0.22650173385321834, 'HR@5': 0.2978023516237402}","{'NDCG@5': 0.20452146918998573, 'HR@5': 0.2746801669289184}","{'NDCG@5': 0.1790631547299357, 'HR@5': 0.24592622894934207}","{'NDCG@5': 0.13324756544540042, 'HR@5': 0.19044698828018533}"
"{'NDCG@5': 0.4197322749403004, 'HR@5': 0.4952816700028596}","{'NDCG@5': 0.38696452042839347, 'HR@5': 0.4612950340798442}","{'NDCG@5': 0.35979933757014704, 'HR@5': 0.43367655966081164}","{'NDCG@5': 0.32868992236740313, 'HR@5': 0.40473412235372563}","{'NDCG@5': 0.29317213724336805, 'HR@5': 0.36816050026055236}","{'NDCG@5': 0.2585734553706905, 'HR@5': 0.33130639466457434}","{'NDCG@5': 0.22637127015289812, 'HR@5': 0.29612262038073905}","{'NDCG@5': 0.20431428456658934, 'HR@5': 0.2741328589997948}","{'NDCG@5': 0.17833232073674432, 'HR@5': 0.2442217222335856}","{'NDCG@5': 0.1327801225241837, 'HR@5': 0.18894794221858818}"
"{'NDCG@5': 0.41933081343343875, 'HR@5': 0.4952816700028596}","{'NDCG@5': 0.38692028494725583, 'HR@5': 0.46007789678675753}","{'NDCG@5': 0.3587633878156741, 'HR@5': 0.4320613769432667}","{'NDCG@5': 0.32987324766417264, 'HR@5': 0.4067344557426238}","{'NDCG@5': 0.29357844971174135, 'HR@5': 0.36868160500260555}","{'NDCG@5': 0.2604778446439136, 'HR@5': 0.33316987053746566}","{'NDCG@5': 0.2267159576955509, 'HR@5': 0.29654255319148937}","{'NDCG@5': 0.20469239540106143, 'HR@5': 0.27406444550865433}","{'NDCG@5': 0.17934200526305139, 'HR@5': 0.24449444330810663}","{'NDCG@5': 0.13315560865148274, 'HR@5': 0.18915235759062415}"
"{'NDCG@5': 0.4204144635675174, 'HR@5': 0.4952816700028596}","{'NDCG@5': 0.38756299933516974, 'HR@5': 0.4605647517039922}","{'NDCG@5': 0.36003841464076974, 'HR@5': 0.4316575812638805}","{'NDCG@5': 0.32978447543683226, 'HR@5': 0.4057342890481747}","{'NDCG@5': 0.29394147164324197, 'HR@5': 0.3684210526315789}","{'NDCG@5': 0.26102174720885435, 'HR@5': 0.33385641428010987}","{'NDCG@5': 0.228281353932697, 'HR@5': 0.2982222844344905}","{'NDCG@5': 0.20474455533238403, 'HR@5': 0.27269617568584525}","{'NDCG@5': 0.17972493783054996, 'HR@5': 0.24394900115906457}","{'NDCG@5': 0.13302552391861494, 'HR@5': 0.18867538838920686}"
