test0,test1,test2,test3,test4,test5,test6,test7,test8,test9
"{'NDCG@5': 0.4503680912545305, 'HR@5': 0.5207320560480412}","{'NDCG@5': 0.4137513093948505, 'HR@5': 0.48417721518987344}","{'NDCG@5': 0.38726641454182453, 'HR@5': 0.4609327680193822}","{'NDCG@5': 0.362127224330672, 'HR@5': 0.4405734289048175}","{'NDCG@5': 0.3270383025612891, 'HR@5': 0.40476810838978633}","{'NDCG@5': 0.29296814132913784, 'HR@5': 0.37083169870537463}","{'NDCG@5': 0.25633037855191365, 'HR@5': 0.33538633818589025}","{'NDCG@5': 0.23205320703394414, 'HR@5': 0.3086816720257235}","{'NDCG@5': 0.20126482629381015, 'HR@5': 0.2723801731778823}","{'NDCG@5': 0.15506036229213696, 'HR@5': 0.2176342327609703}"
"{'NDCG@5': 0.4517995781443922, 'HR@5': 0.5218758936231055}","{'NDCG@5': 0.415079492512952, 'HR@5': 0.4856377799415774}","{'NDCG@5': 0.3886347353761812, 'HR@5': 0.46315364425600647}","{'NDCG@5': 0.363398655481837, 'HR@5': 0.44174029004834137}","{'NDCG@5': 0.3272679754774781, 'HR@5': 0.40489838457529964}","{'NDCG@5': 0.29356428751879055, 'HR@5': 0.3716163201255394}","{'NDCG@5': 0.2568234143848079, 'HR@5': 0.33531634938409854}","{'NDCG@5': 0.23293654726790072, 'HR@5': 0.3096394609016898}","{'NDCG@5': 0.202184869382068, 'HR@5': 0.2737437785504875}","{'NDCG@5': 0.15581379986775898, 'HR@5': 0.2187244480784955}"
"{'NDCG@5': 0.45268775969609104, 'HR@5': 0.5241635687732342}","{'NDCG@5': 0.4155697965436754, 'HR@5': 0.48515092502434276}","{'NDCG@5': 0.3900730059439653, 'HR@5': 0.4643650312941652}","{'NDCG@5': 0.36380965244806585, 'HR@5': 0.44174029004834137}","{'NDCG@5': 0.32798154556392994, 'HR@5': 0.4050286607608129}","{'NDCG@5': 0.2940963308671721, 'HR@5': 0.3720086308356218}","{'NDCG@5': 0.257397591316391, 'HR@5': 0.33636618141097424}","{'NDCG@5': 0.23365060375107743, 'HR@5': 0.3107340767599371}","{'NDCG@5': 0.20295041315837956, 'HR@5': 0.2748346628485716}","{'NDCG@5': 0.1556868262024101, 'HR@5': 0.21865630962115018}"
"{'NDCG@5': 0.45345858689640806, 'HR@5': 0.5253074063482985}","{'NDCG@5': 0.41607165448820804, 'HR@5': 0.48588120740019475}","{'NDCG@5': 0.390429190414567, 'HR@5': 0.4647688269735514}","{'NDCG@5': 0.3642460280095957, 'HR@5': 0.44274045674279044}","{'NDCG@5': 0.3290218554809671, 'HR@5': 0.40711307972902555}","{'NDCG@5': 0.2946103083993018, 'HR@5': 0.3730874852883484}","{'NDCG@5': 0.25769656729327367, 'HR@5': 0.3367861142217245}","{'NDCG@5': 0.2345831909736596, 'HR@5': 0.3116918656359034}","{'NDCG@5': 0.2035592703384092, 'HR@5': 0.27572100634076496}","{'NDCG@5': 0.1564062333183508, 'HR@5': 0.21961024802398474}"
"{'NDCG@5': 0.4538717615148753, 'HR@5': 0.5253074063482985}","{'NDCG@5': 0.41725014058967397, 'HR@5': 0.48855890944498537}","{'NDCG@5': 0.3903271839337614, 'HR@5': 0.4639612356147789}","{'NDCG@5': 0.36479754888512606, 'HR@5': 0.44307384564094016}","{'NDCG@5': 0.32903210715744924, 'HR@5': 0.40659197498697236}","{'NDCG@5': 0.2956102674071843, 'HR@5': 0.3742644174185955}","{'NDCG@5': 0.25838445234218466, 'HR@5': 0.33790593505039196}","{'NDCG@5': 0.23515410105868373, 'HR@5': 0.31244441403844836}","{'NDCG@5': 0.20361068806031127, 'HR@5': 0.27572100634076496}","{'NDCG@5': 0.157293675695924, 'HR@5': 0.22035977105478333}"
"{'NDCG@5': 0.4548116579115826, 'HR@5': 0.5264512439233628}","{'NDCG@5': 0.41824217074921793, 'HR@5': 0.48977604673807207}","{'NDCG@5': 0.39136071572683767, 'HR@5': 0.465778316172017}","{'NDCG@5': 0.36555775845159705, 'HR@5': 0.44340723453908987}","{'NDCG@5': 0.33034591432615507, 'HR@5': 0.4081552892131318}","{'NDCG@5': 0.29559307750882013, 'HR@5': 0.3747548058061985}","{'NDCG@5': 0.2598567043698794, 'HR@5': 0.33986562150055993}","{'NDCG@5': 0.23583199247933964, 'HR@5': 0.31264965451186977}","{'NDCG@5': 0.20441959542143556, 'HR@5': 0.2758573668780255}","{'NDCG@5': 0.15783499192251627, 'HR@5': 0.22090487871354592}"
"{'NDCG@5': 0.45474612801160463, 'HR@5': 0.5273091221046612}","{'NDCG@5': 0.41858334956841287, 'HR@5': 0.4892891918208374}","{'NDCG@5': 0.3926072388493625, 'HR@5': 0.467595396729255}","{'NDCG@5': 0.36624726082000947, 'HR@5': 0.44440740123353895}","{'NDCG@5': 0.3313720483018077, 'HR@5': 0.40958832725377803}","{'NDCG@5': 0.2962375433839925, 'HR@5': 0.3755394272263633}","{'NDCG@5': 0.25985441943339316, 'HR@5': 0.3393057110862262}","{'NDCG@5': 0.23660208285036932, 'HR@5': 0.3131969624409934}","{'NDCG@5': 0.205353680537401, 'HR@5': 0.2766073498329583}","{'NDCG@5': 0.15842074951044613, 'HR@5': 0.22076860179885527}"
"{'NDCG@5': 0.4554940537102452, 'HR@5': 0.5275950814984273}","{'NDCG@5': 0.41955171900914223, 'HR@5': 0.48977604673807207}","{'NDCG@5': 0.39305756191865565, 'HR@5': 0.467595396729255}","{'NDCG@5': 0.3678382839162332, 'HR@5': 0.44640773462243705}","{'NDCG@5': 0.33204844154910723, 'HR@5': 0.4106305367378843}","{'NDCG@5': 0.29685026207569465, 'HR@5': 0.3763240486465281}","{'NDCG@5': 0.2605932739165997, 'HR@5': 0.33986562150055993}","{'NDCG@5': 0.23728030988740212, 'HR@5': 0.31408633782581924}","{'NDCG@5': 0.2055960350516103, 'HR@5': 0.2774936933251517}","{'NDCG@5': 0.15941719124500967, 'HR@5': 0.22281275551921503}"
"{'NDCG@5': 0.4560302294894583, 'HR@5': 0.5287389190734916}","{'NDCG@5': 0.4193897840291779, 'HR@5': 0.48880233690360275}","{'NDCG@5': 0.3928306522674204, 'HR@5': 0.46678780537048253}","{'NDCG@5': 0.3684743480416718, 'HR@5': 0.44707451241873647}","{'NDCG@5': 0.3323698250865923, 'HR@5': 0.4106305367378843}","{'NDCG@5': 0.2972842860461902, 'HR@5': 0.3767163593566104}","{'NDCG@5': 0.2608997534446643, 'HR@5': 0.3404255319148936}","{'NDCG@5': 0.23823233897995275, 'HR@5': 0.3153177806663474}","{'NDCG@5': 0.20610894597274412, 'HR@5': 0.2781754960114543}","{'NDCG@5': 0.16018023606097198, 'HR@5': 0.2237666939220496}"
"{'NDCG@5': 0.45630042441104257, 'HR@5': 0.5278810408921933}","{'NDCG@5': 0.4204671952772173, 'HR@5': 0.4909931840311587}","{'NDCG@5': 0.3938990292419561, 'HR@5': 0.46820109024833434}","{'NDCG@5': 0.36895547587279903, 'HR@5': 0.4469078179696616}","{'NDCG@5': 0.3326604666787653, 'HR@5': 0.41089108910891087}","{'NDCG@5': 0.29755893181938037, 'HR@5': 0.3771086700666928}","{'NDCG@5': 0.26168941713774496, 'HR@5': 0.3414753639417693}","{'NDCG@5': 0.2386651471463515, 'HR@5': 0.3151809536840665}","{'NDCG@5': 0.2064042471436674, 'HR@5': 0.27906183950364766}","{'NDCG@5': 0.15992955569424025, 'HR@5': 0.22328972472063233}"
"{'NDCG@5': 0.4570495308294556, 'HR@5': 0.5281670002859594}","{'NDCG@5': 0.42097350760597446, 'HR@5': 0.4907497565725414}","{'NDCG@5': 0.39538900165380036, 'HR@5': 0.46961437512618615}","{'NDCG@5': 0.3692588350228332, 'HR@5': 0.4472412068678113}","{'NDCG@5': 0.3330198948162189, 'HR@5': 0.41089108910891087}","{'NDCG@5': 0.29820892609167676, 'HR@5': 0.3775990584542958}","{'NDCG@5': 0.26181401005256116, 'HR@5': 0.341545352743561}","{'NDCG@5': 0.23951232767959116, 'HR@5': 0.31689129096257784}","{'NDCG@5': 0.20664304536971864, 'HR@5': 0.2788572986977569}","{'NDCG@5': 0.16065292849993767, 'HR@5': 0.2245843554101935}"
"{'NDCG@5': 0.4574703516786763, 'HR@5': 0.5281670002859594}","{'NDCG@5': 0.4217746143918386, 'HR@5': 0.49221032132424536}","{'NDCG@5': 0.3951624515173646, 'HR@5': 0.46961437512618615}","{'NDCG@5': 0.36961590756525453, 'HR@5': 0.447574595765961}","{'NDCG@5': 0.33321640892304083, 'HR@5': 0.40997915581031785}","{'NDCG@5': 0.2986919358581896, 'HR@5': 0.3779913691643782}","{'NDCG@5': 0.26210218608485475, 'HR@5': 0.34217525195968646}","{'NDCG@5': 0.23999401186729621, 'HR@5': 0.31668605048915643}","{'NDCG@5': 0.2072828744947192, 'HR@5': 0.28001636326447127}","{'NDCG@5': 0.16160118672120596, 'HR@5': 0.22574270918506406}"
"{'NDCG@5': 0.45832535155556386, 'HR@5': 0.5293108378610237}","{'NDCG@5': 0.4214616758032808, 'HR@5': 0.4917234664070107}","{'NDCG@5': 0.3953408902066601, 'HR@5': 0.4686048859277206}","{'NDCG@5': 0.37036277150297614, 'HR@5': 0.4479079846641107}","{'NDCG@5': 0.3336139588357703, 'HR@5': 0.4110213652944242}","{'NDCG@5': 0.2991982839449513, 'HR@5': 0.3779913691643782}","{'NDCG@5': 0.2626915003732599, 'HR@5': 0.34308510638297873}","{'NDCG@5': 0.24042820427408276, 'HR@5': 0.31730177190942055}","{'NDCG@5': 0.20783449836847226, 'HR@5': 0.28056180541351333}","{'NDCG@5': 0.16225616411038404, 'HR@5': 0.22669664758789862}"
"{'NDCG@5': 0.4581739067332485, 'HR@5': 0.5293108378610237}","{'NDCG@5': 0.4223876499770982, 'HR@5': 0.4939143135345667}","{'NDCG@5': 0.39604920531946497, 'HR@5': 0.4702200686452655}","{'NDCG@5': 0.3714634901465125, 'HR@5': 0.4490748458076346}","{'NDCG@5': 0.3339942800740711, 'HR@5': 0.41050026055237104}","{'NDCG@5': 0.2995135648181401, 'HR@5': 0.37828560219693996}","{'NDCG@5': 0.26327128251386456, 'HR@5': 0.3435750279955207}","{'NDCG@5': 0.24083014646498174, 'HR@5': 0.31784907983854416}","{'NDCG@5': 0.20800765365921337, 'HR@5': 0.28022090407036204}","{'NDCG@5': 0.16224675569459387, 'HR@5': 0.22621967838648133}"
"{'NDCG@5': 0.4582947013011594, 'HR@5': 0.5295967972547898}","{'NDCG@5': 0.4227468474714513, 'HR@5': 0.4939143135345667}","{'NDCG@5': 0.39654234536901056, 'HR@5': 0.47122955784373105}","{'NDCG@5': 0.3718569983040778, 'HR@5': 0.4490748458076346}","{'NDCG@5': 0.3342591598058805, 'HR@5': 0.4106305367378843}","{'NDCG@5': 0.29946394644047164, 'HR@5': 0.3775009807767752}","{'NDCG@5': 0.26386646355197924, 'HR@5': 0.3440649496080627}","{'NDCG@5': 0.24094342090165727, 'HR@5': 0.31743859889170145}","{'NDCG@5': 0.20862797321715804, 'HR@5': 0.28117542783118565}","{'NDCG@5': 0.16304319814435086, 'HR@5': 0.2272417552466612}"
"{'NDCG@5': 0.4585562685869944, 'HR@5': 0.5293108378610237}","{'NDCG@5': 0.4226588842007242, 'HR@5': 0.4944011684518014}","{'NDCG@5': 0.39672629731643705, 'HR@5': 0.4714314556834242}","{'NDCG@5': 0.37214062763785927, 'HR@5': 0.449741623603934}","{'NDCG@5': 0.334873175129692, 'HR@5': 0.4116727462219906}","{'NDCG@5': 0.2998482987919077, 'HR@5': 0.37867791290702235}","{'NDCG@5': 0.2642201919594418, 'HR@5': 0.34441489361702127}","{'NDCG@5': 0.24115930177848868, 'HR@5': 0.31757542587398235}","{'NDCG@5': 0.20868302641720307, 'HR@5': 0.28083452648803436}","{'NDCG@5': 0.16365083791870097, 'HR@5': 0.22778686290542383}"
"{'NDCG@5': 0.45909921937754644, 'HR@5': 0.530454675436088}","{'NDCG@5': 0.4224565579715529, 'HR@5': 0.4939143135345667}","{'NDCG@5': 0.397323289185548, 'HR@5': 0.47082576216434485}","{'NDCG@5': 0.3725213152392093, 'HR@5': 0.44957492915485914}","{'NDCG@5': 0.33602953858432527, 'HR@5': 0.41271495570609695}","{'NDCG@5': 0.3001474095612962, 'HR@5': 0.37907022361710474}","{'NDCG@5': 0.26432448350123045, 'HR@5': 0.34476483762597987}","{'NDCG@5': 0.24203335801706072, 'HR@5': 0.3188068687145105}","{'NDCG@5': 0.20879409159050383, 'HR@5': 0.2809027067566646}","{'NDCG@5': 0.16343504459798266, 'HR@5': 0.22785500136276915}"
"{'NDCG@5': 0.45889081249572206, 'HR@5': 0.5298827566485559}","{'NDCG@5': 0.4225693061643561, 'HR@5': 0.49221032132424536}","{'NDCG@5': 0.397649344908153, 'HR@5': 0.4718352513628104}","{'NDCG@5': 0.3725778982660964, 'HR@5': 0.4492415402567094}","{'NDCG@5': 0.3363124101588794, 'HR@5': 0.4129755080771235}","{'NDCG@5': 0.3007240189058744, 'HR@5': 0.37975676735974895}","{'NDCG@5': 0.26439955156083267, 'HR@5': 0.344484882418813}","{'NDCG@5': 0.24172087651675378, 'HR@5': 0.3181911472942464}","{'NDCG@5': 0.2090356841746629, 'HR@5': 0.28165268971159746}","{'NDCG@5': 0.1634577691687073, 'HR@5': 0.22717361678931589}"
"{'NDCG@5': 0.4586970414979804, 'HR@5': 0.530454675436088}","{'NDCG@5': 0.4228488024680154, 'HR@5': 0.49294060370009735}","{'NDCG@5': 0.3976274753620857, 'HR@5': 0.4718352513628104}","{'NDCG@5': 0.3732418966927642, 'HR@5': 0.449741623603934}","{'NDCG@5': 0.33670793905686314, 'HR@5': 0.4131057842626368}","{'NDCG@5': 0.3014029004702037, 'HR@5': 0.3808356218124755}","{'NDCG@5': 0.2648458301290177, 'HR@5': 0.34532474804031354}","{'NDCG@5': 0.24261012641235002, 'HR@5': 0.3192857631524937}","{'NDCG@5': 0.20932084614607435, 'HR@5': 0.28185723051748823}","{'NDCG@5': 0.16333788244155864, 'HR@5': 0.22717361678931589}"
"{'NDCG@5': 0.4587278542627018, 'HR@5': 0.5307406348298541}","{'NDCG@5': 0.4225093194928421, 'HR@5': 0.49148003894839337}","{'NDCG@5': 0.3980060404386866, 'HR@5': 0.4730466384009691}","{'NDCG@5': 0.37300954592453534, 'HR@5': 0.449741623603934}","{'NDCG@5': 0.3371847555918283, 'HR@5': 0.4141479937467431}","{'NDCG@5': 0.30116188293863455, 'HR@5': 0.3801490780698313}","{'NDCG@5': 0.2649826050025054, 'HR@5': 0.3451147816349384}","{'NDCG@5': 0.24256043995748522, 'HR@5': 0.3187384552233701}","{'NDCG@5': 0.20980056983160622, 'HR@5': 0.28212995159200926}","{'NDCG@5': 0.16396860365664506, 'HR@5': 0.22758244753338785}"
"{'NDCG@5': 0.4589132571208752, 'HR@5': 0.5307406348298541}","{'NDCG@5': 0.42281185380853026, 'HR@5': 0.49123661148977604}","{'NDCG@5': 0.39795197301275825, 'HR@5': 0.472844740561276}","{'NDCG@5': 0.37330521715956866, 'HR@5': 0.4509084847474579}","{'NDCG@5': 0.3373793999829374, 'HR@5': 0.4137571651902032}","{'NDCG@5': 0.30161438018187464, 'HR@5': 0.3802471557473519}","{'NDCG@5': 0.26514243068949234, 'HR@5': 0.3449048152295633}","{'NDCG@5': 0.24262477317873674, 'HR@5': 0.3180543203119655}","{'NDCG@5': 0.20990771074920622, 'HR@5': 0.2821981318606395}","{'NDCG@5': 0.1641223646240991, 'HR@5': 0.22683292450258927}"
"{'NDCG@5': 0.4601033099146872, 'HR@5': 0.5324563911924507}","{'NDCG@5': 0.42259033379926053, 'HR@5': 0.49123661148977604}","{'NDCG@5': 0.3980509989350847, 'HR@5': 0.4730466384009691}","{'NDCG@5': 0.3739851079862137, 'HR@5': 0.45074179029838307}","{'NDCG@5': 0.3373523064021949, 'HR@5': 0.4141479937467431}","{'NDCG@5': 0.30151792504093206, 'HR@5': 0.3803452334248725}","{'NDCG@5': 0.2651535017506505, 'HR@5': 0.3446248600223964}","{'NDCG@5': 0.2428582486075203, 'HR@5': 0.31867004173222957}","{'NDCG@5': 0.20995764870128275, 'HR@5': 0.2824026726665303}","{'NDCG@5': 0.16438105527347513, 'HR@5': 0.22717361678931589}"
"{'NDCG@5': 0.4605195623454038, 'HR@5': 0.533600228767515}","{'NDCG@5': 0.4227593941015045, 'HR@5': 0.4917234664070107}","{'NDCG@5': 0.3979500554260262, 'HR@5': 0.472844740561276}","{'NDCG@5': 0.3738966412974285, 'HR@5': 0.45040840140023336}","{'NDCG@5': 0.33726616047975927, 'HR@5': 0.41388744137571654}","{'NDCG@5': 0.30182938123584074, 'HR@5': 0.3810317771675167}","{'NDCG@5': 0.265590614873842, 'HR@5': 0.3451847704367301}","{'NDCG@5': 0.24287744019277027, 'HR@5': 0.3183279742765273}","{'NDCG@5': 0.21025569136488387, 'HR@5': 0.2830162950842026}","{'NDCG@5': 0.16452255535886834, 'HR@5': 0.22751430907604253}"
"{'NDCG@5': 0.4607287434607786, 'HR@5': 0.5333142693737489}","{'NDCG@5': 0.4232916724880032, 'HR@5': 0.49221032132424536}","{'NDCG@5': 0.3985043342315638, 'HR@5': 0.4732485362406622}","{'NDCG@5': 0.3751752872471859, 'HR@5': 0.4524087347891315}","{'NDCG@5': 0.3378658324133499, 'HR@5': 0.41427826993225636}","{'NDCG@5': 0.30244049973195514, 'HR@5': 0.3821106316202432}","{'NDCG@5': 0.26574742221872877, 'HR@5': 0.3448348264277716}","{'NDCG@5': 0.2430098810857721, 'HR@5': 0.3186016282410891}","{'NDCG@5': 0.21131980583404947, 'HR@5': 0.28397081884502623}","{'NDCG@5': 0.1650901924159768, 'HR@5': 0.22812755519215044}"
"{'NDCG@5': 0.4610272271972222, 'HR@5': 0.5327423505862168}","{'NDCG@5': 0.42379365588882834, 'HR@5': 0.49294060370009735}","{'NDCG@5': 0.3982257434470901, 'HR@5': 0.4730466384009691}","{'NDCG@5': 0.37545472579973627, 'HR@5': 0.451908651441907}","{'NDCG@5': 0.33842806819876836, 'HR@5': 0.41479937467430955}","{'NDCG@5': 0.3027947472814754, 'HR@5': 0.38279717536288743}","{'NDCG@5': 0.2658775426219156, 'HR@5': 0.3455347144456887}","{'NDCG@5': 0.24307626753009925, 'HR@5': 0.318875282205651}","{'NDCG@5': 0.2114790493713226, 'HR@5': 0.28424353991954726}","{'NDCG@5': 0.16601652082005441, 'HR@5': 0.2295584627964023}"
"{'NDCG@5': 0.460965866700071, 'HR@5': 0.5324563911924507}","{'NDCG@5': 0.4246873565232679, 'HR@5': 0.4939143135345667}","{'NDCG@5': 0.398694257321503, 'HR@5': 0.47365233192004846}","{'NDCG@5': 0.37497665271273767, 'HR@5': 0.4510751791965328}","{'NDCG@5': 0.3382551847572771, 'HR@5': 0.4140177175612298}","{'NDCG@5': 0.303076736579227, 'HR@5': 0.3826990976853668}","{'NDCG@5': 0.26590382674311625, 'HR@5': 0.3460246360582307}","{'NDCG@5': 0.24317847094848563, 'HR@5': 0.3190121091879319}","{'NDCG@5': 0.21148348187185323, 'HR@5': 0.28397081884502623}","{'NDCG@5': 0.16620167965090216, 'HR@5': 0.23023984736985556}"
"{'NDCG@5': 0.4616298113733106, 'HR@5': 0.5344581069488132}","{'NDCG@5': 0.42415709487331316, 'HR@5': 0.49342745861733206}","{'NDCG@5': 0.39880118820543836, 'HR@5': 0.4742580254391278}","{'NDCG@5': 0.37529581835268916, 'HR@5': 0.4509084847474579}","{'NDCG@5': 0.33873894433005997, 'HR@5': 0.41440854611776967}","{'NDCG@5': 0.30224519478372436, 'HR@5': 0.38152216555511964}","{'NDCG@5': 0.26597530032472855, 'HR@5': 0.3455347144456887}","{'NDCG@5': 0.2438638719448743, 'HR@5': 0.32003831155503865}","{'NDCG@5': 0.2116774698620223, 'HR@5': 0.2840389991136565}","{'NDCG@5': 0.16643305237751518, 'HR@5': 0.23030798582720088}"
"{'NDCG@5': 0.46195794228885495, 'HR@5': 0.5330283099799829}","{'NDCG@5': 0.4248930127690549, 'HR@5': 0.49415774099318405}","{'NDCG@5': 0.3986497621202745, 'HR@5': 0.47405612759943466}","{'NDCG@5': 0.37532030221890794, 'HR@5': 0.4505750958493082}","{'NDCG@5': 0.33894585102628927, 'HR@5': 0.414538822303283}","{'NDCG@5': 0.30296150416608686, 'HR@5': 0.38191447626520203}","{'NDCG@5': 0.26635165495799784, 'HR@5': 0.3460946248600224}","{'NDCG@5': 0.24439634622974254, 'HR@5': 0.3203803790107409}","{'NDCG@5': 0.2117411331426428, 'HR@5': 0.28410717938228675}","{'NDCG@5': 0.16617668826905155, 'HR@5': 0.2298310166257836}"
"{'NDCG@5': 0.4632280136836246, 'HR@5': 0.5353159851301115}","{'NDCG@5': 0.4246918234619842, 'HR@5': 0.4939143135345667}","{'NDCG@5': 0.3984539555721374, 'HR@5': 0.47405612759943466}","{'NDCG@5': 0.37544975200873315, 'HR@5': 0.4505750958493082}","{'NDCG@5': 0.33896661010896495, 'HR@5': 0.4140177175612298}","{'NDCG@5': 0.3036652908498382, 'HR@5': 0.38318948607296976}","{'NDCG@5': 0.2663074932364342, 'HR@5': 0.345954647256439}","{'NDCG@5': 0.24406772446480635, 'HR@5': 0.32003831155503865}","{'NDCG@5': 0.2117194589540215, 'HR@5': 0.28376627803913546}","{'NDCG@5': 0.16639349110396148, 'HR@5': 0.2303761242845462}"
"{'NDCG@5': 0.46245569626317706, 'HR@5': 0.5321704317986846}","{'NDCG@5': 0.4240525198403723, 'HR@5': 0.49294060370009735}","{'NDCG@5': 0.3984675870360238, 'HR@5': 0.4730466384009691}","{'NDCG@5': 0.3752015992179371, 'HR@5': 0.4505750958493082}","{'NDCG@5': 0.3388328946700152, 'HR@5': 0.4141479937467431}","{'NDCG@5': 0.3038580265532942, 'HR@5': 0.3830914083954492}","{'NDCG@5': 0.26638308715274334, 'HR@5': 0.34679451287793955}","{'NDCG@5': 0.24453973627252834, 'HR@5': 0.32058561948416225}","{'NDCG@5': 0.21158165383133498, 'HR@5': 0.2834935569646144}","{'NDCG@5': 0.16658378688976136, 'HR@5': 0.23044426274189153}"
"{'NDCG@5': 0.4628610621405739, 'HR@5': 0.5330283099799829}","{'NDCG@5': 0.42429078326322067, 'HR@5': 0.49294060370009735}","{'NDCG@5': 0.39888860971438656, 'HR@5': 0.47264284272158286}","{'NDCG@5': 0.37559570092083777, 'HR@5': 0.4512418736456076}","{'NDCG@5': 0.3391739101323856, 'HR@5': 0.4141479937467431}","{'NDCG@5': 0.3036774969258898, 'HR@5': 0.38279717536288743}","{'NDCG@5': 0.26660345265238683, 'HR@5': 0.3472844344904815}","{'NDCG@5': 0.24477091666705955, 'HR@5': 0.32024355202846}","{'NDCG@5': 0.21185790140654345, 'HR@5': 0.2843799004568078}","{'NDCG@5': 0.16672615369640828, 'HR@5': 0.23030798582720088}"
"{'NDCG@5': 0.4618103941734679, 'HR@5': 0.5330283099799829}","{'NDCG@5': 0.425114230964061, 'HR@5': 0.49488802336903603}","{'NDCG@5': 0.3990249503167196, 'HR@5': 0.472844740561276}","{'NDCG@5': 0.3757561701451625, 'HR@5': 0.45040840140023336}","{'NDCG@5': 0.33911941704330245, 'HR@5': 0.41427826993225636}","{'NDCG@5': 0.30368748278159313, 'HR@5': 0.38240486465280504}","{'NDCG@5': 0.26665755272314984, 'HR@5': 0.3470044792833147}","{'NDCG@5': 0.24538027451533775, 'HR@5': 0.3214749948689882}","{'NDCG@5': 0.21206307734590543, 'HR@5': 0.28410717938228675}","{'NDCG@5': 0.16693476865356818, 'HR@5': 0.23010357045516489}"
"{'NDCG@5': 0.46246211691996725, 'HR@5': 0.5338861881612811}","{'NDCG@5': 0.4247076870611197, 'HR@5': 0.49342745861733206}","{'NDCG@5': 0.39908811057612253, 'HR@5': 0.47264284272158286}","{'NDCG@5': 0.37590649059331827, 'HR@5': 0.4505750958493082}","{'NDCG@5': 0.3391218043198644, 'HR@5': 0.41336633663366334}","{'NDCG@5': 0.30386378270402237, 'HR@5': 0.382895253040408}","{'NDCG@5': 0.2674897504387484, 'HR@5': 0.3480543113101904}","{'NDCG@5': 0.24520286469722752, 'HR@5': 0.32133816788670727}","{'NDCG@5': 0.21251468850850633, 'HR@5': 0.2845162609940683}","{'NDCG@5': 0.16721110692542915, 'HR@5': 0.2303761242845462}"
"{'NDCG@5': 0.46228118742886815, 'HR@5': 0.5333142693737489}","{'NDCG@5': 0.42489965355968046, 'HR@5': 0.4936708860759494}","{'NDCG@5': 0.39990106878606396, 'HR@5': 0.47385422975974156}","{'NDCG@5': 0.37627700338416564, 'HR@5': 0.4515752625437573}","{'NDCG@5': 0.33978181944655744, 'HR@5': 0.4151902032308494}","{'NDCG@5': 0.3040808516746818, 'HR@5': 0.38338564142801096}","{'NDCG@5': 0.2672154383394655, 'HR@5': 0.3470044792833147}","{'NDCG@5': 0.24546528886772745, 'HR@5': 0.3214749948689882}","{'NDCG@5': 0.21289136254179772, 'HR@5': 0.2855389650235222}","{'NDCG@5': 0.167529598648698, 'HR@5': 0.23112564731534477}"
"{'NDCG@5': 0.46272773575944054, 'HR@5': 0.5344581069488132}","{'NDCG@5': 0.4257284354591883, 'HR@5': 0.4939143135345667}","{'NDCG@5': 0.40021074196281414, 'HR@5': 0.47405612759943466}","{'NDCG@5': 0.3769056632465749, 'HR@5': 0.4520753458909818}","{'NDCG@5': 0.3393944779071771, 'HR@5': 0.4140177175612298}","{'NDCG@5': 0.30447537728200486, 'HR@5': 0.38338564142801096}","{'NDCG@5': 0.267373065582279, 'HR@5': 0.34784434490481525}","{'NDCG@5': 0.245252883332499, 'HR@5': 0.32106451392214547}","{'NDCG@5': 0.21278448710101322, 'HR@5': 0.28506170314311036}","{'NDCG@5': 0.16758516830388664, 'HR@5': 0.23085309348596347}"
"{'NDCG@5': 0.4620789361715425, 'HR@5': 0.533600228767515}","{'NDCG@5': 0.4247721726591171, 'HR@5': 0.49221032132424536}","{'NDCG@5': 0.40022444581098177, 'HR@5': 0.4730466384009691}","{'NDCG@5': 0.3770762766671767, 'HR@5': 0.4509084847474579}","{'NDCG@5': 0.33967285719422996, 'HR@5': 0.41466909848879624}","{'NDCG@5': 0.3043966034390631, 'HR@5': 0.3830914083954492}","{'NDCG@5': 0.26737112751283443, 'HR@5': 0.34742441209406494}","{'NDCG@5': 0.24519910216363835, 'HR@5': 0.32044879250188135}","{'NDCG@5': 0.21323671950946999, 'HR@5': 0.2858798663666735}","{'NDCG@5': 0.16796126460820004, 'HR@5': 0.2314663396020714}"
"{'NDCG@5': 0.4618980066804434, 'HR@5': 0.5338861881612811}","{'NDCG@5': 0.4243929146177558, 'HR@5': 0.49196689386562803}","{'NDCG@5': 0.4005054284352423, 'HR@5': 0.47244094488188976}","{'NDCG@5': 0.3767261266743011, 'HR@5': 0.4512418736456076}","{'NDCG@5': 0.3393741695081964, 'HR@5': 0.41388744137571654}","{'NDCG@5': 0.30459857074845303, 'HR@5': 0.38260102000784624}","{'NDCG@5': 0.2673898085477569, 'HR@5': 0.34763437849944007}","{'NDCG@5': 0.24501538549411833, 'HR@5': 0.3199698980638982}","{'NDCG@5': 0.21343723571098422, 'HR@5': 0.2858798663666735}","{'NDCG@5': 0.1682969519604097, 'HR@5': 0.23180703188879803}"
