test0,test1,test2,test3,test4,test5,test6,test7,test8,test9
"{'NDCG@5': 0.3910917793875644, 'HR@5': 0.4824134972833858}","{'NDCG@5': 0.36088542118849154, 'HR@5': 0.44936708860759494}","{'NDCG@5': 0.3304285476043878, 'HR@5': 0.4241873611952352}","{'NDCG@5': 0.3031406381767579, 'HR@5': 0.39373228871478577}","{'NDCG@5': 0.26852386330864547, 'HR@5': 0.35500260552371027}","{'NDCG@5': 0.23549693302527033, 'HR@5': 0.3215967045900353}","{'NDCG@5': 0.2007715597137005, 'HR@5': 0.28527435610302354}","{'NDCG@5': 0.17967681704188432, 'HR@5': 0.26038174728056374}","{'NDCG@5': 0.154320547272483, 'HR@5': 0.2289493420604077}","{'NDCG@5': 0.11592469201408807, 'HR@5': 0.17818206595802671}"
"{'NDCG@5': 0.39219206521323935, 'HR@5': 0.4844152130397484}","{'NDCG@5': 0.3624992633929904, 'HR@5': 0.45228821811100295}","{'NDCG@5': 0.33034765469686456, 'HR@5': 0.4243892590349283}","{'NDCG@5': 0.3044432050616243, 'HR@5': 0.39473245540923485}","{'NDCG@5': 0.26864712233261556, 'HR@5': 0.3560448150078166}","{'NDCG@5': 0.23713892282234336, 'HR@5': 0.323852491173009}","{'NDCG@5': 0.20121744601328473, 'HR@5': 0.2867441209406495}","{'NDCG@5': 0.1796828097851165, 'HR@5': 0.25956078538687827}","{'NDCG@5': 0.15451115502812174, 'HR@5': 0.22867662098588667}","{'NDCG@5': 0.11617553786863274, 'HR@5': 0.17886345053147998}"
"{'NDCG@5': 0.3906936530616367, 'HR@5': 0.48269945667715186}","{'NDCG@5': 0.36000207392524314, 'HR@5': 0.4496105160662123}","{'NDCG@5': 0.33000368434177285, 'HR@5': 0.42317787199676965}","{'NDCG@5': 0.30373496233825964, 'HR@5': 0.39456576096016005}","{'NDCG@5': 0.26749234867428173, 'HR@5': 0.35578426263678997}","{'NDCG@5': 0.23507759050401278, 'HR@5': 0.32208709297763827}","{'NDCG@5': 0.20019940903810887, 'HR@5': 0.2858342665173572}","{'NDCG@5': 0.17919860576096222, 'HR@5': 0.2597660258602997}","{'NDCG@5': 0.15363235148534893, 'HR@5': 0.22854026044862616}","{'NDCG@5': 0.1149844264981911, 'HR@5': 0.1776369582992641}"
"{'NDCG@5': 0.3948905086880996, 'HR@5': 0.4855590506148127}","{'NDCG@5': 0.36352356742060643, 'HR@5': 0.45180136319376824}","{'NDCG@5': 0.334375492628691, 'HR@5': 0.42600444175247326}","{'NDCG@5': 0.30780625040405446, 'HR@5': 0.3977329554925821}","{'NDCG@5': 0.2703808352018666, 'HR@5': 0.3560448150078166}","{'NDCG@5': 0.23921475188438995, 'HR@5': 0.32601020007846215}","{'NDCG@5': 0.2032028368391714, 'HR@5': 0.28737402015677493}","{'NDCG@5': 0.18261521375227352, 'HR@5': 0.263597181364165}","{'NDCG@5': 0.15715520586247428, 'HR@5': 0.23235835549192063}","{'NDCG@5': 0.11736607001240039, 'HR@5': 0.18043063505042245}"
"{'NDCG@5': 0.39714633772989966, 'HR@5': 0.48613096940234485}","{'NDCG@5': 0.36667212896778417, 'HR@5': 0.45496592015579357}","{'NDCG@5': 0.33633649076746935, 'HR@5': 0.4270139309509388}","{'NDCG@5': 0.30970703003280764, 'HR@5': 0.39789964994165694}","{'NDCG@5': 0.2729212947671924, 'HR@5': 0.35838978634705576}","{'NDCG@5': 0.24188628859115305, 'HR@5': 0.3270890545311887}","{'NDCG@5': 0.20510829685722273, 'HR@5': 0.2889837625979843}","{'NDCG@5': 0.18446752685144194, 'HR@5': 0.2646233837312718}","{'NDCG@5': 0.15957306933945226, 'HR@5': 0.23481284516260995}","{'NDCG@5': 0.1192663321744282, 'HR@5': 0.18301989642954483}"
"{'NDCG@5': 0.39588581732196726, 'HR@5': 0.4844152130397484}","{'NDCG@5': 0.36668409710461636, 'HR@5': 0.45691333982473226}","{'NDCG@5': 0.33597670507837163, 'HR@5': 0.42782152230971127}","{'NDCG@5': 0.30931299680270846, 'HR@5': 0.3972328721453576}","{'NDCG@5': 0.27286602122893194, 'HR@5': 0.3590411672746222}","{'NDCG@5': 0.24180529985097043, 'HR@5': 0.3273832875637505}","{'NDCG@5': 0.20463178391788878, 'HR@5': 0.2883538633818589}","{'NDCG@5': 0.1839453233271345, 'HR@5': 0.2639392488198673}","{'NDCG@5': 0.1588526809196711, 'HR@5': 0.2335856003272653}","{'NDCG@5': 0.11852678220776651, 'HR@5': 0.18131643499591169}"
"{'NDCG@5': 0.39963260412884816, 'HR@5': 0.4884186445524735}","{'NDCG@5': 0.3690516189367048, 'HR@5': 0.45837390457643623}","{'NDCG@5': 0.3383021206317623, 'HR@5': 0.4300423985463356}","{'NDCG@5': 0.3132350706310169, 'HR@5': 0.40056676112685446}","{'NDCG@5': 0.275010592455344, 'HR@5': 0.3600833767587285}","{'NDCG@5': 0.24260719011001006, 'HR@5': 0.3277755982738329}","{'NDCG@5': 0.2068956019684334, 'HR@5': 0.2901735722284434}","{'NDCG@5': 0.18597201092422444, 'HR@5': 0.2655811726072381}","{'NDCG@5': 0.16134797714211976, 'HR@5': 0.23624463080384536}","{'NDCG@5': 0.12122940071247333, 'HR@5': 0.1855410193513219}"
"{'NDCG@5': 0.3994967244639381, 'HR@5': 0.48698884758364314}","{'NDCG@5': 0.3717123075770731, 'HR@5': 0.4595910418695229}","{'NDCG@5': 0.3396759495860797, 'HR@5': 0.4294367050272562}","{'NDCG@5': 0.3136969547141833, 'HR@5': 0.40006667777962995}","{'NDCG@5': 0.2764160762711301, 'HR@5': 0.36268890046899427}","{'NDCG@5': 0.24405602222526543, 'HR@5': 0.32885445272655944}","{'NDCG@5': 0.2080088766723088, 'HR@5': 0.2903835386338186}","{'NDCG@5': 0.18676176425431792, 'HR@5': 0.2661284805363618}","{'NDCG@5': 0.1615637006843989, 'HR@5': 0.23583554919206381}","{'NDCG@5': 0.12123972900454769, 'HR@5': 0.18458708094848733}"
"{'NDCG@5': 0.40189280188825144, 'HR@5': 0.4875607663711753}","{'NDCG@5': 0.3735694012109124, 'HR@5': 0.45861733203505356}","{'NDCG@5': 0.3412514316035461, 'HR@5': 0.42903290934787}","{'NDCG@5': 0.31597666231255533, 'HR@5': 0.40190031671945325}","{'NDCG@5': 0.2786985024139535, 'HR@5': 0.36477331943720687}","{'NDCG@5': 0.24619370105346133, 'HR@5': 0.330423695566889}","{'NDCG@5': 0.2101324964321417, 'HR@5': 0.2926931690929451}","{'NDCG@5': 0.18867840864890423, 'HR@5': 0.26756516385031126}","{'NDCG@5': 0.16340461550535149, 'HR@5': 0.23788095725097158}","{'NDCG@5': 0.12242137190648386, 'HR@5': 0.1850640501499046}"
"{'NDCG@5': 0.40079200666825565, 'HR@5': 0.4884186445524735}","{'NDCG@5': 0.3727288081255905, 'HR@5': 0.4578870496592016}","{'NDCG@5': 0.3419006770922235, 'HR@5': 0.43105188774480113}","{'NDCG@5': 0.3146673928442637, 'HR@5': 0.3998999833305551}","{'NDCG@5': 0.2782958551653259, 'HR@5': 0.36425221469515373}","{'NDCG@5': 0.24600415212352675, 'HR@5': 0.33130639466457434}","{'NDCG@5': 0.21054002668402846, 'HR@5': 0.29402295632698766}","{'NDCG@5': 0.18820002781501546, 'HR@5': 0.26701785592118765}","{'NDCG@5': 0.16288876724611653, 'HR@5': 0.23822185859412287}","{'NDCG@5': 0.12179954528084536, 'HR@5': 0.18438266557645136}"
"{'NDCG@5': 0.4018296489480944, 'HR@5': 0.48698884758364314}","{'NDCG@5': 0.37343963994238105, 'HR@5': 0.4581304771178189}","{'NDCG@5': 0.3435758722565995, 'HR@5': 0.43226327478295984}","{'NDCG@5': 0.3168307942973816, 'HR@5': 0.40106684447407903}","{'NDCG@5': 0.2811464709967603, 'HR@5': 0.36737884314747266}","{'NDCG@5': 0.24833232368463104, 'HR@5': 0.3334641035700275}","{'NDCG@5': 0.21285283126582333, 'HR@5': 0.29507278835386336}","{'NDCG@5': 0.19050589459035508, 'HR@5': 0.2692755011288226}","{'NDCG@5': 0.16434285343428964, 'HR@5': 0.23904002181768597}","{'NDCG@5': 0.12316620463562598, 'HR@5': 0.1856091578086672}"
"{'NDCG@5': 0.40199631185074913, 'HR@5': 0.48813268515870745}","{'NDCG@5': 0.374138351906633, 'HR@5': 0.45861733203505356}","{'NDCG@5': 0.3422827903480789, 'HR@5': 0.43105188774480113}","{'NDCG@5': 0.31576611982037417, 'HR@5': 0.3998999833305551}","{'NDCG@5': 0.27948095935350487, 'HR@5': 0.3645127670661803}","{'NDCG@5': 0.24715188363109514, 'HR@5': 0.3320910160847391}","{'NDCG@5': 0.21209610954514396, 'HR@5': 0.2946528555431131}","{'NDCG@5': 0.18998685518026817, 'HR@5': 0.267975644797154}","{'NDCG@5': 0.1639519665711262, 'HR@5': 0.2380173177882321}","{'NDCG@5': 0.12292490277747228, 'HR@5': 0.18567729626601254}"
"{'NDCG@5': 0.40360162839279895, 'HR@5': 0.4895624821275379}","{'NDCG@5': 0.37481569656757185, 'HR@5': 0.46032132424537486}","{'NDCG@5': 0.34442617167708406, 'HR@5': 0.43105188774480113}","{'NDCG@5': 0.31710107811495547, 'HR@5': 0.40056676112685446}","{'NDCG@5': 0.2813869037334089, 'HR@5': 0.3671182907764461}","{'NDCG@5': 0.24789309557064984, 'HR@5': 0.3323852491173009}","{'NDCG@5': 0.21242598698244172, 'HR@5': 0.29542273236282196}","{'NDCG@5': 0.19091117915292577, 'HR@5': 0.26907026065540124}","{'NDCG@5': 0.1650562244522845, 'HR@5': 0.23924456262357674}","{'NDCG@5': 0.1229398438792234, 'HR@5': 0.18533660397928592}"
"{'NDCG@5': 0.40413626890462884, 'HR@5': 0.4912782384901344}","{'NDCG@5': 0.37590334877804316, 'HR@5': 0.4612950340798442}","{'NDCG@5': 0.34583009743807347, 'HR@5': 0.43226327478295984}","{'NDCG@5': 0.31849399163672304, 'HR@5': 0.4017336222703784}","{'NDCG@5': 0.28131095579821475, 'HR@5': 0.36646690984887964}","{'NDCG@5': 0.2482544204364692, 'HR@5': 0.3321890937622597}","{'NDCG@5': 0.2131935807413386, 'HR@5': 0.29521276595744683}","{'NDCG@5': 0.1913407613619771, 'HR@5': 0.2698912225490867}","{'NDCG@5': 0.16535808075104905, 'HR@5': 0.2388354810117952}","{'NDCG@5': 0.12323649579123187, 'HR@5': 0.1856091578086672}"
"{'NDCG@5': 0.40340780526338377, 'HR@5': 0.48870460394623966}","{'NDCG@5': 0.3764349303961835, 'HR@5': 0.4595910418695229}","{'NDCG@5': 0.34638194759694707, 'HR@5': 0.4318594791035736}","{'NDCG@5': 0.3182151209327996, 'HR@5': 0.39973328888148024}","{'NDCG@5': 0.28313104997308236, 'HR@5': 0.36724856696195934}","{'NDCG@5': 0.24886733171903075, 'HR@5': 0.33297371518242447}","{'NDCG@5': 0.21454954933084358, 'HR@5': 0.2969624860022396}","{'NDCG@5': 0.1919080643381941, 'HR@5': 0.26961756858452485}","{'NDCG@5': 0.1656017321725102, 'HR@5': 0.23876730074316493}","{'NDCG@5': 0.1231661892524615, 'HR@5': 0.18438266557645136}"
"{'NDCG@5': 0.4071803274082854, 'HR@5': 0.4915641978839005}","{'NDCG@5': 0.3788836300094752, 'HR@5': 0.46105160662122685}","{'NDCG@5': 0.3491636627729316, 'HR@5': 0.4334746618211185}","{'NDCG@5': 0.31995514768525635, 'HR@5': 0.40106684447407903}","{'NDCG@5': 0.28503996310392404, 'HR@5': 0.36737884314747266}","{'NDCG@5': 0.25076389658183923, 'HR@5': 0.33395449195763044}","{'NDCG@5': 0.21689036094867412, 'HR@5': 0.2992721164613662}","{'NDCG@5': 0.19385783292024436, 'HR@5': 0.27139631935417663}","{'NDCG@5': 0.1680083027537827, 'HR@5': 0.24074452853344241}","{'NDCG@5': 0.12492514650147486, 'HR@5': 0.18601798855273916}"
"{'NDCG@5': 0.40681256444110075, 'HR@5': 0.49185015727766657}","{'NDCG@5': 0.3793171388814743, 'HR@5': 0.46153846153846156}","{'NDCG@5': 0.3487602266083449, 'HR@5': 0.4332727639814254}","{'NDCG@5': 0.3189320848236579, 'HR@5': 0.3998999833305551}","{'NDCG@5': 0.283844008380247, 'HR@5': 0.36607608129233976}","{'NDCG@5': 0.24940900150673254, 'HR@5': 0.33297371518242447}","{'NDCG@5': 0.21668043436508766, 'HR@5': 0.2978723404255319}","{'NDCG@5': 0.19387949936092078, 'HR@5': 0.27166997331873843}","{'NDCG@5': 0.16806042917205644, 'HR@5': 0.2410854298765937}","{'NDCG@5': 0.1243507830283492, 'HR@5': 0.1856091578086672}"
"{'NDCG@5': 0.4079542979453047, 'HR@5': 0.4912782384901344}","{'NDCG@5': 0.3808183586781566, 'HR@5': 0.4612950340798442}","{'NDCG@5': 0.3505602317117388, 'HR@5': 0.43387845750050474}","{'NDCG@5': 0.32090851895697214, 'HR@5': 0.4022337056176029}","{'NDCG@5': 0.2849667991758828, 'HR@5': 0.3662063574778531}","{'NDCG@5': 0.25145748241182175, 'HR@5': 0.3346410357002746}","{'NDCG@5': 0.2182400285852119, 'HR@5': 0.29864221724524076}","{'NDCG@5': 0.19544479230442025, 'HR@5': 0.2729014161592666}","{'NDCG@5': 0.1680274675693484, 'HR@5': 0.24074452853344241}","{'NDCG@5': 0.12590018617029164, 'HR@5': 0.1866312346688471}"
"{'NDCG@5': 0.4084906655687495, 'HR@5': 0.49185015727766657}","{'NDCG@5': 0.3824118767042232, 'HR@5': 0.4637293086660175}","{'NDCG@5': 0.3515435051307412, 'HR@5': 0.43529174237835655}","{'NDCG@5': 0.321972182293154, 'HR@5': 0.4030671778629772}","{'NDCG@5': 0.28560089100684793, 'HR@5': 0.36724856696195934}","{'NDCG@5': 0.25121602469081283, 'HR@5': 0.33434680266771283}","{'NDCG@5': 0.2183553640698873, 'HR@5': 0.29759238521836506}","{'NDCG@5': 0.1955997035165512, 'HR@5': 0.27324348361496886}","{'NDCG@5': 0.1680755783885558, 'HR@5': 0.24067634826481216}","{'NDCG@5': 0.12581009346680055, 'HR@5': 0.18697192695557371}"
"{'NDCG@5': 0.4107221469706848, 'HR@5': 0.49499571060909353}","{'NDCG@5': 0.383400891215907, 'HR@5': 0.46567672833495616}","{'NDCG@5': 0.3524637538757265, 'HR@5': 0.4373107207752877}","{'NDCG@5': 0.32269426118091, 'HR@5': 0.40290048341390233}","{'NDCG@5': 0.2870027366823505, 'HR@5': 0.3678999478895258}","{'NDCG@5': 0.2529411927466639, 'HR@5': 0.3353275794429188}","{'NDCG@5': 0.2195076920148776, 'HR@5': 0.2982222844344905}","{'NDCG@5': 0.1973998192681429, 'HR@5': 0.2744065129643566}","{'NDCG@5': 0.1697164116365199, 'HR@5': 0.24203995363741734}","{'NDCG@5': 0.1269168803111505, 'HR@5': 0.18806214227309895}"
"{'NDCG@5': 0.411154680738449, 'HR@5': 0.4947097512153274}","{'NDCG@5': 0.3821698561585501, 'HR@5': 0.4634858812074002}","{'NDCG@5': 0.3517794920427997, 'HR@5': 0.4373107207752877}","{'NDCG@5': 0.32253022968972317, 'HR@5': 0.4039006501083514}","{'NDCG@5': 0.28512331139152125, 'HR@5': 0.3684210526315789}","{'NDCG@5': 0.25189125878373686, 'HR@5': 0.3357198901530012}","{'NDCG@5': 0.2187543000481105, 'HR@5': 0.2982222844344905}","{'NDCG@5': 0.19615056083275587, 'HR@5': 0.2730382431415475}","{'NDCG@5': 0.16921206281283688, 'HR@5': 0.24135815095111474}","{'NDCG@5': 0.12547275495873633, 'HR@5': 0.18608612701008448}"
"{'NDCG@5': 0.4118216064311361, 'HR@5': 0.4955676293966257}","{'NDCG@5': 0.3852103810048064, 'HR@5': 0.46616358325219087}","{'NDCG@5': 0.35300451595563287, 'HR@5': 0.4375126186149808}","{'NDCG@5': 0.32402377268062144, 'HR@5': 0.4040673445574262}","{'NDCG@5': 0.2863373216076064, 'HR@5': 0.36855132881709224}","{'NDCG@5': 0.2532018182446967, 'HR@5': 0.335033346410357}","{'NDCG@5': 0.22031686940764653, 'HR@5': 0.2989921612541993}","{'NDCG@5': 0.19737003051942628, 'HR@5': 0.2727645891769857}","{'NDCG@5': 0.16976000546771758, 'HR@5': 0.24190359310015683}","{'NDCG@5': 0.12698540902124755, 'HR@5': 0.18765331152902698}"
"{'NDCG@5': 0.41142486818948837, 'HR@5': 0.493279954246497}","{'NDCG@5': 0.3862694657326989, 'HR@5': 0.4671372930866602}","{'NDCG@5': 0.3533254496036131, 'HR@5': 0.43832020997375326}","{'NDCG@5': 0.32472745898338984, 'HR@5': 0.40373395565927656}","{'NDCG@5': 0.28703664251023, 'HR@5': 0.3690724335591454}","{'NDCG@5': 0.2535200250724682, 'HR@5': 0.33405256963515106}","{'NDCG@5': 0.2213751012020621, 'HR@5': 0.3002519596864502}","{'NDCG@5': 0.19829663036797773, 'HR@5': 0.2733118971061093}","{'NDCG@5': 0.1700662713814596, 'HR@5': 0.24074452853344241}","{'NDCG@5': 0.12743445194897318, 'HR@5': 0.18724448078495504}"
"{'NDCG@5': 0.4144041857747451, 'HR@5': 0.4964255075779239}","{'NDCG@5': 0.3886918035124186, 'HR@5': 0.47030185004868547}","{'NDCG@5': 0.35544607510285925, 'HR@5': 0.43973349485160507}","{'NDCG@5': 0.32686080900886705, 'HR@5': 0.40423403900650107}","{'NDCG@5': 0.28810082466515957, 'HR@5': 0.36868160500260555}","{'NDCG@5': 0.25557525444679424, 'HR@5': 0.33621027854060415}","{'NDCG@5': 0.22312141448200665, 'HR@5': 0.30067189249720044}","{'NDCG@5': 0.20051307464567203, 'HR@5': 0.27543271533146335}","{'NDCG@5': 0.1719665259599576, 'HR@5': 0.2425853957864594}","{'NDCG@5': 0.12833449468535738, 'HR@5': 0.18765331152902698}"
"{'NDCG@5': 0.41450993205011655, 'HR@5': 0.4964255075779239}","{'NDCG@5': 0.38839994346044376, 'HR@5': 0.47030185004868547}","{'NDCG@5': 0.3554280868566186, 'HR@5': 0.4387240056531395}","{'NDCG@5': 0.3264563126418852, 'HR@5': 0.40473412235372563}","{'NDCG@5': 0.2880744101685849, 'HR@5': 0.3678999478895258}","{'NDCG@5': 0.2559249205060351, 'HR@5': 0.33601412318556295}","{'NDCG@5': 0.22349400310306547, 'HR@5': 0.3013017917133259}","{'NDCG@5': 0.20047495007289867, 'HR@5': 0.2755011288226038}","{'NDCG@5': 0.17257711472179596, 'HR@5': 0.243267198472762}","{'NDCG@5': 0.12923878445362452, 'HR@5': 0.1885391114745162}"
"{'NDCG@5': 0.41331797450022073, 'HR@5': 0.4947097512153274}","{'NDCG@5': 0.38812804884023383, 'HR@5': 0.4671372930866602}","{'NDCG@5': 0.35473486277374167, 'HR@5': 0.4373107207752877}","{'NDCG@5': 0.3268687121975549, 'HR@5': 0.40473412235372563}","{'NDCG@5': 0.28829346838805336, 'HR@5': 0.36816050026055236}","{'NDCG@5': 0.2561923218169281, 'HR@5': 0.33679874460572773}","{'NDCG@5': 0.2233608790872278, 'HR@5': 0.3003919372900336}","{'NDCG@5': 0.201165759274685, 'HR@5': 0.27529588834918245}","{'NDCG@5': 0.17348948754773497, 'HR@5': 0.24278993659235018}","{'NDCG@5': 0.12981411515778768, 'HR@5': 0.1884709730171709}"
"{'NDCG@5': 0.4144752149148599, 'HR@5': 0.4964255075779239}","{'NDCG@5': 0.38821837520402747, 'HR@5': 0.4673807205452775}","{'NDCG@5': 0.35537190971956034, 'HR@5': 0.4371088229355946}","{'NDCG@5': 0.3269292491650029, 'HR@5': 0.40373395565927656}","{'NDCG@5': 0.2885127045304202, 'HR@5': 0.36737884314747266}","{'NDCG@5': 0.2562714502060518, 'HR@5': 0.33679874460572773}","{'NDCG@5': 0.2242858363021274, 'HR@5': 0.30165173572228443}","{'NDCG@5': 0.2011181688283514, 'HR@5': 0.275227474858042}","{'NDCG@5': 0.17295240732169764, 'HR@5': 0.24224449444330812}","{'NDCG@5': 0.12954468824002718, 'HR@5': 0.18969746524938674}"
"{'NDCG@5': 0.4156181816566339, 'HR@5': 0.4952816700028596}","{'NDCG@5': 0.38844663599621476, 'HR@5': 0.4678675754625122}","{'NDCG@5': 0.35563977584856377, 'HR@5': 0.4373107207752877}","{'NDCG@5': 0.32778157795198937, 'HR@5': 0.4049008168028005}","{'NDCG@5': 0.2896985317233185, 'HR@5': 0.36946326211568525}","{'NDCG@5': 0.2565879102006813, 'HR@5': 0.3369948999607689}","{'NDCG@5': 0.22470540428574493, 'HR@5': 0.30284154535274355}","{'NDCG@5': 0.20170067545266876, 'HR@5': 0.2765273311897106}","{'NDCG@5': 0.1741100850120624, 'HR@5': 0.24299447739824095}","{'NDCG@5': 0.12936815183293243, 'HR@5': 0.18874352684655218}"
"{'NDCG@5': 0.4176206059290319, 'HR@5': 0.49899914212181873}","{'NDCG@5': 0.3894862698363515, 'HR@5': 0.4690847127555988}","{'NDCG@5': 0.35784009028741204, 'HR@5': 0.43973349485160507}","{'NDCG@5': 0.32804514578408756, 'HR@5': 0.4044007334555759}","{'NDCG@5': 0.2900327119819492, 'HR@5': 0.36933298593017194}","{'NDCG@5': 0.2574629797205666, 'HR@5': 0.33650451157316597}","{'NDCG@5': 0.22642788278294732, 'HR@5': 0.30403135498320266}","{'NDCG@5': 0.20259954165522426, 'HR@5': 0.276732571663132}","{'NDCG@5': 0.17457493282001768, 'HR@5': 0.2437444603531738}","{'NDCG@5': 0.1300509770526999, 'HR@5': 0.1884709730171709}"
"{'NDCG@5': 0.4160224114753869, 'HR@5': 0.49613954818415784}","{'NDCG@5': 0.38897839364363185, 'HR@5': 0.4695715676728335}","{'NDCG@5': 0.356941231697269, 'HR@5': 0.4385221078134464}","{'NDCG@5': 0.3277548049321806, 'HR@5': 0.4045674279046508}","{'NDCG@5': 0.28857775173222955, 'HR@5': 0.3671182907764461}","{'NDCG@5': 0.2570973567230448, 'HR@5': 0.3375833660258925}","{'NDCG@5': 0.2259812539753226, 'HR@5': 0.30382138857782753}","{'NDCG@5': 0.2019917342954982, 'HR@5': 0.275980023260587}","{'NDCG@5': 0.1741781914416056, 'HR@5': 0.24353991954728302}","{'NDCG@5': 0.1294423720114066, 'HR@5': 0.1869037884982284}"
"{'NDCG@5': 0.4176743205815539, 'HR@5': 0.49585358879039176}","{'NDCG@5': 0.39155785343677113, 'HR@5': 0.4698149951314508}","{'NDCG@5': 0.3591782718248137, 'HR@5': 0.4401372905309913}","{'NDCG@5': 0.3299596495202969, 'HR@5': 0.4062343723953992}","{'NDCG@5': 0.29100152904958676, 'HR@5': 0.3697238144867118}","{'NDCG@5': 0.25877501225345656, 'HR@5': 0.33915260886622206}","{'NDCG@5': 0.22760271415473068, 'HR@5': 0.3050811870100784}","{'NDCG@5': 0.20438587627702953, 'HR@5': 0.27734829308339604}","{'NDCG@5': 0.17648499756135888, 'HR@5': 0.24538078680029998}","{'NDCG@5': 0.1309741963993557, 'HR@5': 0.18792586535840827}"
"{'NDCG@5': 0.4167786549232946, 'HR@5': 0.4964255075779239}","{'NDCG@5': 0.39110212877739414, 'HR@5': 0.47127555988315484}","{'NDCG@5': 0.35822262598655386, 'HR@5': 0.4403391883706844}","{'NDCG@5': 0.32966871512305473, 'HR@5': 0.40523420570095015}","{'NDCG@5': 0.28962405982482814, 'HR@5': 0.3697238144867118}","{'NDCG@5': 0.2584739980849271, 'HR@5': 0.33925068654374263}","{'NDCG@5': 0.22685324542264604, 'HR@5': 0.3048012318029115}","{'NDCG@5': 0.20400675432717777, 'HR@5': 0.27810084148594105}","{'NDCG@5': 0.17604165131265415, 'HR@5': 0.2455171473375605}","{'NDCG@5': 0.13048934851342678, 'HR@5': 0.18813028073044427}"
"{'NDCG@5': 0.41835173361882116, 'HR@5': 0.4975693451529883}","{'NDCG@5': 0.3934752668867666, 'HR@5': 0.4698149951314508}","{'NDCG@5': 0.36052687017634566, 'HR@5': 0.4401372905309913}","{'NDCG@5': 0.33032623474254236, 'HR@5': 0.40473412235372563}","{'NDCG@5': 0.2928696699763992, 'HR@5': 0.36946326211568525}","{'NDCG@5': 0.26002622560532157, 'HR@5': 0.3408199293840722}","{'NDCG@5': 0.228473570919917, 'HR@5': 0.3045212765957447}","{'NDCG@5': 0.205625218826366, 'HR@5': 0.2779640145036601}","{'NDCG@5': 0.1773030620406694, 'HR@5': 0.24483534465125792}","{'NDCG@5': 0.13177139127348972, 'HR@5': 0.18874352684655218}"
"{'NDCG@5': 0.4190168593979574, 'HR@5': 0.4972833857592222}","{'NDCG@5': 0.39369854652492275, 'HR@5': 0.4707887049659202}","{'NDCG@5': 0.3607457710856017, 'HR@5': 0.4403391883706844}","{'NDCG@5': 0.331283443655617, 'HR@5': 0.4049008168028005}","{'NDCG@5': 0.29316728533902797, 'HR@5': 0.3710265763418447}","{'NDCG@5': 0.26071969003204976, 'HR@5': 0.3412122400941546}","{'NDCG@5': 0.2291875432820284, 'HR@5': 0.3060610302351624}","{'NDCG@5': 0.20586442602144875, 'HR@5': 0.2787165629062051}","{'NDCG@5': 0.17806561086186562, 'HR@5': 0.24633531056112362}","{'NDCG@5': 0.13156923924441977, 'HR@5': 0.1881984191877896}"
"{'NDCG@5': 0.4186289032526451, 'HR@5': 0.49699742636545613}","{'NDCG@5': 0.3923122107544605, 'HR@5': 0.46835443037974683}","{'NDCG@5': 0.3607032041563725, 'HR@5': 0.43953159701191197}","{'NDCG@5': 0.33007622792542207, 'HR@5': 0.4049008168028005}","{'NDCG@5': 0.29254477672901513, 'HR@5': 0.36946326211568525}","{'NDCG@5': 0.2606185822132228, 'HR@5': 0.34091800706159275}","{'NDCG@5': 0.22838834776434394, 'HR@5': 0.30403135498320266}","{'NDCG@5': 0.2061547815853843, 'HR@5': 0.2778271875213792}","{'NDCG@5': 0.17702523106907775, 'HR@5': 0.24408536169632508}","{'NDCG@5': 0.1319709866104571, 'HR@5': 0.1890160806759335}"
"{'NDCG@5': 0.4186277227259347, 'HR@5': 0.49585358879039176}","{'NDCG@5': 0.39357364095413, 'HR@5': 0.4707887049659202}","{'NDCG@5': 0.3607717258561564, 'HR@5': 0.4405410862103776}","{'NDCG@5': 0.33039066577482457, 'HR@5': 0.4039006501083514}","{'NDCG@5': 0.2932108945499025, 'HR@5': 0.36933298593017194}","{'NDCG@5': 0.26086377910168607, 'HR@5': 0.3405256963515104}","{'NDCG@5': 0.22918550938158372, 'HR@5': 0.30522116461366183}","{'NDCG@5': 0.20662741520031913, 'HR@5': 0.27864814941506466}","{'NDCG@5': 0.1779789014183922, 'HR@5': 0.24497170518851843}","{'NDCG@5': 0.13200076825817272, 'HR@5': 0.18860724993186154}"
"{'NDCG@5': 0.4204007880320441, 'HR@5': 0.4964255075779239}","{'NDCG@5': 0.3937596257406255, 'HR@5': 0.47005842259006814}","{'NDCG@5': 0.362284396443752, 'HR@5': 0.4405410862103776}","{'NDCG@5': 0.3301423237446751, 'HR@5': 0.403233872312052}","{'NDCG@5': 0.29247926565559745, 'HR@5': 0.36829077644606567}","{'NDCG@5': 0.26175744868689393, 'HR@5': 0.34180070615927816}","{'NDCG@5': 0.22942844721825878, 'HR@5': 0.3055711086226204}","{'NDCG@5': 0.20736243011531885, 'HR@5': 0.2784429089416433}","{'NDCG@5': 0.17855608274732224, 'HR@5': 0.24490352491988818}","{'NDCG@5': 0.13291065016617007, 'HR@5': 0.18894794221858818}"
