test0,test1,test2,test3,test4,test5,test6,test7,test8,test9
"{'NDCG@5': 0.031703335325328416, 'HR@5': 0.05376036602802402}","{'NDCG@5': 0.028419404177942455, 'HR@5': 0.04552093476144109}","{'NDCG@5': 0.03373821908013127, 'HR@5': 0.05592570159499293}","{'NDCG@5': 0.032627367990497064, 'HR@5': 0.054009001500250044}","{'NDCG@5': 0.031805464636234626, 'HR@5': 0.05158936946326212}","{'NDCG@5': 0.032662531266588066, 'HR@5': 0.05453118870145155}","{'NDCG@5': 0.032390818663626864, 'HR@5': 0.05522116461366181}","{'NDCG@5': 0.03520405716579605, 'HR@5': 0.05753574604912089}","{'NDCG@5': 0.03334435637204631, 'HR@5': 0.05590782027681189}","{'NDCG@5': 0.03326306597627117, 'HR@5': 0.05573725810847643}"
"{'NDCG@5': 0.03218701455543783, 'HR@5': 0.05547612239062053}","{'NDCG@5': 0.027934604180091187, 'HR@5': 0.04527750730282376}","{'NDCG@5': 0.033648150269584745, 'HR@5': 0.05612759943468605}","{'NDCG@5': 0.03302545413564206, 'HR@5': 0.054509084847474576}","{'NDCG@5': 0.032396882070204386, 'HR@5': 0.052892131318395}","{'NDCG@5': 0.03279710523928155, 'HR@5': 0.055217732444095724}","{'NDCG@5': 0.03274706146543231, 'HR@5': 0.0551511758118701}","{'NDCG@5': 0.03534881902307347, 'HR@5': 0.05753574604912089}","{'NDCG@5': 0.03323706187946431, 'HR@5': 0.05529419785913957}","{'NDCG@5': 0.03292884725949647, 'HR@5': 0.054919596620332516}"
"{'NDCG@5': 0.0321875237566966, 'HR@5': 0.05461824420932228}","{'NDCG@5': 0.028144406636419428, 'HR@5': 0.04527750730282376}","{'NDCG@5': 0.033665262666614855, 'HR@5': 0.05592570159499293}","{'NDCG@5': 0.03336644481364918, 'HR@5': 0.055842640440073345}","{'NDCG@5': 0.032008887806658504, 'HR@5': 0.05198019801980198}","{'NDCG@5': 0.03317546593348, 'HR@5': 0.05531581012161632}","{'NDCG@5': 0.032895839686876475, 'HR@5': 0.05613101903695409}","{'NDCG@5': 0.03507501819964854, 'HR@5': 0.057672573031401796}","{'NDCG@5': 0.03322938612815437, 'HR@5': 0.056044180814072406}","{'NDCG@5': 0.03242826900390749, 'HR@5': 0.05403379667484328}"
"{'NDCG@5': 0.03212892390782969, 'HR@5': 0.05519016299685445}","{'NDCG@5': 0.027793696835031363, 'HR@5': 0.04454722492697176}","{'NDCG@5': 0.03424426615317617, 'HR@5': 0.05733898647284474}","{'NDCG@5': 0.033531371259001526, 'HR@5': 0.055342557092848806}","{'NDCG@5': 0.031940592638133564, 'HR@5': 0.05198019801980198}","{'NDCG@5': 0.03298796001701873, 'HR@5': 0.05413887799136916}","{'NDCG@5': 0.033262963961024176, 'HR@5': 0.05655095184770437}","{'NDCG@5': 0.03511641142284792, 'HR@5': 0.057672573031401796}","{'NDCG@5': 0.033378358318438765, 'HR@5': 0.05652144269448422}","{'NDCG@5': 0.032479925756346915, 'HR@5': 0.05423821204687926}"
"{'NDCG@5': 0.03210181600580485, 'HR@5': 0.05404632542179011}","{'NDCG@5': 0.028025582934331217, 'HR@5': 0.046007789678675755}","{'NDCG@5': 0.034501789490730086, 'HR@5': 0.05754088431253786}","{'NDCG@5': 0.03278902877284232, 'HR@5': 0.054009001500250044}","{'NDCG@5': 0.03216698075354245, 'HR@5': 0.05224075039082856}","{'NDCG@5': 0.032871684672424795, 'HR@5': 0.05423695566888976}","{'NDCG@5': 0.03342587863426769, 'HR@5': 0.056970884658454644}","{'NDCG@5': 0.034916321575070665, 'HR@5': 0.056577957173154544}","{'NDCG@5': 0.03313787982498901, 'HR@5': 0.05652144269448422}","{'NDCG@5': 0.03273900538533213, 'HR@5': 0.05430635050422458}"
"{'NDCG@5': 0.032352334421065096, 'HR@5': 0.054332284815556194}","{'NDCG@5': 0.028342850286473684, 'HR@5': 0.046007789678675755}","{'NDCG@5': 0.03416319680838365, 'HR@5': 0.05774278215223097}","{'NDCG@5': 0.03254255394598399, 'HR@5': 0.054009001500250044}","{'NDCG@5': 0.03137425798035952, 'HR@5': 0.05054715997915581}","{'NDCG@5': 0.03379831698600775, 'HR@5': 0.0557081208316987}","{'NDCG@5': 0.03302728051516365, 'HR@5': 0.056270996640537516}","{'NDCG@5': 0.03508928189705203, 'HR@5': 0.056988438119997264}","{'NDCG@5': 0.03289250225730667, 'HR@5': 0.0563850821572237}","{'NDCG@5': 0.032849536621706685, 'HR@5': 0.05451076587626056}"
"{'NDCG@5': 0.03154108580140561, 'HR@5': 0.05318844724049185}","{'NDCG@5': 0.02831430204650049, 'HR@5': 0.046251217137293084}","{'NDCG@5': 0.03490714851652803, 'HR@5': 0.05834847567131032}","{'NDCG@5': 0.03219769512493432, 'HR@5': 0.052675445907651275}","{'NDCG@5': 0.03155577570893188, 'HR@5': 0.051849921834288694}","{'NDCG@5': 0.033380161880737474, 'HR@5': 0.05531581012161632}","{'NDCG@5': 0.03354450160743377, 'HR@5': 0.0572508398656215}","{'NDCG@5': 0.03521969578942911, 'HR@5': 0.05712526510227817}","{'NDCG@5': 0.03255405028970819, 'HR@5': 0.05529419785913957}","{'NDCG@5': 0.03299645810340644, 'HR@5': 0.05471518124829654}"
"{'NDCG@5': 0.03219466078619121, 'HR@5': 0.05490420360308836}","{'NDCG@5': 0.02841611853923872, 'HR@5': 0.04649464459591042}","{'NDCG@5': 0.03561030988600129, 'HR@5': 0.05996365838885524}","{'NDCG@5': 0.03212709987126925, 'HR@5': 0.052508751458576426}","{'NDCG@5': 0.031006878131346803, 'HR@5': 0.05080771235018239}","{'NDCG@5': 0.032858792839547096, 'HR@5': 0.05492349941153393}","{'NDCG@5': 0.03340037660663572, 'HR@5': 0.05704087346024636}","{'NDCG@5': 0.03491936565424252, 'HR@5': 0.056988438119997264}","{'NDCG@5': 0.0328455821919297, 'HR@5': 0.05549873866503034}","{'NDCG@5': 0.033204754775534466, 'HR@5': 0.055124011992368493}"
"{'NDCG@5': 0.03275723575833178, 'HR@5': 0.05547612239062053}","{'NDCG@5': 0.02808442632432499, 'HR@5': 0.046251217137293084}","{'NDCG@5': 0.03585072082652509, 'HR@5': 0.05996365838885524}","{'NDCG@5': 0.033195977178833776, 'HR@5': 0.05484247374562427}","{'NDCG@5': 0.03191047949114834, 'HR@5': 0.051849921834288694}","{'NDCG@5': 0.03243505872420773, 'HR@5': 0.05413887799136916}","{'NDCG@5': 0.033008299519984345, 'HR@5': 0.05592105263157895}","{'NDCG@5': 0.03485086747899584, 'HR@5': 0.05650954368201409}","{'NDCG@5': 0.03273750676093969, 'HR@5': 0.055157837321879045}","{'NDCG@5': 0.033321219454475054, 'HR@5': 0.05560098119378577}"
"{'NDCG@5': 0.03307657652780984, 'HR@5': 0.056334000571918785}","{'NDCG@5': 0.027967474659882415, 'HR@5': 0.046251217137293084}","{'NDCG@5': 0.03473969940030874, 'HR@5': 0.057944679991924083}","{'NDCG@5': 0.033106008701039163, 'HR@5': 0.054342390398399734}","{'NDCG@5': 0.03197161309385081, 'HR@5': 0.05263157894736842}","{'NDCG@5': 0.03280156276407678, 'HR@5': 0.05433503334641036}","{'NDCG@5': 0.03299591853837219, 'HR@5': 0.055641097424412096}","{'NDCG@5': 0.03503535386932827, 'HR@5': 0.05739891906683998}","{'NDCG@5': 0.032736978777717814, 'HR@5': 0.05529419785913957}","{'NDCG@5': 0.03351491595875612, 'HR@5': 0.05560098119378577}"
"{'NDCG@5': 0.03312043797061939, 'HR@5': 0.055762081784386616}","{'NDCG@5': 0.028164605358559195, 'HR@5': 0.046007789678675755}","{'NDCG@5': 0.034980469855632045, 'HR@5': 0.05774278215223097}","{'NDCG@5': 0.03345233445460624, 'HR@5': 0.055342557092848806}","{'NDCG@5': 0.03134739637939835, 'HR@5': 0.051198540906722254}","{'NDCG@5': 0.03346272523921475, 'HR@5': 0.0557081208316987}","{'NDCG@5': 0.0332615423141616, 'HR@5': 0.056061030235162373}","{'NDCG@5': 0.03524671422391369, 'HR@5': 0.057467332557980436}","{'NDCG@5': 0.03295306827620906, 'HR@5': 0.055703279470921116}","{'NDCG@5': 0.0334100105677806, 'HR@5': 0.05553284273644045}"
"{'NDCG@5': 0.03353750929601492, 'HR@5': 0.055762081784386616}","{'NDCG@5': 0.028618281293625224, 'HR@5': 0.04844206426484907}","{'NDCG@5': 0.034813270926745056, 'HR@5': 0.05754088431253786}","{'NDCG@5': 0.03277992944624209, 'HR@5': 0.053842307051175195}","{'NDCG@5': 0.03154126739199265, 'HR@5': 0.05158936946326212}","{'NDCG@5': 0.03336774862574179, 'HR@5': 0.0557081208316987}","{'NDCG@5': 0.033163157675569294, 'HR@5': 0.05592105263157895}","{'NDCG@5': 0.03477596676009645, 'HR@5': 0.056577957173154544}","{'NDCG@5': 0.033417811766230925, 'HR@5': 0.056316901888593444}","{'NDCG@5': 0.033603941382363375, 'HR@5': 0.055669119651131097}"
"{'NDCG@5': 0.03389059326629855, 'HR@5': 0.057763797540749215}","{'NDCG@5': 0.02727885879481693, 'HR@5': 0.045034079844206425}","{'NDCG@5': 0.03449439572536188, 'HR@5': 0.05653139511407228}","{'NDCG@5': 0.032957607749925025, 'HR@5': 0.05367561260210035}","{'NDCG@5': 0.03157336732973157, 'HR@5': 0.05145909327774883}","{'NDCG@5': 0.03419330329121465, 'HR@5': 0.056786975284425265}","{'NDCG@5': 0.033376115502283095, 'HR@5': 0.05613101903695409}","{'NDCG@5': 0.035317536367814976, 'HR@5': 0.057262092084559076}","{'NDCG@5': 0.03352804290553836, 'HR@5': 0.05733960591804732}","{'NDCG@5': 0.03350496427034894, 'HR@5': 0.05526028890705914}"
"{'NDCG@5': 0.032585495235914266, 'HR@5': 0.05519016299685445}","{'NDCG@5': 0.029368322566568933, 'HR@5': 0.04965920155793573}","{'NDCG@5': 0.034327780240688006, 'HR@5': 0.056329497274379164}","{'NDCG@5': 0.03252488014023373, 'HR@5': 0.053842307051175195}","{'NDCG@5': 0.030970296042438058, 'HR@5': 0.04989577905158937}","{'NDCG@5': 0.03380333676696474, 'HR@5': 0.057081208316987056}","{'NDCG@5': 0.033351041766440034, 'HR@5': 0.0562010078387458}","{'NDCG@5': 0.03583464198851137, 'HR@5': 0.05815146746938496}","{'NDCG@5': 0.03261735638927136, 'HR@5': 0.055703279470921116}","{'NDCG@5': 0.033383983685346875, 'HR@5': 0.05478331970564186}"
"{'NDCG@5': 0.033351029981415925, 'HR@5': 0.05690591935945096}","{'NDCG@5': 0.027951164711932177, 'HR@5': 0.046251217137293084}","{'NDCG@5': 0.03391741901669088, 'HR@5': 0.05612759943468605}","{'NDCG@5': 0.03303766338966363, 'HR@5': 0.053842307051175195}","{'NDCG@5': 0.031482439959418566, 'HR@5': 0.05106826472120896}","{'NDCG@5': 0.03401273580640378, 'HR@5': 0.05747351902706944}","{'NDCG@5': 0.03317688605029544, 'HR@5': 0.056340985442329225}","{'NDCG@5': 0.03555289418842605, 'HR@5': 0.05842512143394677}","{'NDCG@5': 0.0328168962295159, 'HR@5': 0.05597600054544215}","{'NDCG@5': 0.033311162000673494, 'HR@5': 0.055396565821749795}"
"{'NDCG@5': 0.03312567771457509, 'HR@5': 0.05690591935945096}","{'NDCG@5': 0.02819070975577952, 'HR@5': 0.046981499513145085}","{'NDCG@5': 0.03392195237262335, 'HR@5': 0.055521905915606705}","{'NDCG@5': 0.033365239966119994, 'HR@5': 0.054675779296549425}","{'NDCG@5': 0.03145080756055086, 'HR@5': 0.05054715997915581}","{'NDCG@5': 0.03363383329827164, 'HR@5': 0.05698313063946646}","{'NDCG@5': 0.03360182091891182, 'HR@5': 0.0572508398656215}","{'NDCG@5': 0.03562555585371981, 'HR@5': 0.05815146746938496}","{'NDCG@5': 0.03325999591770062, 'HR@5': 0.056112361082702664}","{'NDCG@5': 0.033570753076972146, 'HR@5': 0.05607795039520305}"
"{'NDCG@5': 0.032779583397620896, 'HR@5': 0.05547612239062053}","{'NDCG@5': 0.02887731540806778, 'HR@5': 0.04673807205452775}","{'NDCG@5': 0.03476649348581479, 'HR@5': 0.05592570159499293}","{'NDCG@5': 0.03322759015866853, 'HR@5': 0.054175695949324885}","{'NDCG@5': 0.03124481882302444, 'HR@5': 0.05028660760812923}","{'NDCG@5': 0.033385100479428595, 'HR@5': 0.056296586896822286}","{'NDCG@5': 0.03350602844256551, 'HR@5': 0.055991041433370664}","{'NDCG@5': 0.03547599998638785, 'HR@5': 0.057056851611137716}","{'NDCG@5': 0.0329221456803489, 'HR@5': 0.05549873866503034}","{'NDCG@5': 0.0332056726877244, 'HR@5': 0.05519215044971382}"
"{'NDCG@5': 0.031368267081190136, 'HR@5': 0.05261652845295968}","{'NDCG@5': 0.028553400741533112, 'HR@5': 0.04649464459591042}","{'NDCG@5': 0.03482081096276644, 'HR@5': 0.05733898647284474}","{'NDCG@5': 0.03281163269094517, 'HR@5': 0.053842307051175195}","{'NDCG@5': 0.03125362144022352, 'HR@5': 0.0506774361646691}","{'NDCG@5': 0.034197429274285894, 'HR@5': 0.058061985092193014}","{'NDCG@5': 0.033473521326242615, 'HR@5': 0.055991041433370664}","{'NDCG@5': 0.03578422795073766, 'HR@5': 0.05815146746938496}","{'NDCG@5': 0.03327585570380897, 'HR@5': 0.05624872161996318}","{'NDCG@5': 0.033863096585236965, 'HR@5': 0.05560098119378577}"
"{'NDCG@5': 0.031599840496982584, 'HR@5': 0.05318844724049185}","{'NDCG@5': 0.028356578380886604, 'HR@5': 0.04527750730282376}","{'NDCG@5': 0.03567500723389731, 'HR@5': 0.059357964869775896}","{'NDCG@5': 0.032803729502257364, 'HR@5': 0.053008834805800965}","{'NDCG@5': 0.03065155900258025, 'HR@5': 0.04950495049504951}","{'NDCG@5': 0.03409861266476435, 'HR@5': 0.05766967438211063}","{'NDCG@5': 0.03371860493152723, 'HR@5': 0.055991041433370664}","{'NDCG@5': 0.0355486300138407, 'HR@5': 0.05760415954026134}","{'NDCG@5': 0.0328954266125582, 'HR@5': 0.055362378127769826}","{'NDCG@5': 0.033876776553870905, 'HR@5': 0.056350504224584354}"
"{'NDCG@5': 0.031624439583297255, 'HR@5': 0.05347440663425793}","{'NDCG@5': 0.02851174059016614, 'HR@5': 0.046981499513145085}","{'NDCG@5': 0.034420574011593284, 'HR@5': 0.056329497274379164}","{'NDCG@5': 0.03347685317731705, 'HR@5': 0.054675779296549425}","{'NDCG@5': 0.030874369297836744, 'HR@5': 0.04989577905158937}","{'NDCG@5': 0.033400161853493635, 'HR@5': 0.055610043154178106}","{'NDCG@5': 0.032972196239005665, 'HR@5': 0.05529115341545353}","{'NDCG@5': 0.03510775093696467, 'HR@5': 0.057056851611137716}","{'NDCG@5': 0.03318110756188131, 'HR@5': 0.056657803231744734}","{'NDCG@5': 0.03407214914990187, 'HR@5': 0.056623058053965655}"
